wout,mag_flicker_0,mag_flicker_1,mag_flicker_2,phase_flicker_0,phase_flicker_1,phase_flicker_2
3.499451670283573623e+00,4.005432726821803158e+01,3.411931254419967985e+01,2.079601662894414815e+01,-3.551257689764898942e+02,-3.551736746079606064e+02,-3.555255547573414105e+02
3.564511334262442599e+00,4.005548423686964554e+01,3.412046917900548237e+01,2.079716408009504747e+01,-3.552143040478605940e+02,-3.552613353058628149e+02,-3.556067932410593357e+02
3.630780547701013994e+00,4.005659964866637779e+01,3.412158426903189223e+01,2.079827031862814835e+01,-3.553012461446727457e+02,-3.553474189881677603e+02,-3.556865719104695245e+02
3.698281797802662751e+00,4.005767498616981470e+01,3.412265929640371098e+01,2.079933681465507789e+01,-3.553866231180901991e+02,-3.554319532147637233e+02,-3.557649161872270724e+02
3.767037989839089107e+00,4.005871167976395242e+01,3.412369569108398082e+01,2.080036498656010480e+01,-3.554704623757606328e+02,-3.555149651073385826e+02,-3.558418510937641486e+02
3.837072454922788811e+00,4.005971110944118152e+01,3.412469483265929426e+01,2.080135620276983133e+01,-3.555527908865101949e+02,-3.555964813539778220e+02,-3.559174012571785966e+02
3.908408957924021099e+00,4.006067460653065382e+01,3.412565805206775593e+01,2.080231178346588550e+01,-3.556336351851283553e+02,-3.556765282138537714e+02,-3.559915909132275260e+02
3.981071705534973137e+00,4.006160345537074363e+01,3.412658663327079722e+01,2.080323300224225136e+01,-3.557130213772314846e+02,-3.557551315219959633e+02,-3.560644439104145249e+02
4.055085354483838778e+00,4.006249889492707439e+01,3.412748181487074106e+01,2.080412108770871882e+01,-3.557909751441964659e+02,-3.558323166941328282e+02,-3.561359837141598064e+02
4.130475019901614253e+00,4.006336212035775191e+01,3.412834479167554491e+01,2.080497722504208014e+01,-3.558675217481542177e+02,-3.559081087315951208e+02,-3.562062334110453889e+02
4.207266283844441901e+00,4.006419428452726805e+01,3.412917671621221416e+01,2.080580255748646934e+01,-3.559426860370351733e+02,-3.559825322262727809e+02,-3.562752157131243962e+02
4.285485203974396029e+00,4.006499649947055985e+01,3.412997870019038515e+01,2.080659818780438286e+01,-3.560164924496572780e+02,-3.560556113656166417e+02,-3.563429529622877112e+02
4.365158322401661017e+00,4.006576983780868062e+01,3.413075181591759844e+01,2.080736517967978472e+01,-3.560889650208508783e+02,-3.561273699376772583e+02,-3.564094671346791756e+02
4.446312674691088596e+00,4.006651533411759658e+01,3.413149709766764062e+01,2.080810455907474221e+01,-3.561601273866114070e+02,-3.561978313361742039e+02,-3.564747798451520566e+02
4.528975799036208727e+00,4.006723398625138088e+01,3.413221554300334759e+01,2.080881731554097414e+01,-3.562300027892734988e+02,-3.562670185655884438e+02,-3.565389123517602457e+02
4.613175745603795619e+00,4.006792675662132552e+01,3.413290811405527592e+01,2.080950440348765440e+01,-3.562986140827018176e+02,-3.563349542462715362e+02,-3.566018855602767417e+02
4.698941086052156102e+00,4.006859457343211517e+01,3.413357573875757822e+01,2.081016674340678918e+01,-3.563659837374898416e+02,-3.564016606195661439e+02,-3.566637200287345877e+02
4.786300923226384896e+00,4.006923833187663320e+01,3.413421931204233317e+01,2.081080522305745717e+01,-3.564321338461642199e+02,-3.564671595529317756e+02,-3.567244359719831550e+02
4.875284901033865026e+00,4.006985889529038047e+01,3.413483969699372267e+01,2.081142069861027721e+01,-3.564970861283867976e+02,-3.565314725450712672e+02,-3.567840532662552846e+02
4.965923214503362715e+00,4.007045709626705587e+01,3.413543772596317893e+01,2.081201399575313715e+01,-3.565608619361511842e+02,-3.565946207310518616e+02,-3.568425914537399422e+02
5.058246620031142449e+00,4.007103373773623645e+01,3.413601420164679467e+01,2.081258591075959430e+01,-3.566234822589693181e+02,-3.566566248874181042e+02,-3.569000697471560670e+02
5.152286445817567007e+00,4.007158959400456411e+01,3.413656989812618292e+01,2.081313721152099561e+01,-3.566849677290425120e+02,-3.567175054372910381e+02,-3.569565070343225557e+02
5.248074602497728947e+00,4.007212541176151177e+01,3.413710556187389500e+01,2.081366863854350413e+01,-3.567453386264149344e+02,-3.567772824554504041e+02,-3.570119218827207987e+02
5.345643593969718665e+00,4.007264191105073081e+01,3.413762191272454771e+01,2.081418090591114378e+01,-3.568046148841044101e+02,-3.568359756733962058e+02,-3.570663325440462472e+02
5.445026528424214085e+00,4.007313978620835826e+01,3.413811964481276107e+01,2.081467470221593175e+01,-3.568628160932082665e+02,-3.568936044843856621e+02,-3.571197569587444036e+02
5.546257129579109879e+00,4.007361970676907958e+01,3.413859942747901499e+01,2.081515069145618213e+01,-3.569199615079804175e+02,-3.569501879484434426e+02,-3.571722127605294759e+02
5.649369748123028501e+00,4.007408231834106971e+01,3.413906190614432035e+01,2.081560951390396497e+01,-3.569760700508772402e+02,-3.570057447973417197e+02,-3.572237172808813739e+02
5.754399373371572146e+00,4.007452824345095621e+01,3.413950770315487659e+01,2.081605178694275438e+01,-3.570311603175696291e+02,-3.570602934395474222e+02,-3.572742875535188887e+02
5.861381645140290253e+00,4.007495808235955081e+01,3.413993741859760433e+01,2.081647810587624292e+01,-3.570852505819184444e+02,-3.571138519651340744e+02,-3.573239403188461552e+02
5.970352865838371770e+00,4.007537241384943627e+01,3.414035163108750481e+01,2.081688904470921386e+01,-3.571383588009115897e+02,-3.571664381506569157e+02,-3.573726920283704089e+02
6.081350012787182457e+00,4.007577179598542472e+01,3.414075089852784828e+01,2.081728515690141990e+01,-3.571905026195605615e+02,-3.572180694639876606e+02,-3.574205588490887635e+02
6.194410750767818108e+00,4.007615676684850570e+01,3.414113575884393015e+01,2.081766697609539563e+01,-3.572416993757543082e+02,-3.572687630691086724e+02,-3.574675566678409950e+02
6.309573444801936937e+00,4.007652784524446332e+01,3.414150673069148212e+01,2.081803501681897473e+01,-3.572919661050693776e+02,-3.573185358308637660e+02,-3.575137010956284485e+02
6.426877173170199242e+00,4.007688553138780208e+01,3.414186431414036349e+01,2.081838977516346034e+01,-3.573413195455338496e+02,-3.573674043196647290e+02,-3.575590074718950859e+02
6.546361740672747231e+00,4.007723030756186233e+01,3.414220899133453457e+01,2.081873172943810246e+01,-3.573897761423446013e+02,-3.574153848161513451e+02,-3.576034908687715870e+02
6.668067692136218305e+00,4.007756263875600666e+01,3.414254122712898010e+01,2.081906134080189474e+01,-3.574373520525366530e+02,-3.574624933158047497e+02,-3.576471660952782941e+02
6.792036326171842830e+00,4.007788297328044536e+01,3.414286146970440683e+01,2.081937905387324861e+01,-3.574840631496023775e+02,-3.575087455335121831e+02,-3.576900477014887088e+02
6.918309709189361278e+00,4.007819174335964618e+01,3.414317015116048992e+01,2.081968529731836881e+01,-3.575299250280607453e+02,-3.575541569080824615e+02,-3.577321499826498439e+02
7.046930689671467185e+00,4.007848936570503895e+01,3.414346768808833588e+01,2.081998048441906590e+01,-3.575749530079757506e+02,-3.575987426067109709e+02,-3.577734869832603408e+02
7.177942912713614732e+00,4.007877624206749090e+01,3.414375448212288688e+01,2.082026501362067350e+01,-3.576191621394220306e+02,-3.576425175293942402e+02,-3.578140725011037944e+02
7.311390834834172736e+00,4.007905275977057613e+01,3.414403092047592736e+01,2.082053926906077379e+01,-3.576625672068984159e+02,-3.576854963132919352e+02,-3.578539200912381943e+02
7.447319739059887311e+00,4.007931929222496592e+01,3.414429737645045293e+01,2.082080362107931393e+01,-3.577051827336883321e+02,-3.577276933370376355e+02,-3.578930430699392673e+02
7.585775750291835706e+00,4.007957619942487071e+01,3.414455420993684953e+01,2.082105842671080254e+01,-3.577470229861660869e+02,-3.577691227249957251e+02,-3.579314545185976613e+02
7.726805850957020994e+00,4.007982382842692459e+01,3.414480176789168553e+01,2.082130403015924003e+01,-3.577881019780493830e+02,-3.578097983514661564e+02,-3.579691672875703148e+02
7.870457896950984633e+00,4.008006251381220864e+01,3.414504038479958581e+01,2.082154076325623748e+01,-3.578284334745976594e+02,-3.578497338448349865e+02,-3.580061939999836795e+02
8.016780633876789963e+00,4.008029257813200275e+01,3.414527038311889129e+01,2.082176894590306659e+01,-3.578680309967551807e+02,-3.578889425916714799e+02,-3.580425470554905019e+02
8.165823713585922405e+00,4.008051433233779903e+01,3.414549207371149464e+01,2.082198888649704926e+01,-3.579069078252400686e+02,-3.579274377407712109e+02,-3.580782386339778895e+02
8.317637711026709013e+00,4.008072807619608824e+01,3.414570575625755566e+01,2.082220088234291921e+01,-3.579450770045781951e+02,-3.579652322071452772e+02,-3.581132806992286532e+02
8.472274141405963022e+00,4.008093409868858714e+01,3.414591171965552974e+01,2.082240522004961747e+01,-3.579825513470816531e+02,-3.580023386759551727e+02,-3.581476850025331942e+02
8.629785477669701166e+00,4.008113267839812011e+01,3.414611024240804937e+01,2.082260217591306883e+01,-3.580193434367733403e+02,-3.580387696063932594e+02,-3.581814630862541549e+02
8.790225168308841930e+00,4.008132408388103585e+01,3.414630159299414203e+01,2.082279201628540832e+01,-3.580554656332554941e+02,-3.580745372355104905e+02,-3.582146262873421847e+02
8.953647655495936775e+00,4.008150857402624467e+01,3.414648603022819628e+01,2.082297499793106965e+01,-3.580909300755245113e+02,-3.581096535819880842e+02,-3.582471857408037863e+02
9.120108393559096527e+00,4.008168639840165071e+01,3.414666380360630171e+01,2.082315136837033620e+01,-3.581257486857306844e+02,-3.581441304498573572e+02,-3.582791523831205609e+02
9.289663867799362151e+00,4.008185779758824907e+01,3.414683515364021815e+01,2.082332136621060314e+01,-3.581599331728835409e+02,-3.581779794321648183e+02,-3.583105369556205346e+02
9.462371613657929004e+00,4.008202300350228597e+01,3.414700031217947185e+01,2.082348522146594050e+01,-3.581934950365030659e+02,-3.582112119145838278e+02,-3.583413500078012248e+02
9.638290236239704711e+00,4.008218223970608562e+01,3.414715950272208289e+01,2.082364315586527681e+01,-3.582264455702173223e+02,-3.582438390789737923e+02,-3.583716019006049578e+02
9.817479430199844259e+00,4.008233572170772163e+01,3.414731294071413004e+01,2.082379538314960499e+01,-3.582587958653059559e+02,-3.582758719068858113e+02,-3.584013028096462676e+02
1.000000000000000000e+01,4.008248365725006579e+01,3.414746083383876396e+01,2.082394210935864720e+01,-3.582905568141910067e+02,-3.583073211830159153e+02,-3.584304627283923992e+02
1.018591388054116997e+01,4.008262624658958373e+01,3.414760338229486081e+01,2.082408353310730575e+01,-3.583217391138747985e+02,-3.583381974986066325e+02,-3.584590914712954941e+02
1.037528415818012739e+01,4.008276368276509061e+01,3.414774077906573524e+01,2.082421984585220187e+01,-3.583523532693244533e+02,-3.583685112547958056e+02,-3.584871986768791885e+02
1.056817509213658468e+01,4.008289615185702814e+01,3.414787321017834643e+01,2.082435123214882466e+01,-3.583824095968058714e+02,-3.583982726659149307e+02,-3.585147938107772916e+02
1.076465213629835027e+01,4.008302383323744777e+01,3.414800085495318172e+01,2.082447786989943594e+01,-3.584119182271646196e+02,-3.584274917627358263e+02,-3.585418861687274443e+02
1.096478196143185180e+01,4.008314689981104806e+01,3.414812388624526562e+01,2.082459993059209324e+01,-3.584408891090565703e+02,-3.584561783956669387e+02,-3.585684848795175981e+02
1.116863247780561252e+01,4.008326551824768558e+01,3.414824247067654994e+01,2.082471757953126001e+01,-3.584693320121272109e+02,-3.584843422378997388e+02,-3.585945989078879279e+02
1.137627285823431045e+01,4.008337984920649433e+01,3.414835676886000471e+01,2.082483097606004918e+01,-3.584972565301413283e+02,-3.585119927885053812e+02,-3.586202370573869871e+02
1.158777356155126270e+01,4.008349004755201861e+01,3.414846693561570135e+01,2.082494027377462231e+01,-3.585246720840623311e+02,-3.585391393754819092e+02,-3.586454079731835236e+02
1.180320635651730043e+01,4.008359626256268626e+01,3.414857312017916513e+01,2.082504562073085097e+01,-3.585515879250827993e+02,-3.585657911587534272e+02,-3.586701201448335041e+02
1.202264434617413080e+01,4.008369863813170753e+01,3.414867546640229534e+01,2.082514715964363461e+01,-3.585780131376059785e+02,-3.585919571331205020e+02,-3.586943819090035390e+02
1.224616199265048877e+01,4.008379731296085424e+01,3.414877411294702370e+01,2.082524502807907041e+01,-3.586039566421795257e+02,-3.586176461311636103e+02,-3.587182014521509927e+02
1.247383514242943292e+01,4.008389242074733971e+01,3.414886919347216576e+01,2.082533935863974506e+01,-3.586294271983816202e+02,-3.586428668260991799e+02,-3.587415868131606658e+02
1.270574105208542015e+01,4.008398409036391996e+01,3.414896083681345829e+01,2.082543027914340072e+01,-3.586544334076592691e+02,-3.586676277345887911e+02,-3.587645458859394125e+02
1.294195841449986339e+01,4.008407244603258590e+01,3.414904916715725136e+01,2.082551791279514930e+01,-3.586789837161210812e+02,-3.586919372195031315e+02,-3.587870864219682403e+02
1.318256738556407370e+01,4.008415760749201695e+01,3.414913430420783413e+01,2.082560237835361150e+01,-3.587030864172837141e+02,-3.587158034926401911e+02,-3.588092160328135378e+02
1.342764961137864255e+01,4.008423969015908739e+01,3.414921636334894117e+01,2.082568379029101990e+01,-3.587267496547725045e+02,-3.587392346173982673e+02,-3.588309421925963534e+02
1.367728825595849429e+01,4.008431880528448232e+01,3.414929545579933290e+01,2.082576225894760569e+01,-3.587499814249783867e+02,-3.587622385114053145e+02,-3.588522722404217120e+02
1.393156802945303774e+01,4.008439506010282116e+01,3.414937168876284801e+01,2.082583789068044666e+01,-3.587727895796693360e+02,-3.587848229491040684e+02,-3.588732133827679718e+02
1.419057521689092560e+01,4.008446855797733122e+01,3.414944516557304155e+01,2.082591078800698270e+01,-3.587951818285591230e+02,-3.588069955642943114e+02,-3.588937726958357644e+02
1.445439770745928065e+01,4.008453939853937698e+01,3.414951598583269288e+01,2.082598104974338327e+01,-3.588171657418322411e+02,-3.588287638526323917e+02,-3.589139571278590211e+02
1.472312502432719405e+01,4.008460767782295164e+01,3.414958424554821903e+01,2.082604877113791986e+01,-3.588387487526275095e+02,-3.588501351740888481e+02,-3.589337735013763790e+02
1.499684835502373836e+01,4.008467348839432276e+01,3.414965003725934878e+01,2.082611404399958488e+01,-3.588599381594783040e+02,-3.588711167553645396e+02,-3.589532285154654119e+02
1.527566058238073232e+01,4.008473691947707351e+01,3.414971345016405024e+01,2.082617695682204229e+01,-3.588807411287124864e+02,-3.588917156922659046e+02,-3.589723287479386613e+02
1.555965631605075039e+01,4.008479805707260368e+01,3.414977457023903185e+01,2.082623759490319770e+01,-3.589011646968115770e+02,-3.589119389520398613e+02,-3.589910806575030051e+02
1.584893192461114175e+01,4.008485698407631048e+01,3.414983348035593735e+01,2.082629604046039873e+01,-3.589212157727290560e+02,-3.589317933756693719e+02,-3.590094905858823040e+02
1.614358556826486790e+01,4.008491378038959851e+01,3.414989026039323505e+01,2.082635237274152118e+01,-3.589409011401698990e+02,-3.589512856801292742e+02,-3.590275647599044646e+02
1.644371723214932501e+01,4.008496852302788227e+01,3.414994498734426287e+01,2.082640666813209407e+01,-3.589602274598306622e+02,-3.589704224606040270e+02,-3.590453092935524637e+02
1.674942876026438299e+01,4.008502128622468064e+01,3.414999773542120209e+01,2.082645900025850949e+01,-3.589792012716013119e+02,-3.589892101926670307e+02,-3.590627301899805843e+02
1.706082389003124433e+01,4.008507214153191711e+01,3.415004857615549838e+01,2.082650944008756966e+01,-3.589978289967287992e+02,-3.590076552344229412e+02,-3.590798333434964889e+02
1.737800828749376336e+01,4.008512115791674546e+01,3.415009757849449556e+01,2.082655805602243504e+01,-3.590161169399443679e+02,-3.590257638286128099e+02,-3.590966245415087883e+02
1.770108958317421965e+01,4.008516840185475871e+01,3.415014480889472992e+01,2.082660491399510505e+01,-3.590340712915526069e+02,-3.590435421046826150e+02,-3.591131094664416423e+02
1.803017740859569784e+01,4.008521393741987993e+01,3.415019033141174987e+01,2.082665007755560538e+01,-3.590516981294857715e+02,-3.590609960808168921e+02,-3.591292936976160490e+02
1.836538343348347269e+01,4.008525782637110524e+01,3.415023420778683061e+01,2.082669360795793878e+01,-3.590690034213216677e+02,-3.590781316659360982e+02,-3.591451827130989045e+02
1.870682140365801516e+01,4.008530012823595001e+01,3.415027649753042027e+01,2.082673556424293082e+01,-3.590859930262666353e+02,-3.590949546616599264e+02,-3.591607818915196049e+02
1.905460717963248385e+01,4.008534090039106701e+01,3.415031725800273676e+01,2.082677600331813395e+01,-3.591026726971040262e+02,-3.591114707642361736e+02,-3.591760965138560096e+02
1.940885877592779352e+01,4.008538019813985898e+01,3.415035654449128799e+01,2.082681498003480769e+01,-3.591190480821089750e+02,-3.591276855664361278e+02,-3.591911317651884588e+02
1.976969640111861892e+01,4.008541807478731300e+01,3.415039441028580569e+01,2.082685254726215618e+01,-3.591351247269292912e+02,-3.591436045594169286e+02,-3.592058927364240617e+02
2.013724249862389470e+01,4.008545458171213483e+01,3.415043090675025184e+01,2.082688875595889755e+01,-3.591509080764333248e+02,-3.591592331345510729e+02,-3.592203844259902326e+02
2.051162178825566684e+01,4.008548976843633938e+01,3.415046608339243051e+01,2.082692365524218658e+01,-3.591664034765265114e+02,-3.591745765852240879e+02,-3.592346117414993500e+02
2.089296130854040356e+01,4.008552368269221944e+01,3.415049998793097075e+01,2.082695729245416061e+01,-3.591816161759346073e+02,-3.591896401086005994e+02,-3.592485795013836309e+02
2.128139045982713284e+01,4.008555637048705478e+01,3.415053266635995044e+01,2.082698971322601622e+01,-3.591965513279563993e+02,-3.592044288073595339e+02,-3.592622924365019230e+02
2.167704104819694422e+01,4.008558787616532015e+01,3.415056416301113273e+01,2.082702096153976967e+01,-3.592112139921854350e+02,-3.592189476913983412e+02,-3.592757551917179626e+02
2.208004733018899302e+01,4.008561824246879013e+01,3.415059452061404244e+01,2.082705107978784298e+01,-3.592256091362015127e+02,-3.592332016795077152e+02,-3.592889723274508924e+02
2.249054605835780407e+01,4.008564751059439146e+01,3.415062378035378998e+01,2.082708010883044025e+01,-3.592397416372319299e+02,-3.592471956010164149e+02,-3.593019483211989495e+02
2.290867652767772356e+01,4.008567572025003756e+01,3.415065198192689877e+01,2.082710808805092384e+01,-3.592536162837837423e+02,-3.592609341974072095e+02,-3.593146875690355841e+02
2.333458062281001943e+01,4.008570290970833128e+01,3.415067916359502220e+01,2.082713505540912280e+01,-3.592672377772470327e+02,-3.592744221239042304e+02,-3.593271943870798282e+02
2.376840286624875986e+01,4.008572911585851273e+01,3.415070536223679909e+01,2.082716104749276553e+01,-3.592806107334697003e+02,-3.592876639510319592e+02,-3.593394730129404593e+02
2.421029046736177293e+01,4.008575437425633226e+01,3.415073061339781191e+01,2.082718609956704015e+01,-3.592937396843043985e+02,-3.593006641661468734e+02,-3.593515276071341873e+02
2.466039337234338547e+01,4.008577871917231050e+01,3.415075495133872607e+01,2.082721024562237488e+01,-3.593066290791280153e+02,-3.593134271749419213e+02,-3.593633622544797390e+02
2.511886431509579509e+01,4.008580218363807290e+01,3.415077840908173812e+01,2.082723351842048132e+01,-3.593192832863340982e+02,-3.593259573029240528e+02,-3.593749809654660794e+02
2.558585886905645168e+01,4.008582479949120625e+01,3.415080101845528304e+01,2.082725594953875259e+01,-3.593317065947991296e+02,-3.593382587968656594e+02,-3.593863876775972130e+02
2.606153549998894903e+01,4.008584659741833889e+01,3.415082281013719978e+01,2.082727756941305586e+01,-3.593439032153215180e+02,-3.593503358262298661e+02,-3.593975862567127706e+02
2.654605561975538564e+01,4.008586760699672169e+01,3.415084381369625532e+01,2.082729840737894378e+01,-3.593558772820365448e+02,-3.593621924845709827e+02,-3.594085804982848344e+02
2.703958364108843426e+01,4.008588785673435240e+01,3.415086405763229038e+01,2.082731849171146621e+01,-3.593676328538051052e+02,-3.593738327909095460e+02,-3.594193741286924251e+02
2.754228703338166184e+01,4.008590737410857230e+01,3.415088356941477343e+01,2.082733784966344004e+01,-3.593791739155774394e+02,-3.593852606910827490e+02,-3.594299708064723404e+02
2.805433637951713166e+01,4.008592618560334131e+01,3.415090237552005448e+01,2.082735650750240808e+01,-3.593905043797334997e+02,-3.593964800590712798e+02,-3.594403741235484517e+02
2.857590543374946179e+01,4.008594431674510616e+01,3.415092050146727587e+01,2.082737449054625500e+01,-3.594016280873983078e+02,-3.594074946983018890e+02,-3.594505876064387166e+02
2.910717118066605025e+01,4.008596179213741095e+01,3.415093797185293312e+01,2.082739182319748750e+01,-3.594125488097342895e+02,-3.594183083429265935e+02,-3.594606147174408193e+02
2.964831389524342242e+01,4.008597863549429263e+01,3.415095481038425618e+01,2.082740852897636330e+01,-3.594232702492107023e+02,-3.594289246590799394e+02,-3.594704588557961529e+02
3.019951720402016093e+01,4.008599486967234782e+01,3.415097103991129046e+01,2.082742463055273774e+01,-3.594337960408495292e+02,-3.594393472461123338e+02,-3.594801233588335663e+02
3.076096814740708041e+01,4.008601051670176219e+01,3.415098668245793334e+01,2.082744014977681246e+01,-3.594441297534499427e+02,-3.594495796378024011e+02,-3.594896115030924193e+02
3.133285724315585696e+01,4.008602559781621721e+01,3.415100175925174852e+01,2.082745510770875441e+01,-3.594542748907899750e+02,-3.594596253035469431e+02,-3.594989265054252883e+02
3.191537855100761334e+01,4.008604013348160322e+01,3.415101629075279277e+01,2.082746952464727030e+01,-3.594642348928074398e+02,-3.594694876495298104e+02,-3.595080715240812310e+02
3.250872973854343684e+01,4.008605414342383710e+01,3.415103029668129864e+01,2.082748342015708687e+01,-3.594740131367587423e+02,-3.594791700198698550e+02,-3.595170496597694410e+02
3.311311214825911264e+01,4.008606764665556454e+01,3.415104379604447615e+01,2.082749681309552514e+01,-3.594836129383576235e+02,-3.594886756977479649e+02,-3.595258639567038017e+02
3.372873086588688807e+01,4.008608066150194560e+01,3.415105680716224867e+01,2.082750972163804448e+01,-3.594930375528930426e+02,-3.594980079065138625e+02,-3.595345174036287972e+02
3.435579478998746339e+01,4.008609320562555922e+01,3.415106934769210767e+01,2.082752216330288775e+01,-3.595022901763269374e+02,-3.595071698107734051e+02,-3.595430129348267201e+02
3.499451670283573179e+01,4.008610529605025619e+01,3.415108143465305801e+01,2.082753415497487026e+01,-3.595113739463723732e+02,-3.595161645174559339e+02,-3.595513534311073727e+02
3.564511334262442688e+01,4.008611694918435830e+01,3.415109308444868930e+01,2.082754571292822021e+01,-3.595202919435521380e+02,-3.595249950768621829e+02,-3.595595417207789524e+02
3.630780547701014171e+01,4.008612818084282026e+01,3.415110431288943005e+01,2.082755685284870850e+01,-3.595290471922383517e+02,-3.595336644836939399e+02,-3.595675805806025096e+02
3.698281797802662396e+01,4.008613900626872351e+01,3.415111513521401321e+01,2.082756758985489398e+01,-3.595376426616733738e+02,-3.595421756780646660e+02,-3.595754727367286137e+02
3.767037989839089107e+01,4.008614944015394599e+01,3.415112556611008188e+01,2.082757793851862260e+01,-3.595460812669718962e+02,-3.595505315464922091e+02,-3.595832208656171929e+02
3.837072454922788012e+01,4.008615949665907863e+01,3.415113561973419110e+01,2.082758791288480538e+01,-3.595543658701056415e+02,-3.595587349228728158e+02,-3.595908275949410040e+02
3.908408957924021365e+01,4.008616918943264551e+01,3.415114530973093565e+01,2.082759752649046803e+01,-3.595624992808696447e+02,-3.595667885894389428e+02,-3.595982955044724463e+02
3.981071705534973404e+01,4.008617853162960643e+01,3.415115464925151656e+01,2.082760679238310075e+01,-3.595704842578316516e+02,-3.595746952776985950e+02,-3.596056271269550280e+02
4.055085354483838955e+01,4.008618753592919859e+01,3.415116365097154727e+01,2.082761572313837206e+01,-3.595783235092635550e+02,-3.595824576693578933e+02,-3.596128249489581776e+02
4.130475019901614786e+01,4.008619621455216731e+01,3.415117232710824169e+01,2.082762433087717824e+01,-3.595860196940570859e+02,-3.595900783972276713e+02,-3.596198914117175036e+02
4.207266283844441546e+01,4.008620457927727188e+01,3.415118068943701246e+01,2.082763262728207820e+01,-3.595935754226218819e+02,-3.595975600461126191e+02,-3.596268289119592509e+02
4.285485203974396740e+01,4.008621264145736518e+01,3.415118874930745108e+01,2.082764062361316348e+01,-3.596009932577678683e+02,-3.596049051536852517e+02,-3.596336398027103201e+02
4.365158322401661195e+01,4.008622041203469166e+01,3.415119651765866138e+01,2.082764833072331356e+01,-3.596082757155720060e+02,-3.596121162113437890e+02,-3.596403263940930515e+02
4.446312674691088773e+01,4.008622790155580873e+01,3.415120400503418807e+01,2.082765575907292188e+01,-3.596154252662284421e+02,-3.596191956650540078e+02,-3.596468909541063681e+02
4.528975799036209082e+01,4.008623512018586865e+01,3.415121122159626310e+01,2.082766291874410314e+01,-3.596224443348838804e+02,-3.596261459161765970e+02,-3.596533357093923087e+02
4.613175745603795264e+01,4.008624207772237469e+01,3.415121817713959018e+01,2.082766981945433571e+01,-3.596293353024578892e+02,-3.596329693222792230e+02,-3.596596628459886347e+02
4.698941086052155924e+01,4.008624878360855348e+01,3.415122488110468169e+01,2.082767647056969906e+01,-3.596361005064479741e+02,-3.596396681979337586e+02,-3.596658745100680790e+02
4.786300923226384896e+01,4.008625524694608089e+01,3.415123134259060578e+01,2.082768288111751787e+01,-3.596427422417204411e+02,-3.596462448154990739e+02,-3.596719728086642931e+02
4.875284901033865026e+01,4.008626147650748806e+01,3.415123757036738539e+01,2.082768905979867213e+01,-3.596492627612865363e+02,-3.596527014058901273e+02,-3.596779598103840954e+02
4.965923214503362715e+01,4.008626748074803459e+01,3.415124357288785006e+01,2.082769501499935672e+01,-3.596556642770648295e+02,-3.596590401593321644e+02,-3.596838375461073269e+02
5.058246620031141561e+01,4.008627326781719091e+01,3.415124935829915387e+01,2.082770075480247485e+01,-3.596619489606296156e+02,-3.596652632261025246e+02,-3.596896080096741457e+02
5.152286445817566829e+01,4.008627884556971566e+01,3.415125493445378169e+01,2.082770628699860538e+01,-3.596681189439459558e+02,-3.596713727172574977e+02,-3.596952731585589049e+02
5.248074602497728591e+01,4.008628422157624982e+01,3.415126030892022868e+01,2.082771161909658275e+01,-3.596741763200908508e+02,-3.596773707053474141e+02,-3.597008349145334023e+02
5.345643593969719376e+01,4.008628940313369071e+01,3.415126548899327474e+01,2.082771675833366842e+01,-3.596801231439620778e+02,-3.596832592251177516e+02,-3.597062951643162023e+02
5.445026528424213552e+01,4.008629439727499033e+01,3.415127048170387525e+01,2.082772171168538478e+01,-3.596859614329734427e+02,-3.596890402741980211e+02,-3.597116557602120679e+02
5.546257129579110057e+01,4.008629921077875480e+01,3.415127529382869653e+01,2.082772648587496533e+01,-3.596916931677380944e+02,-3.596947158137779752e+02,-3.597169185207382043e+02
5.649369748123028501e+01,4.008630385017843878e+01,3.415127993189931033e+01,2.082773108738249945e+01,-3.596973202927387661e+02,-3.597002877692715401e+02,-3.597220852312402712e+02
5.754399373371572324e+01,4.008630832177119174e+01,3.415128440221107553e+01,2.082773552245370396e+01,-3.597028447169862488e+02,-3.597057580309689797e+02,-3.597271576444964580e+02
5.861381645140290431e+01,4.008631263162644132e+01,3.415128871083166473e+01,2.082773979710840706e+01,-3.597082683146658724e+02,-3.597111284546764978e+02,-3.597321374813109855e+02
5.970352865838371770e+01,4.008631678559406453e+01,3.415129286360927807e+01,2.082774391714872664e+01,-3.597135929257722751e+02,-3.597164008623449831e+02,-3.597370264310968651e+02
6.081350012787182635e+01,4.008632078931236720e+01,3.415129686618063687e+01,2.082774788816692890e+01,-3.597188203567321807e+02,-3.597215770426871586e+02,-3.597418261524477998e+02
6.194410750767818286e+01,4.008632464821577912e+01,3.415130072397857219e+01,2.082775171555301696e+01,-3.597239523810165451e+02,-3.597266587517829066e+02,-3.597465382736999118e+02
6.309573444801936404e+01,4.008632836754213002e+01,3.415130444223943584e+01,2.082775540450206364e+01,-3.597289907397412208e+02,-3.597316477136747039e+02,-3.597511643934830659e+02
6.426877173170200308e+01,4.008633195233983315e+01,3.415130802601019155e+01,2.082775896002122451e+01,-3.597339371422567069e+02,-3.597365456209510626e+02,-3.597557060812624741e+02
6.546361740672753626e+01,4.008633540747469226e+01,3.415131148015525753e+01,2.082776238693659465e+01,-3.597387932667270434e+02,-3.597413541353200799e+02,-3.597601648778701815e+02
