 frequency       v(L_dB)         v(L_arg)        v(Tmb_dB)       v(Tmb_arg)      v(Ttian_dB)     v(Ttian_arg)   
 2.66527837e-02  1.73063132e+01  1.02841290e+02  3.40880372e+01  1.14716483e+00  3.40873965e+01  1.14912924e+00 
 2.72673897e-02  1.75059935e+01  1.02776831e+02  3.40886794e+01  1.17327751e+00  3.40880409e+01  1.17521181e+00 
 2.78961683e-02  1.77060869e+01  1.02718759e+02  3.40893512e+01  1.19996844e+00  3.40887148e+01  1.20187342e+00 
 2.85394464e-02  1.79065981e+01  1.02667053e+02  3.40900539e+01  1.22724930e+00  3.40894195e+01  1.22912574e+00 
 2.91975583e-02  1.81075330e+01  1.02621693e+02  3.40907889e+01  1.25513191e+00  3.40901565e+01  1.25698059e+00 
 2.98708461e-02  1.83088980e+01  1.02582662e+02  3.40915577e+01  1.28362824e+00  3.40909271e+01  1.28544993e+00 
 3.05596598e-02  1.85107008e+01  1.02549945e+02  3.40923617e+01  1.31275041e+00  3.40917330e+01  1.31454590e+00 
 3.12643573e-02  1.87129496e+01  1.02523528e+02  3.40932027e+01  1.34251068e+00  3.40925757e+01  1.34428074e+00 
 3.19853049e-02  1.89156538e+01  1.02503403e+02  3.40940822e+01  1.37292144e+00  3.40934569e+01  1.37466684e+00 
 3.27228774e-02  1.91188237e+01  1.02489559e+02  3.40950020e+01  1.40399521e+00  3.40943783e+01  1.40571672e+00 
 3.34774581e-02  1.93224705e+01  1.02481992e+02  3.40959639e+01  1.43574462e+00  3.40953418e+01  1.43744300e+00 
 3.42494392e-02  1.95266065e+01  1.02480699e+02  3.40969698e+01  1.46818244e+00  3.40963492e+01  1.46985844e+00 
 3.50392221e-02  1.97312450e+01  1.02485676e+02  3.40980216e+01  1.50132150e+00  3.40974025e+01  1.50297586e+00 
 3.58472171e-02  1.99364003e+01  1.02496927e+02  3.40991214e+01  1.53517475e+00  3.40985037e+01  1.53680823e+00 
 3.66738442e-02  2.01420879e+01  1.02514453e+02  3.41002714e+01  1.56975521e+00  3.40996551e+01  1.57136854e+00 
 3.75195331e-02  2.03483245e+01  1.02538261e+02  3.41014737e+01  1.60507595e+00  3.41008588e+01  1.60666988e+00 
 3.83847234e-02  2.05551278e+01  1.02568358e+02  3.41027308e+01  1.64115014e+00  3.41021171e+01  1.64272539e+00 
 3.92698648e-02  2.07625168e+01  1.02604754e+02  3.41040449e+01  1.67799093e+00  3.41034325e+01  1.67954822e+00 
 4.01754173e-02  2.09705119e+01  1.02647462e+02  3.41054187e+01  1.71561153e+00  3.41048076e+01  1.71715159e+00 
 4.11018515e-02  2.11791347e+01  1.02696496e+02  3.41068548e+01  1.75402514e+00  3.41062448e+01  1.75554869e+00 
 4.20496491e-02  2.13884082e+01  1.02751872e+02  3.41083558e+01  1.79324494e+00  3.41077471e+01  1.79475269e+00 
 4.30193027e-02  2.15983568e+01  1.02813610e+02  3.41099247e+01  1.83328410e+00  3.41093171e+01  1.83477674e+00 
 4.40113162e-02  2.18090064e+01  1.02881730e+02  3.41115644e+01  1.87415569e+00  3.41109580e+01  1.87563393e+00 
 4.50262052e-02  2.20203845e+01  1.02956256e+02  3.41132780e+01  1.91587274e+00  3.41126727e+01  1.91733727e+00 
 4.60644974e-02  2.22325202e+01  1.03037211e+02  3.41150688e+01  1.95844812e+00  3.41144645e+01  1.95989964e+00 
 4.71267322e-02  2.24454444e+01  1.03124624e+02  3.41169399e+01  2.00189462e+00  3.41163367e+01  2.00333381e+00 
 4.82134619e-02  2.26591895e+01  1.03218524e+02  3.41188949e+01  2.04622482e+00  3.41182928e+01  2.04765236e+00 
 4.93252513e-02  2.28737902e+01  1.03318940e+02  3.41209374e+01  2.09145110e+00  3.41203363e+01  2.09286767e+00 
 5.04626783e-02  2.30892827e+01  1.03425907e+02  3.41230712e+01  2.13758565e+00  3.41224711e+01  2.13899191e+00 
 5.16263340e-02  2.33057055e+01  1.03539457e+02  3.41253001e+01  2.18464032e+00  3.41247010e+01  2.18603695e+00 
 5.28168234e-02  2.35230993e+01  1.03659628e+02  3.41276281e+01  2.23262669e+00  3.41270300e+01  2.23401434e+00 
 5.40347650e-02  2.37415068e+01  1.03786457e+02  3.41300594e+01  2.28155600e+00  3.41294624e+01  2.28293533e+00 
 5.52807921e-02  2.39609731e+01  1.03919983e+02  3.41325984e+01  2.33143903e+00  3.41320024e+01  2.33281069e+00 
 5.65555523e-02  2.41815463e+01  1.04060247e+02  3.41352495e+01  2.38228617e+00  3.41346545e+01  2.38365081e+00 
 5.78597080e-02  2.44032764e+01  1.04207292e+02  3.41380175e+01  2.43410729e+00  3.41374235e+01  2.43546554e+00 
 5.91939372e-02  2.46262165e+01  1.04361160e+02  3.41409071e+01  2.48691169e+00  3.41403141e+01  2.48826421e+00 
 6.05589334e-02  2.48504227e+01  1.04521896e+02  3.41439233e+01  2.54070809e+00  3.41433313e+01  2.54205549e+00 
 6.19554061e-02  2.50759541e+01  1.04689545e+02  3.41470713e+01  2.59550450e+00  3.41464803e+01  2.59684744e+00 
 6.33840810e-02  2.53028730e+01  1.04864155e+02  3.41503565e+01  2.65130822e+00  3.41497665e+01  2.65264730e+00 
 6.48457008e-02  2.55312450e+01  1.05045772e+02  3.41537842e+01  2.70812574e+00  3.41531953e+01  2.70946161e+00 
 6.63410251e-02  2.57611396e+01  1.05234443e+02  3.41573604e+01  2.76596267e+00  3.41567724e+01  2.76729592e+00 
 6.78708313e-02  2.59926300e+01  1.05430218e+02  3.41610907e+01  2.82482367e+00  3.41605039e+01  2.82615488e+00 
 6.94359143e-02  2.62257934e+01  1.05633145e+02  3.41649814e+01  2.88471235e+00  3.41643956e+01  2.88604220e+00 
 7.10370877e-02  2.64607114e+01  1.05843271e+02  3.41690386e+01  2.94563123e+00  3.41684539e+01  2.94696030e+00 
 7.26751838e-02  2.66974703e+01  1.06060647e+02  3.41732687e+01  3.00758163e+00  3.41726851e+01  3.00891050e+00 
 7.43510539e-02  2.69361610e+01  1.06285319e+02  3.41776785e+01  3.07056355e+00  3.41770960e+01  3.07189282e+00 
 7.60655691e-02  2.71768799e+01  1.06517337e+02  3.41822746e+01  3.13457562e+00  3.41816933e+01  3.13590587e+00 
 7.78196206e-02  2.74197284e+01  1.06756746e+02  3.41870642e+01  3.19961499e+00  3.41864840e+01  3.20094684e+00 
 7.96141200e-02  2.76648145e+01  1.07003594e+02  3.41920543e+01  3.26567721e+00  3.41914753e+01  3.26701122e+00 
 8.14500001e-02  2.79122519e+01  1.07257923e+02  3.41972523e+01  3.33275612e+00  3.41966746e+01  3.33409288e+00 
 8.33282151e-02  2.81621611e+01  1.07519779e+02  3.42026657e+01  3.40084379e+00  3.42020893e+01  3.40218386e+00 
 8.52497412e-02  2.84146701e+01  1.07789202e+02  3.42083023e+01  3.46993035e+00  3.42077272e+01  3.47127427e+00 
 8.72155772e-02  2.86699143e+01  1.08066231e+02  3.42141699e+01  3.54000388e+00  3.42135961e+01  3.54135221e+00 
 8.92267449e-02  2.89280374e+01  1.08350903e+02  3.42202765e+01  3.61105031e+00  3.42197041e+01  3.61240364e+00 
 9.12842895e-02  2.91891921e+01  1.08643252e+02  3.42266303e+01  3.68305332e+00  3.42260593e+01  3.68441216e+00 
 9.33892805e-02  2.94535406e+01  1.08943308e+02  3.42332396e+01  3.75599414e+00  3.42326700e+01  3.75735907e+00 
 9.55428121e-02  2.97212554e+01  1.09251098e+02  3.42401128e+01  3.82985150e+00  3.42395448e+01  3.83122303e+00 
 9.77460036e-02  2.99925201e+01  1.09566645e+02  3.42472586e+01  3.90460144e+00  3.42466921e+01  3.90598011e+00 
 1.00000000e-01  3.02675305e+01  1.09889967e+02  3.42546855e+01  3.98021725e+00  3.42541206e+01  3.98160359e+00 
 1.02305973e-01  3.05464954e+01  1.10221076e+02  3.42624023e+01  4.05666926e+00  3.42618391e+01  4.05806377e+00 
 1.04665121e-01  3.08296378e+01  1.10559980e+02  3.42704179e+01  4.13392477e+00  3.42698564e+01  4.13532793e+00 
 1.07078670e-01  3.11171964e+01  1.10906679e+02  3.42787412e+01  4.21194789e+00  3.42781814e+01  4.21336026e+00 
 1.09547876e-01  3.14094266e+01  1.11261168e+02  3.42873810e+01  4.29069943e+00  3.42868231e+01  4.29212149e+00 
 1.12074020e-01  3.17066023e+01  1.11623432e+02  3.42963463e+01  4.37013676e+00  3.42957902e+01  4.37156894e+00 
 1.14658417e-01  3.20090180e+01  1.11993450e+02  3.43056460e+01  4.45021371e+00  3.43050919e+01  4.45165650e+00 
 1.17302409e-01  3.23169903e+01  1.12371190e+02  3.43152889e+01  4.53088042e+00  3.43147369e+01  4.53233425e+00 
 1.20007371e-01  3.26308606e+01  1.12756611e+02  3.43252840e+01  4.61208327e+00  3.43247340e+01  4.61354864e+00 
 1.22774708e-01  3.29509975e+01  1.13149659e+02  3.43356398e+01  4.69376478e+00  3.43350919e+01  4.69524207e+00 
 1.25605860e-01  3.32778002e+01  1.13550269e+02  3.43463649e+01  4.77586345e+00  3.43458193e+01  4.77735313e+00 
 1.28502297e-01  3.36117012e+01  1.13958363e+02  3.43574677e+01  4.85831376e+00  3.43569245e+01  4.85981617e+00 
 1.31465525e-01  3.39531710e+01  1.14373848e+02  3.43689565e+01  4.94104604e+00  3.43684157e+01  4.94256162e+00 
 1.34497085e-01  3.43027225e+01  1.14796612e+02  3.43808392e+01  5.02398648e+00  3.43803008e+01  5.02551560e+00 
 1.37598551e-01  3.46609161e+01  1.15226527e+02  3.43931234e+01  5.10705695e+00  3.43925876e+01  5.10859997e+00 
 1.40771537e-01  3.50283659e+01  1.15663443e+02  3.44058165e+01  5.19017514e+00  3.44052833e+01  5.19173237e+00 
 1.44017690e-01  3.54057476e+01  1.16107188e+02  3.44189253e+01  5.27325445e+00  3.44183949e+01  5.27482626e+00 
 1.47338699e-01  3.57938063e+01  1.16557563e+02  3.44324566e+01  5.35620402e+00  3.44319290e+01  5.35779069e+00 
 1.50736290e-01  3.61933671e+01  1.17014339e+02  3.44464163e+01  5.43892877e+00  3.44458916e+01  5.44053058e+00 
 1.54212228e-01  3.66053476e+01  1.17477255e+02  3.44608099e+01  5.52132945e+00  3.44602883e+01  5.52294663e+00 
 1.57768320e-01  3.70307716e+01  1.17946007e+02  3.44756424e+01  5.60330271e+00  3.44751240e+01  5.60493559e+00 
 1.61406415e-01  3.74707879e+01  1.18420248e+02  3.44909183e+01  5.68474125e+00  3.44904030e+01  5.68639001e+00 
 1.65128404e-01  3.79266908e+01  1.18899576e+02  3.45066411e+01  5.76553386e+00  3.45061292e+01  5.76719865e+00 
 1.68936220e-01  3.83999472e+01  1.19383526e+02  3.45228138e+01  5.84556571e+00  3.45223054e+01  5.84724673e+00 
 1.72831844e-01  3.88922294e+01  1.19871553e+02  3.45394387e+01  5.92471843e+00  3.45389338e+01  5.92641576e+00 
 1.76817299e-01  3.94054555e+01  1.20363019e+02  3.45565169e+01  6.00287039e+00  3.45560157e+01  6.00458419e+00 
 1.80894658e-01  3.99418416e+01  1.20857168e+02  3.45740491e+01  6.07989694e+00  3.45735516e+01  6.08162724e+00 
 1.85066040e-01  4.05039680e+01  1.21353095e+02  3.45920347e+01  6.15567074e+00  3.45915411e+01  6.15741769e+00 
 1.89333613e-01  4.10948651e+01  1.21849707e+02  3.46104723e+01  6.23006202e+00  3.46099827e+01  6.23182564e+00 
 1.93699595e-01  4.17181253e+01  1.22345663e+02  3.46293594e+01  6.30293896e+00  3.46288740e+01  6.30471915e+00 
 1.98166255e-01  4.23780541e+01  1.22839293e+02  3.46486926e+01  6.37416804e+00  3.46482114e+01  6.37596475e+00 
 2.02735916e-01  4.30798734e+01  1.23328482e+02  3.46684671e+01  6.44361456e+00  3.46679903e+01  6.44542779e+00 
 2.07410951e-01  4.38300044e+01  1.23810497e+02  3.46886773e+01  6.51114294e+00  3.46882050e+01  6.51297252e+00 
 2.12193792e-01  4.46364683e+01  1.24281718e+02  3.47093162e+01  6.57661731e+00  3.47088485e+01  6.57846316e+00 
 2.17086923e-01  4.55094690e+01  1.24737228e+02  3.47303758e+01  6.63990200e+00  3.47299128e+01  6.64176387e+00 
 2.22092889e-01  4.64622689e+01  1.25170132e+02  3.47518466e+01  6.70086194e+00  3.47513885e+01  6.70273955e+00 
 2.27214291e-01  4.75125516e+01  1.25570398e+02  3.47737183e+01  6.75936338e+00  3.47732651e+01  6.76125658e+00 
 2.32453791e-01  4.86846393e+01  1.25922775e+02  3.47959790e+01  6.81527433e+00  3.47955309e+01  6.81718285e+00 
 2.37814113e-01  5.00132991e+01  1.26202785e+02  3.48186157e+01  6.86846521e+00  3.48181728e+01  6.87038863e+00 
 2.43298042e-01  5.15507335e+01  1.26368341e+02  3.48416144e+01  6.91880934e+00  3.48411768e+01  6.92074724e+00 
 2.48908429e-01  5.33805923e+01  1.26340217e+02  3.48649595e+01  6.96618364e+00  3.48645273e+01  6.96813571e+00 
 2.54648190e-01  5.56495944e+01  1.25949123e+02  3.48886345e+01  7.01046917e+00  3.48882079e+01  7.01243487e+00 
 2.60520309e-01  5.86521706e+01  1.24756739e+02  3.49126217e+01  7.05155176e+00  3.49122007e+01  7.05353053e+00 
 2.66527837e-01  6.31273273e+01  1.21176415e+02  3.49369023e+01  7.08932264e+00  3.49364871e+01  7.09131385e+00 
 2.72673897e-01  7.19022480e+01  1.02526403e+02  3.49614564e+01  7.12367842e+00  3.49610470e+01  7.12568171e+00 
 2.78961683e-01  7.14768336e+01 -1.90977012e+01  3.49862630e+01  7.15452271e+00  3.49858596e+01  7.15653746e+00 
 2.85394464e-01  6.31780439e+01 -3.61355989e+01  3.50113004e+01  7.18176582e+00  3.50109030e+01  7.18379135e+00 
 2.91975583e-01  5.89645857e+01 -3.95432365e+01  3.50365458e+01  7.20532556e+00  3.50361546e+01  7.20736123e+00 
 2.98708461e-01  5.61773335e+01 -4.06781500e+01  3.50619757e+01  7.22512753e+00  3.50615907e+01  7.22717267e+00 
 3.05596598e-01  5.41074050e+01 -4.10356955e+01  3.50875658e+01  7.24110570e+00  3.50871872e+01  7.24315956e+00 
 3.12643573e-01  5.24691562e+01 -4.10363682e+01  3.51132913e+01  7.25320278e+00  3.51129191e+01  7.25526457e+00 
 3.19853049e-01  5.11193395e+01 -4.08441119e+01  3.51391268e+01  7.26137031e+00  3.51387610e+01  7.26343914e+00 
 3.27228774e-01  4.99759531e+01 -4.05361277e+01  3.51650464e+01  7.26556925e+00  3.51646872e+01  7.26764435e+00 
 3.34774581e-01  4.89876814e+01 -4.01536171e+01  3.51910239e+01  7.26576991e+00  3.51906713e+01  7.26785046e+00 
 3.42494392e-01  4.81202794e+01 -3.97206433e+01  3.52170330e+01  7.26195238e+00  3.52166870e+01  7.26403732e+00 
 3.50392221e-01  4.73497554e+01 -3.92522598e+01  3.52430470e+01  7.25410634e+00  3.52427077e+01  7.25619500e+00 
 3.58472171e-01  4.66586468e+01 -3.87584127e+01  3.52690394e+01  7.24223141e+00  3.52687069e+01  7.24432282e+00 
 3.66738442e-01  4.60338464e+01 -3.82459753e+01  3.52949836e+01  7.22633686e+00  3.52946579e+01  7.22843000e+00 
 3.75195331e-01  4.54652632e+01 -3.77198811e+01  3.53208535e+01  7.20644167e+00  3.53205346e+01  7.20853565e+00 
 3.83847234e-01  4.49449613e+01 -3.71837878e+01  3.53466230e+01  7.18257463e+00  3.53463109e+01  7.18466827e+00 
 3.92698648e-01  4.44665855e+01 -3.66404859e+01  3.53722665e+01  7.15477315e+00  3.53719612e+01  7.15686557e+00 
 4.01754173e-01  4.40249663e+01 -3.60921575e+01  3.53977589e+01  7.12308438e+00  3.53974605e+01  7.12517484e+00 
 4.11018515e-01  4.36158403e+01 -3.55405472e+01  3.54230756e+01  7.08756416e+00  3.54227841e+01  7.08965148e+00 
 4.20496491e-01  4.32356494e+01 -3.49870775e+01  3.54481930e+01  7.04827659e+00  3.54479083e+01  7.05035990e+00 
 4.30193027e-01  4.28813923e+01 -3.44329280e+01  3.54730879e+01  7.00529390e+00  3.54728100e+01  7.00737214e+00 
 4.40113162e-01  4.25505127e+01 -3.38790922e+01  3.54977381e+01  6.95869588e+00  3.54974670e+01  6.96076820e+00 
 4.50262052e-01  4.22408145e+01 -3.33264175e+01  3.55221223e+01  6.90856941e+00  3.55218581e+01  6.91063476e+00 
 4.60644974e-01  4.19503963e+01 -3.27756355e+01  3.55462203e+01  6.85500795e+00  3.55459628e+01  6.85706538e+00 
 4.71267322e-01  4.16776005e+01 -3.22273834e+01  3.55700128e+01  6.79811125e+00  3.55697620e+01  6.80015955e+00 
 4.82134619e-01  4.14209720e+01 -3.16822215e+01  3.55934816e+01  6.73798390e+00  3.55932374e+01  6.74002251e+00 
 4.93252513e-01  4.11792261e+01 -3.11406451e+01  3.56166096e+01  6.67473603e+00  3.56163721e+01  6.67676398e+00 
 5.04626783e-01  4.09512225e+01 -3.06030950e+01  3.56393811e+01  6.60848189e+00  3.56391501e+01  6.61049833e+00 
 5.16263340e-01  4.07359437e+01 -3.00699648e+01  3.56617813e+01  6.53933942e+00  3.56615567e+01  6.54134355e+00 
 5.28168234e-01  4.05324771e+01 -2.95416076e+01  3.56837967e+01  6.46742979e+00  3.56835785e+01  6.46942049e+00 
 5.40347650e-01  4.03400014e+01 -2.90183402e+01  3.57054151e+01  6.39287652e+00  3.57052033e+01  6.39485325e+00 
 5.52807921e-01  4.01577741e+01 -2.85004477e+01  3.57266256e+01  6.31580555e+00  3.57264199e+01  6.31776722e+00 
 5.65555523e-01  3.99851212e+01 -2.79881868e+01  3.57474182e+01  6.23634333e+00  3.57472187e+01  6.23828950e+00 
 5.78597080e-01  3.98214288e+01 -2.74817880e+01  3.57677843e+01  6.15461794e+00  3.57675909e+01  6.15654779e+00 
 5.91939372e-01  3.96661363e+01 -2.69814585e+01  3.57877167e+01  6.07075739e+00  3.57875292e+01  6.07267032e+00 
 6.05589334e-01  3.95187295e+01 -2.64873839e+01  3.58072090e+01  5.98488963e+00  3.58070274e+01  5.98678488e+00 
 6.19554061e-01  3.93787359e+01 -2.59997300e+01  3.58262562e+01  5.89714196e+00  3.58260803e+01  5.89901876e+00 
 6.33840810e-01  3.92457205e+01 -2.55186442e+01  3.58448542e+01  5.80763996e+00  3.58446840e+01  5.80949794e+00 
 6.48457008e-01  3.91192808e+01 -2.50442569e+01  3.58630002e+01  5.71650822e+00  3.58628355e+01  5.71834676e+00 
 6.63410251e-01  3.89990443e+01 -2.45766828e+01  3.58806924e+01  5.62386906e+00  3.58805331e+01  5.62568778e+00 
 6.78708313e-01  3.88846652e+01 -2.41160215e+01  3.58979298e+01  5.52984271e+00  3.58977758e+01  5.53164084e+00 
 6.94359143e-01  3.87758222e+01 -2.36623592e+01  3.59147125e+01  5.43454603e+00  3.59145637e+01  5.43632330e+00 
 7.10370877e-01  3.86722157e+01 -2.32157689e+01  3.59310415e+01  5.33809346e+00  3.59308978e+01  5.33984956e+00 
 7.26751838e-01  3.85735660e+01 -2.27763116e+01  3.59469186e+01  5.24059600e+00  3.59467798e+01  5.24233049e+00 
 7.43510539e-01  3.84796118e+01 -2.23440370e+01  3.59623464e+01  5.14216123e+00  3.59622125e+01  5.14387356e+00 
 7.60655691e-01  3.83901083e+01 -2.19189841e+01  3.59773283e+01  5.04289247e+00  3.59771990e+01  5.04458258e+00 
 7.78196206e-01  3.83048260e+01 -2.15011822e+01  3.59918683e+01  4.94288980e+00  3.59917436e+01  4.94455722e+00 
 7.96141200e-01  3.82235493e+01 -2.10906511e+01  3.60059710e+01  4.84224863e+00  3.60058509e+01  4.84389337e+00 
 8.14500001e-01  3.81460758e+01 -2.06874021e+01  3.60196419e+01  4.74106059e+00  3.60195261e+01  4.74268237e+00 
 8.33282151e-01  3.80722146e+01 -2.02914384e+01  3.60328866e+01  4.63941307e+00  3.60327750e+01  4.64101141e+00 
 8.52497412e-01  3.80017863e+01 -1.99027554e+01  3.60457115e+01  4.53738855e+00  3.60456040e+01  4.53896367e+00 
 8.72155772e-01  3.79346212e+01 -1.95213420e+01  3.60581233e+01  4.43506587e+00  3.60580198e+01  4.43661742e+00 
 8.92267449e-01  3.78705595e+01 -1.91471800e+01  3.60701292e+01  4.33251869e+00  3.60700296e+01  4.33404675e+00 
 9.12842895e-01  3.78094499e+01 -1.87802456e+01  3.60817365e+01  4.22981673e+00  3.60816407e+01  4.23132123e+00 
 9.33892805e-01  3.77511494e+01 -1.84205093e+01  3.60929532e+01  4.12702536e+00  3.60928610e+01  4.12850609e+00 
 9.55428121e-01  3.76955230e+01 -1.80679363e+01  3.61037872e+01  4.02420517e+00  3.61036985e+01  4.02566220e+00 
 9.77460036e-01  3.76424424e+01 -1.77224873e+01  3.61142466e+01  3.92141250e+00  3.61141614e+01  3.92284591e+00 
 1.00000000e+00  3.75917863e+01 -1.73841185e+01  3.61243401e+01  3.81869983e+00  3.61242582e+01  3.82010964e+00 
 1.02305973e+00  3.75434396e+01 -1.70527822e+01  3.61340761e+01  3.71611483e+00  3.61339974e+01  3.71750115e+00 
 1.04665121e+00  3.74972932e+01 -1.67284271e+01  3.61434634e+01  3.61370165e+00  3.61433877e+01  3.61506437e+00 
 1.07078670e+00  3.74532433e+01 -1.64109987e+01  3.61525106e+01  3.51149998e+00  3.61524379e+01  3.51283931e+00 
 1.09547876e+00  3.74111914e+01 -1.61004394e+01  3.61612266e+01  3.40954563e+00  3.61611568e+01  3.41086178e+00 
 1.12074020e+00  3.73710445e+01 -1.57966891e+01  3.61696201e+01  3.30787095e+00  3.61695531e+01  3.30916395e+00 
 1.14658417e+00  3.73327133e+01 -1.54996855e+01  3.61777001e+01  3.20650419e+00  3.61776358e+01  3.20777418e+00 
 1.17302409e+00  3.72961133e+01 -1.52093638e+01  3.61854753e+01  3.10547016e+00  3.61854136e+01  3.10671736e+00 
 1.20007371e+00  3.72611643e+01 -1.49256580e+01  3.61929543e+01  3.00479013e+00  3.61928952e+01  3.00601482e+00 
 1.22774708e+00  3.72277898e+01 -1.46485001e+01  3.62001460e+01  2.90448233e+00  3.62000892e+01  2.90568454e+00 
