 v-sweep         v(Ileak_lv_w_dummy) v(Ileak_hv_w_dummy) v(Ileak_lv_wo_dummy) v(Ileak_hv_wo_dummy)
 1.12000000e+00  2.38611169e-11  5.56321687e-17  3.43358764e-13  5.11896763e-16 
 1.13000000e+00  2.38611392e-11  7.56442561e-17  3.43381040e-13  5.31910545e-16 
 1.14000000e+00  2.38611625e-11  9.56662558e-17  3.43404342e-13  5.51930851e-16 
 1.15000000e+00  2.38611873e-11  1.15694479e-16  3.43429132e-13  5.71960768e-16 
 1.16000000e+00  2.38612142e-11  1.35740251e-16  3.43456079e-13  5.92004846e-16 
 1.17000000e+00  2.38612443e-11  1.55803496e-16  3.43486157e-13  6.12069785e-16 
 1.18000000e+00  2.38612789e-11  1.75900861e-16  3.43520774e-13  6.32165455e-16 
 1.19000000e+00  2.38613201e-11  1.96040108e-16  3.43561976e-13  6.52306397e-16 
 1.20000000e+00  2.38613709e-11  2.16249432e-16  3.43612731e-13  6.72514027e-16 
 1.21000000e+00  2.38614355e-11  2.36553603e-16  3.43677339e-13  6.92819892e-16 
 1.22000000e+00  2.38615202e-11  2.57005863e-16  3.43762041e-13  7.13270457e-16 
 1.23000000e+00  2.38616341e-11  2.77667875e-16  3.43875889e-13  7.33934164e-16 
 1.24000000e+00  2.38617902e-11  2.98647220e-16  3.44032013e-13  7.54911815e-16 
 1.25000000e+00  2.38620076e-11  3.20085588e-16  3.44249452e-13  7.76351877e-16 
 1.26000000e+00  2.38623140e-11  3.42208418e-16  3.44555821e-13  7.98473012e-16 
 1.27000000e+00  2.38627493e-11  3.65330970e-16  3.44991176e-13  8.21597259e-16 
 1.28000000e+00  2.38633718e-11  3.89934300e-16  3.45613609e-13  8.46198895e-16 
 1.29000000e+00  2.38642655e-11  4.16710103e-16  3.46507376e-13  8.72976391e-16 
 1.30000000e+00  2.38655528e-11  4.46693770e-16  3.47794673e-13  9.02958365e-16 
 1.31000000e+00  2.38674109e-11  4.81392921e-16  3.49652728e-13  9.37659209e-16 
 1.32000000e+00  2.38700967e-11  5.23047580e-16  3.52338573e-13  9.79312175e-16 
 1.33000000e+00  2.38739832e-11  5.74930104e-16  3.56224991e-13  1.03119639e-15 
 1.34000000e+00  2.38796108e-11  6.41889936e-16  3.61852623e-13  1.09815453e-15 
 1.35000000e+00  2.38877637e-11  7.31040460e-16  3.70005554e-13  1.18730675e-15 
 1.36000000e+00  2.38995791e-11  8.52876527e-16  3.81820926e-13  1.30914112e-15 
 1.37000000e+00  2.39167061e-11  1.02283420e-15  3.98947907e-13  1.47910049e-15 
 1.38000000e+00  2.39415364e-11  1.26365970e-15  4.23778210e-13  1.71992429e-15 
 1.39000000e+00  2.39775386e-11  1.60882375e-15  4.59780420e-13  2.06509004e-15 
 1.40000000e+00  2.40297430e-11  2.10762697e-15  5.11984822e-13  2.56389157e-15 
 1.41000000e+00  2.41054447e-11  2.83264001e-15  5.87686487e-13  3.28890630e-15 
 1.42000000e+00  2.42152230e-11  3.89071990e-15  6.97464880e-13  4.34698450e-15 
 1.43000000e+00  2.43744206e-11  5.43917373e-15  8.56662473e-13  5.89544001e-15 
 1.44000000e+00  2.46052871e-11  7.70960758e-15  1.08752894e-12  8.16587217e-15 
 1.45000000e+00  2.49400887e-11  1.10429764e-14  1.42233057e-12  1.14992427e-14 
 1.46000000e+00  2.54256176e-11  1.59412353e-14  1.90785939e-12  1.63974999e-14 
 1.47000000e+00  2.61297300e-11  2.31433066e-14  2.61197182e-12  2.35995729e-14 
 1.48000000e+00  2.71508287e-11  3.37369732e-14  3.63307057e-12  3.41932378e-14 
 1.49000000e+00  2.86316124e-11  4.93235031e-14  5.11385424e-12  4.97797694e-14 
 1.50000000e+00  3.07790133e-11  7.22600311e-14  7.26125518e-12  7.27162957e-14 
