 frequency       v(Cinp)         v(Cinp)         v(Cinn)         v(Cinn)        
 2.98708461e+01  5.74088509e-15  0.00000000e+00  9.60129340e-14  0.00000000e+00 
 3.05596598e+01  5.61178594e-15  0.00000000e+00  9.42073165e-14  0.00000000e+00 
 3.12643573e+01  5.48580150e-15  0.00000000e+00  9.24445739e-14  0.00000000e+00 
 3.19853049e+01  5.36284479e-15  0.00000000e+00  9.07235063e-14  0.00000000e+00 
 3.27228774e+01  5.24285706e-15  0.00000000e+00  8.90429510e-14  0.00000000e+00 
 3.34774581e+01  5.12576414e-15  0.00000000e+00  8.74017809e-14  0.00000000e+00 
 3.42494392e+01  5.01150215e-15  0.00000000e+00  8.57988485e-14  0.00000000e+00 
 3.50392221e+01  4.90000872e-15  0.00000000e+00  8.42330447e-14  0.00000000e+00 
 3.58472171e+01  4.79120035e-15  0.00000000e+00  8.27032528e-14  0.00000000e+00 
 3.66738442e+01  4.68503401e-15  0.00000000e+00  8.12084184e-14  0.00000000e+00 
 3.75195331e+01  4.58143065e-15  0.00000000e+00  7.97474522e-14  0.00000000e+00 
 3.83847234e+01  4.48034980e-15  0.00000000e+00  7.83193145e-14  0.00000000e+00 
 3.92698648e+01  4.38172349e-15  0.00000000e+00  7.69229646e-14  0.00000000e+00 
 4.01754173e+01  4.28549976e-15  0.00000000e+00  7.55573982e-14  0.00000000e+00 
 4.11018515e+01  4.19162137e-15  0.00000000e+00  7.42215937e-14  0.00000000e+00 
 4.20496491e+01  4.10003291e-15  0.00000000e+00  7.29145949e-14  0.00000000e+00 
 4.30193027e+01  4.01068695e-15  0.00000000e+00  7.16354193e-14  0.00000000e+00 
 4.40113162e+01  3.92353723e-15  0.00000000e+00  7.03831376e-14  0.00000000e+00 
 4.50262052e+01  3.83852669e-15  0.00000000e+00  6.91568061e-14  0.00000000e+00 
 4.60644974e+01  3.75560631e-15  0.00000000e+00  6.79555412e-14  0.00000000e+00 
 4.71267322e+01  3.67474557e-15  0.00000000e+00  6.67784484e-14  0.00000000e+00 
 4.82134619e+01  3.59588629e-15  0.00000000e+00  6.56246598e-14  0.00000000e+00 
 4.93252513e+01  3.51898902e-15  0.00000000e+00  6.44933402e-14  0.00000000e+00 
 5.04626783e+01  3.44401000e-15  0.00000000e+00  6.33836765e-14  0.00000000e+00 
 5.16263340e+01  3.37091709e-15  0.00000000e+00  6.22948732e-14  0.00000000e+00 
 5.28168234e+01  3.29965859e-15  0.00000000e+00  6.12261485e-14  0.00000000e+00 
 5.40347650e+01  3.23019971e-15  0.00000000e+00  6.01767561e-14  0.00000000e+00 
 5.52807921e+01  3.16251121e-15  0.00000000e+00  5.91459891e-14  0.00000000e+00 
 5.65555523e+01  3.09654565e-15  0.00000000e+00  5.81331363e-14  0.00000000e+00 
