 time            v(clk)          v(vs)           v(vcpp)         v(vcpn)         v(voutp)        v(voutn)       
 4.16447681e-09  1.50000000e+00  5.48209757e-02  1.14876269e+00  1.12365516e+00 -6.06812076e-02 -6.97335857e-02 
 4.20447681e-09  1.50000000e+00  5.53742511e-02  1.14238275e+00  1.11684884e+00 -5.64179229e-02 -6.72081758e-02 
 4.24447681e-09  1.50000000e+00  5.46797001e-02  1.13601015e+00  1.11005213e+00 -5.13758392e-02 -6.41450206e-02 
 4.28447681e-09  1.50000000e+00  5.52189146e-02  1.12964854e+00  1.10326808e+00 -4.56778501e-02 -6.06845104e-02 
 4.32447681e-09  1.50000000e+00  5.45377049e-02  1.12329454e+00  1.09649399e+00 -3.90601778e-02 -5.65787123e-02 
 4.36447681e-09  1.50000000e+00  5.50631352e-02  1.11695182e+00  1.08973291e+00 -3.16380446e-02 -5.19573851e-02 
 4.40447681e-09  1.50000000e+00  5.43949924e-02  1.11061699e+00  1.08298213e+00 -2.31517225e-02 -4.65730948e-02 
 4.44447681e-09  1.50000000e+00  5.49069224e-02  1.10429371e+00  1.07624472e+00 -1.37117520e-02 -4.05471714e-02 
 4.48447681e-09  1.50000000e+00  5.42515681e-02  1.09797864e+00  1.06951796e+00 -3.06522523e-03 -3.36348867e-02 
 4.52447681e-09  1.50000000e+00  5.47502850e-02  1.09167540e+00  1.06280494e+00  8.67916677e-03 -2.59516792e-02 
 4.56447681e-09  1.50000000e+00  5.41074394e-02  1.08538067e+00  1.05610293e+00  2.17649688e-02 -1.72579483e-02 
 4.60447681e-09  1.50000000e+00  5.45932307e-02  1.07909806e+00  1.04941500e+00  3.60828022e-02 -7.66586183e-03 
 4.64447681e-09  1.50000000e+00  5.39626150e-02  1.07282427e+00  1.04273844e+00  5.18646078e-02  3.05662273e-03 
 4.68447681e-09  1.50000000e+00  5.44357663e-02  1.06656288e+00  1.03607632e+00  6.89981081e-02  1.47980563e-02 
 4.72447681e-09  1.50000000e+00  5.38171043e-02  1.06031060e+00  1.02942590e+00  8.77016911e-02  2.77805789e-02 
 4.76447681e-09  1.50000000e+00  5.42778980e-02  1.05407100e+00  1.02279025e+00  1.07858252e-01  4.18910187e-02 
 4.80447681e-09  1.50000000e+00  5.36709169e-02  1.04784078e+00  1.01616662e+00  1.29670896e-01  5.73393303e-02 
 4.84447681e-09  1.50000000e+00  5.41198588e-02  1.04162331e+00  1.00955781e+00  1.53003525e-01  7.39957726e-02 
 4.88447681e-09  1.50000000e+00  5.35242775e-02  1.03541517e+00  1.00296092e+00  1.78042276e-01  9.20555371e-02 
 4.92447681e-09  1.50000000e+00  5.39611794e-02  1.02922011e+00  9.96379317e-01  2.04670555e-01  1.11409380e-01 
 4.96447681e-09  1.50000000e+00  5.33767431e-02  1.02303490e+00  9.89810282e-01  2.33056677e-01  1.32235396e-01 
 5.00447681e-09  1.50000000e+00  5.38021043e-02  1.01686291e+00  9.83256770e-01  2.63057989e-01  1.54396889e-01 
 5.04447681e-09  1.50000000e+00  5.32285534e-02  1.01070085e+00  9.76716019e-01  2.94820888e-01  1.78043726e-01 
 5.08447681e-09  1.50000000e+00  5.36426311e-02  1.00455201e+00  9.70190950e-01  3.28187149e-01  2.03003750e-01 
 5.12447681e-09  1.50000000e+00  5.30797072e-02  9.98412887e-01  9.63678730e-01  3.63270088e-01  2.29338193e-01 
 5.16447681e-09  1.50000000e+00  5.34825227e-02  9.92286058e-01  9.57182479e-01  3.99831368e-01  2.56551503e-01 
 5.20447681e-09  1.50000000e+00  5.29299730e-02  9.86166805e-01  9.50699292e-01  4.37856690e-01  2.84057821e-01 
 5.24447681e-09  1.50000000e+00  5.33221561e-02  9.80054724e-01  9.44230972e-01  4.76997409e-01  3.10393579e-01 
 5.28447681e-09  1.50000000e+00  5.27796108e-02  9.73940693e-01  9.37773939e-01  5.17094966e-01  3.33448832e-01 
 5.32447681e-09  1.50000000e+00  5.31610273e-02  9.67820041e-01  9.31330545e-01  5.57707124e-01  3.49966287e-01 
 5.36447681e-09  1.50000000e+00  5.26280372e-02  9.61679424e-01  9.24897625e-01  5.98695955e-01  3.56230182e-01 
 5.40447681e-09  1.50000000e+00  5.29986708e-02  9.55510994e-01  9.18478319e-01  6.39808942e-01  3.47867648e-01 
 5.44447681e-09  1.50000000e+00  5.24747345e-02  9.49300528e-01  9.12070317e-01  6.81131528e-01  3.20831582e-01 
 5.48447681e-09  1.50000000e+00  5.28345591e-02  9.43043060e-01  9.05676833e-01  7.22472967e-01  2.71860166e-01 
 5.52447681e-09  1.50000000e+00  5.23192854e-02  9.36736905e-01  8.99295562e-01  7.63976463e-01  2.01812879e-01 
 5.56447681e-09  1.50000000e+00  5.26686770e-02  9.30413946e-01  8.92932499e-01  8.06347960e-01  1.22909801e-01 
 5.60447681e-09  1.50000000e+00  5.21626167e-02  9.24127830e-01  8.86590516e-01  8.51896538e-01  6.11413202e-02 
 5.64447681e-09  1.50000000e+00  5.25028907e-02  9.17903977e-01  8.80272017e-01  9.01928255e-01  3.00401282e-02 
 5.68447681e-09  1.50000000e+00  5.20062344e-02  9.11701830e-01  8.73969737e-01  9.55428881e-01  1.81889006e-02 
 5.72447681e-09  1.50000000e+00  5.23370369e-02  9.05494154e-01  8.67685829e-01  1.01102443e+00  1.19620734e-02 
 5.76447681e-09  1.50000000e+00  5.18490166e-02  8.99292102e-01  8.61418427e-01  1.06857220e+00  7.65943087e-03 
 5.80447681e-09  1.50000000e+00  5.21707146e-02  8.93125691e-01  8.55171072e-01  1.12791227e+00  4.99927822e-03 
 5.84447681e-09  1.50000000e+00  5.16916128e-02  8.86999540e-01  8.48940967e-01  1.18863402e+00  3.67682569e-03 
 5.88447681e-09  1.50000000e+00  5.20046372e-02  8.80908908e-01  8.42730865e-01  1.24949142e+00  2.95915659e-03 
 5.92447681e-09  1.50000000e+00  5.15341441e-02  8.74839176e-01  8.36539217e-01  1.30880223e+00  2.56341950e-03 
 5.96447681e-09  1.50000000e+00  5.18384568e-02  8.68784722e-01  8.30368194e-01  1.36350745e+00  2.19048527e-03 
 6.00447681e-09  1.50000000e+00  5.13760718e-02  8.62736535e-01  8.24203001e-01  1.40973510e+00  1.84896111e-03 
 6.04447681e-09  1.50000000e+00  5.16713711e-02  8.56695364e-01  8.18020873e-01  1.44440054e+00  1.41710119e-03 
 6.08447681e-09  1.50000000e+00  5.12162718e-02  8.50659033e-01  8.11801228e-01  1.46755477e+00  1.05717259e-03 
 6.12447681e-09  1.50000000e+00  5.15023223e-02  8.44633147e-01  8.05548248e-01  1.48154469e+00  7.26898907e-04 
 6.16447681e-09  1.50000000e+00  5.10543289e-02  8.38616509e-01  7.99271658e-01  1.48950978e+00  5.41199021e-04 
 6.20447681e-09  1.50000000e+00  5.13316058e-02  8.32613082e-01  7.92986310e-01  1.49380298e+00  3.76766542e-04 
 6.24447681e-09  1.50000000e+00  5.08908643e-02  8.26619887e-01  7.86698528e-01  1.49611414e+00  3.12845596e-04 
 6.28447681e-09  1.50000000e+00  5.11597880e-02  8.20639750e-01  7.80416173e-01  1.49729319e+00  2.29245802e-04 
 6.32447681e-09  1.50000000e+00  5.07262655e-02  8.14669262e-01  7.74139829e-01  1.49794759e+00  2.14858522e-04 
 6.36447681e-09  1.50000000e+00  5.09873177e-02  8.08711118e-01  7.67873578e-01  1.49826790e+00  1.62406552e-04 
 6.40447681e-09  1.50000000e+00  5.05608393e-02  8.02761984e-01  7.61615855e-01  1.49848181e+00  1.66685238e-04 
 6.44447681e-09  1.50000000e+00  5.08137692e-02  7.96824595e-01  7.55369596e-01  1.49857348e+00  1.27764607e-04 
 6.48447681e-09  1.50000000e+00  5.03942072e-02  7.90895782e-01  7.49132622e-01  1.49866700e+00  1.39522326e-04 
 6.52447681e-09  1.50000000e+00  5.06393688e-02  7.84978373e-01  7.42907517e-01  1.49869765e+00  1.06602099e-04 
 6.56447681e-09  1.50000000e+00  5.02265473e-02  7.79069306e-01  7.36691944e-01  1.49875793e+00  1.21705901e-04 
 6.60447681e-09  1.50000000e+00  5.04640947e-02  7.73171434e-01  7.30488381e-01  1.49877048e+00  9.22802251e-05 
 6.64447681e-09  1.50000000e+00  5.00578406e-02  7.67281778e-01  7.24294470e-01  1.49881889e+00  1.09057700e-04 
 6.68447681e-09  1.50000000e+00  5.02879227e-02  7.61403191e-01  7.18112647e-01  1.49882426e+00  8.19788651e-05 
 6.72447681e-09  1.50000000e+00  4.98880668e-02  7.55532760e-01  7.11940566e-01  1.49886666e+00  9.96272103e-05 
 6.76447681e-09  1.50000000e+00  5.01108284e-02  7.49673326e-01  7.05780637e-01  1.49886817e+00  7.42803976e-05 
 6.80447681e-09  1.50000000e+00  4.97172053e-02  7.43822030e-01  6.99630533e-01  1.49890662e+00  9.23551999e-05 
 6.84447681e-09  1.50000000e+00  4.99327869e-02  7.37981692e-01  6.93492645e-01  1.49890562e+00  6.83696533e-05 
 6.88447681e-09  1.50000000e+00  4.95452348e-02  7.32149499e-01  6.87364667e-01  1.49894110e+00  8.66013357e-05 
 6.92447681e-09  1.50000000e+00  4.97537727e-02  7.26328247e-01  6.81248966e-01  1.49893834e+00  6.37350454e-05 
 6.96447681e-09  1.50000000e+00  4.93721328e-02  7.20515167e-01  6.75143260e-01  1.49897146e+00  8.19508706e-05 
 7.00447681e-09  1.50000000e+00  4.95737591e-02  7.14713026e-01  6.69049896e-01  1.49896739e+00  6.00369337e-05 
 7.04447681e-09  1.50000000e+00  4.91978757e-02  7.08919095e-01  6.62966614e-01  1.49899855e+00  7.81224400e-05 
 7.08447681e-09  1.50000000e+00  4.93927183e-02  7.03136112e-01  6.56895740e-01  1.49899351e+00  5.70408006e-05 
 7.12447681e-09  1.50000000e+00  4.90224381e-02  6.97361386e-01  6.50835038e-01  1.49902300e+00  7.49185624e-05 
 7.16447681e-09  1.50000000e+00  4.92106204e-02  6.91597625e-01  6.44786812e-01  1.49901722e+00  5.45797989e-05 
 7.20447681e-09  1.50000000e+00  4.88457926e-02  6.85842177e-01  6.38748850e-01  1.49904528e+00  7.21968696e-05 
 7.24447681e-09  1.50000000e+00  4.90274338e-02  6.80097716e-01  6.32723434e-01  1.49903893e+00  5.25323415e-05 
 7.28447681e-09  1.50000000e+00  4.86679096e-02  6.74361628e-01  6.26708377e-01  1.49906572e+00  6.98524569e-05 
 7.32447681e-09  1.50000000e+00  4.88431243e-02  6.68636554e-01  6.20705938e-01  1.49905894e+00  5.08080573e-05 
 7.36447681e-09  1.50000000e+00  4.84887568e-02  6.62919918e-01  6.14713957e-01  1.49908460e+00  6.78066088e-05 
 7.40447681e-09  1.50000000e+00  4.86576552e-02  6.57214328e-01  6.08734671e-01  1.49907750e+00  4.93386653e-05 
 7.44447681e-09  1.50000000e+00  4.83082989e-02  6.51517245e-01  6.02765943e-01  1.49910213e+00  6.59993567e-05 
 7.48447681e-09  1.50000000e+00  4.84709865e-02  6.45831242e-01  5.96809989e-01  1.49909480e+00  4.80718625e-05 
 7.52447681e-09  1.50000000e+00  4.81264971e-02  6.40153818e-01  5.90864699e-01  1.49911850e+00  6.43844273e-05 
 7.56447681e-09  1.50000000e+00  4.82830746e-02  6.34487513e-01  5.84932265e-01  1.49911100e+00  4.69671231e-05 
 7.60447681e-09  1.50000000e+00  4.79433086e-02  6.28829861e-01  5.79010603e-01  1.49913385e+00  6.29257285e-05 
 7.64447681e-09  1.50000000e+00  4.80938716e-02  6.23183369e-01  5.73101886e-01  1.49912623e+00  4.59927431e-05 
 7.68447681e-09  1.50000000e+00  4.77586861e-02  6.17545607e-01  5.67204053e-01  1.49914830e+00  6.15948516e-05 
 7.72447681e-09  1.50000000e+00  4.79033250e-02  6.11919050e-01  5.61319257e-01  1.49914061e+00  4.51237195e-05 
 7.76447681e-09  1.50000000e+00  4.75725771e-02  6.06301302e-01  5.55445464e-01  1.49916195e+00  6.03692615e-05 
