 time            v(Vb)           v(Voutp)        v(Voutn)        v(Vbias)        v(Vcmref)      
 2.48000001e-03  6.63329049e-01  7.50000000e-01  7.50000000e-01  6.29999997e-01  7.50000000e-01 
 2.48000001e-03  6.63328246e-01  7.50000000e-01  7.50000000e-01  6.29999997e-01  7.50000000e-01 
 2.48000001e-03  6.63326774e-01  7.50000000e-01  7.50000000e-01  6.29999997e-01  7.50000000e-01 
 2.48000001e-03  6.63324002e-01  7.50000000e-01  7.50000000e-01  6.29999997e-01  7.50000000e-01 
 2.48000002e-03  6.63319520e-01  7.50000000e-01  7.50000000e-01  6.29999996e-01  7.50000000e-01 
 2.48000002e-03  6.63311288e-01  7.50000000e-01  7.50000000e-01  6.29999995e-01  7.50000000e-01 
 2.48000003e-03  6.63297593e-01  7.50000000e-01  7.50000000e-01  6.29999993e-01  7.50000000e-01 
 2.48000005e-03  6.63283762e-01  7.50000000e-01  7.50000000e-01  6.29999988e-01  7.50000000e-01 
 2.48000009e-03  6.63280529e-01  7.50000000e-01  7.50000000e-01  6.29999978e-01  7.50000000e-01 
 2.48000013e-03  6.63287793e-01  7.50000000e-01  7.50000000e-01  6.29999967e-01  7.50000000e-01 
 2.48000019e-03  6.63293151e-01  7.50000000e-01  7.50000000e-01  6.29999953e-01  7.50000000e-01 
 2.48000028e-03  6.63296342e-01  7.50000000e-01  7.50000000e-01  6.29999931e-01  7.50000000e-01 
 2.48000039e-03  6.63296878e-01  7.50000000e-01  7.50000000e-01  6.29999903e-01  7.50000000e-01 
 2.48000055e-03  6.63297004e-01  7.50000000e-01  7.50000000e-01  6.29999862e-01  7.50000000e-01 
 2.48000083e-03  6.63296908e-01  7.50000000e-01  7.50000000e-01  6.29999793e-01  7.50000000e-01 
 2.48000138e-03  6.63296985e-01  7.50000000e-01  7.50000000e-01  6.29999655e-01  7.50000000e-01 
 2.48000248e-03  6.63296908e-01  7.50000000e-01  7.50000000e-01  6.29999381e-01  7.50000000e-01 
 2.48000404e-03  6.63296983e-01  7.50000000e-01  7.50000000e-01  6.29998989e-01  7.50000000e-01 
 2.48000675e-03  6.63296910e-01  7.50000000e-01  7.50000000e-01  6.29998312e-01  7.50000000e-01 
 2.48001217e-03  6.63296985e-01  7.50000000e-01  7.50000000e-01  6.29996959e-01  7.50000000e-01 
 2.48002300e-03  6.63296916e-01  7.50000000e-01  7.50000000e-01  6.29994251e-01  7.50000000e-01 
 2.48004465e-03  6.63296996e-01  7.50000000e-01  7.50000000e-01  6.29988837e-01  7.50000000e-01 
 2.48008797e-03  6.63296939e-01  7.50000000e-01  7.50000000e-01  6.29978007e-01  7.50000000e-01 
 2.48017461e-03  6.63297041e-01  7.50000000e-01  7.50000000e-01  6.29956349e-01  7.50000000e-01 
 2.48034788e-03  6.63297028e-01  7.50000000e-01  7.50000000e-01  6.29913031e-01  7.50000000e-01 
 2.48069441e-03  6.63297220e-01  7.50000000e-01  7.50000000e-01  6.29826396e-01  7.50000000e-01 
 2.48138749e-03  6.63297387e-01  7.50000000e-01  7.50000000e-01  6.29653127e-01  7.50000000e-01 
 2.48277365e-03  6.63297938e-01  7.50000000e-01  7.50000000e-01  6.29306588e-01  7.50000000e-01 
 2.48554596e-03  6.63298822e-01  7.50000000e-01  7.50000000e-01  6.28613509e-01  7.50000000e-01 
 2.48787501e-03  6.63299698e-01  7.50000000e-01  7.50000000e-01  6.28031248e-01  7.50000000e-01 
 2.48787501e-03  6.63293398e-01  7.50000000e-01  7.50000000e-01  6.28031247e-01  7.50000000e-01 
 2.48787501e-03  6.63281859e-01  7.50000000e-01  7.50000000e-01  6.28031247e-01  7.50000000e-01 
 2.48787502e-03  6.63265203e-01  7.50000000e-01  7.50000000e-01  6.28031246e-01  7.50000000e-01 
 2.48787502e-03  6.63259436e-01  7.50000000e-01  7.50000000e-01  6.28031245e-01  7.50000000e-01 
 2.48787502e-03  6.63260091e-01  7.50000000e-01  7.50000000e-01  6.28031245e-01  7.50000000e-01 
 2.48787502e-03  6.63261158e-01  7.50000000e-01  7.50000000e-01  6.28031245e-01  7.50000000e-01 
 2.48787502e-03  6.63263025e-01  7.50000000e-01  7.50000000e-01  6.28031244e-01  7.50000000e-01 
 2.48787503e-03  6.63266735e-01  7.50000000e-01  7.50000000e-01  6.28031243e-01  7.50000000e-01 
 2.48787504e-03  6.63273259e-01  7.50000000e-01  7.50000000e-01  6.28031241e-01  7.50000000e-01 
 2.48787505e-03  6.63283886e-01  7.50000000e-01  7.50000000e-01  6.28031237e-01  7.50000000e-01 
 2.48787508e-03  6.63297289e-01  7.50000000e-01  7.50000000e-01  6.28031229e-01  7.50000000e-01 
 2.48787515e-03  6.63307518e-01  7.50000000e-01  7.50000000e-01  6.28031214e-01  7.50000000e-01 
 2.48787527e-03  6.63306633e-01  7.50000000e-01  7.50000000e-01  6.28031182e-01  7.50000000e-01 
 2.48787546e-03  6.63301907e-01  7.50000000e-01  7.50000000e-01  6.28031136e-01  7.50000000e-01 
 2.48787569e-03  6.63300004e-01  7.50000000e-01  7.50000000e-01  6.28031077e-01  7.50000000e-01 
 2.48787600e-03  6.63299764e-01  7.50000000e-01  7.50000000e-01  6.28030999e-01  7.50000000e-01 
 2.48787640e-03  6.63299621e-01  7.50000000e-01  7.50000000e-01  6.28030901e-01  7.50000000e-01 
 2.48787701e-03  6.63299696e-01  7.50000000e-01  7.50000000e-01  6.28030748e-01  7.50000000e-01 
 2.48787819e-03  6.63299630e-01  7.50000000e-01  7.50000000e-01  6.28030452e-01  7.50000000e-01 
 2.48788056e-03  6.63299695e-01  7.50000000e-01  7.50000000e-01  6.28029859e-01  7.50000000e-01 
 2.48788530e-03  6.63299634e-01  7.50000000e-01  7.50000000e-01  6.28028674e-01  7.50000000e-01 
 2.48789479e-03  6.63299699e-01  7.50000000e-01  7.50000000e-01  6.28026304e-01  7.50000000e-01 
 2.48791375e-03  6.63299644e-01  7.50000000e-01  7.50000000e-01  6.28021563e-01  7.50000000e-01 
 2.48795168e-03  6.63299719e-01  7.50000000e-01  7.50000000e-01  6.28012081e-01  7.50000000e-01 
 2.48800000e-03  6.63299673e-01  7.50000000e-01  7.50000000e-01  6.28000000e-01  7.50000000e-01 
 2.48800000e-03  6.63408281e-01  7.50000000e-01  7.50000000e-01  6.28000000e-01  7.50000000e-01 
 2.48800000e-03  6.63640891e-01  7.50000000e-01  7.50000000e-01  6.27999999e-01  7.50000000e-01 
 2.48800001e-03  6.64172463e-01  7.50000000e-01  7.50000000e-01  6.27999998e-01  7.50000000e-01 
 2.48800001e-03  6.65436378e-01  7.50000000e-01  7.50000000e-01  6.27999998e-01  7.50000000e-01 
 2.48800001e-03  6.65548578e-01  7.50000000e-01  7.50000000e-01  6.27999997e-01  7.50000000e-01 
 2.48800001e-03  6.65665859e-01  7.50000000e-01  7.50000000e-01  6.27999997e-01  7.50000000e-01 
 2.48800002e-03  6.65850301e-01  7.50000000e-01  7.50000000e-01  6.27999996e-01  7.50000000e-01 
 2.48800002e-03  6.66120570e-01  7.50000000e-01  7.50000000e-01  6.27999995e-01  7.50000000e-01 
 2.48800003e-03  6.66581620e-01  7.50000000e-01  7.50000000e-01  6.27999993e-01  7.50000000e-01 
 2.48800005e-03  6.67114671e-01  7.50000000e-01  7.50000000e-01  6.27999988e-01  7.50000000e-01 
 2.48800008e-03  6.66790333e-01  7.50000000e-01  7.50000000e-01  6.27999980e-01  7.50000000e-01 
 2.48800012e-03  6.65791777e-01  7.50000000e-01  7.50000000e-01  6.27999970e-01  7.50000000e-01 
 2.48800018e-03  6.64678057e-01  7.50000000e-01  7.50000000e-01  6.27999955e-01  7.50000000e-01 
 2.48800026e-03  6.63944490e-01  7.50000000e-01  7.50000000e-01  6.27999936e-01  7.50000000e-01 
 2.48800038e-03  6.63156229e-01  7.50000000e-01  7.50000000e-01  6.27999906e-01  7.50000000e-01 
 2.48800055e-03  6.62435463e-01  7.50000000e-01  7.50000000e-01  6.27999862e-01  7.50000000e-01 
 2.48800090e-03  6.61623312e-01  7.50000000e-01  7.50000000e-01  6.27999774e-01  7.50000000e-01 
 2.48800160e-03  6.61124610e-01  7.50000000e-01  7.50000000e-01  6.27999599e-01  7.50000000e-01 
 2.48800252e-03  6.61059753e-01  7.50000000e-01  7.50000000e-01  6.27999369e-01  7.50000000e-01 
 2.48800392e-03  6.61074038e-01  7.50000000e-01  7.50000000e-01  6.27999021e-01  7.50000000e-01 
 2.48800624e-03  6.61062492e-01  7.50000000e-01  7.50000000e-01  6.27998439e-01  7.50000000e-01 
 2.48801090e-03  6.61073671e-01  7.50000000e-01  7.50000000e-01  6.27997276e-01  7.50000000e-01 
 2.48802020e-03  6.61063077e-01  7.50000000e-01  7.50000000e-01  6.27994949e-01  7.50000000e-01 
 2.48803881e-03  6.61074432e-01  7.50000000e-01  7.50000000e-01  6.27990296e-01  7.50000000e-01 
 2.48807604e-03  6.61064752e-01  7.50000000e-01  7.50000000e-01  6.27980990e-01  7.50000000e-01 
 2.48815049e-03  6.61077701e-01  7.50000000e-01  7.50000000e-01  6.27962378e-01  7.50000000e-01 
 2.48829938e-03  6.61071316e-01  7.50000000e-01  7.50000000e-01  6.27925155e-01  7.50000000e-01 
 2.48859717e-03  6.61090801e-01  7.50000000e-01  7.50000000e-01  6.27850707e-01  7.50000000e-01 
 2.48919275e-03  6.61097513e-01  7.50000000e-01  7.50000000e-01  6.27701812e-01  7.50000000e-01 
 2.49038392e-03  6.61143173e-01  7.50000000e-01  7.50000000e-01  6.27404021e-01  7.50000000e-01 
 2.49276624e-03  6.61202214e-01  7.50000000e-01  7.50000000e-01  6.26808440e-01  7.50000000e-01 
 2.49587501e-03  6.61303963e-01  7.50000000e-01  7.50000000e-01  6.26031247e-01  7.50000000e-01 
 2.49587501e-03  6.60823170e-01  7.50000000e-01  7.50000000e-01  6.26031247e-01  7.50000000e-01 
 2.49587501e-03  6.59884487e-01  7.50000000e-01  7.50000000e-01  6.26031247e-01  7.50000000e-01 
 2.49587502e-03  6.58701993e-01  7.50000000e-01  7.50000000e-01  6.26031246e-01  7.50000000e-01 
 2.49587502e-03  6.58188347e-01  7.50000000e-01  7.50000000e-01  6.26031245e-01  7.50000000e-01 
 2.49587502e-03  6.58178468e-01  7.50000000e-01  7.50000000e-01  6.26031245e-01  7.50000000e-01 
 2.49587502e-03  6.58170806e-01  7.50000000e-01  7.50000000e-01  6.26031245e-01  7.50000000e-01 
 2.49587502e-03  6.58159921e-01  7.50000000e-01  7.50000000e-01  6.26031244e-01  7.50000000e-01 
 2.49587503e-03  6.58139058e-01  7.50000000e-01  7.50000000e-01  6.26031243e-01  7.50000000e-01 
 2.49587504e-03  6.58114648e-01  7.50000000e-01  7.50000000e-01  6.26031241e-01  7.50000000e-01 
 2.49587505e-03  6.58115501e-01  7.50000000e-01  7.50000000e-01  6.26031237e-01  7.50000000e-01 
 2.49587509e-03  6.58263542e-01  7.50000000e-01  7.50000000e-01  6.26031228e-01  7.50000000e-01 
 2.49587516e-03  6.58684570e-01  7.50000000e-01  7.50000000e-01  6.26031211e-01  7.50000000e-01 
 2.49587529e-03  6.59134952e-01  7.50000000e-01  7.50000000e-01  6.26031177e-01  7.50000000e-01 
 2.49587545e-03  6.59324181e-01  7.50000000e-01  7.50000000e-01  6.26031138e-01  7.50000000e-01 
 2.49587566e-03  6.59346279e-01  7.50000000e-01  7.50000000e-01  6.26031086e-01  7.50000000e-01 
 2.49587594e-03  6.59342668e-01  7.50000000e-01  7.50000000e-01  6.26031016e-01  7.50000000e-01 
 2.49587624e-03  6.59344071e-01  7.50000000e-01  7.50000000e-01  6.26030940e-01  7.50000000e-01 
 2.49587685e-03  6.59343215e-01  7.50000000e-01  7.50000000e-01  6.26030787e-01  7.50000000e-01 
 2.49587808e-03  6.59343953e-01  7.50000000e-01  7.50000000e-01  6.26030480e-01  7.50000000e-01 
 2.49588053e-03  6.59343257e-01  7.50000000e-01  7.50000000e-01  6.26029868e-01  7.50000000e-01 
 2.49588543e-03  6.59343938e-01  7.50000000e-01  7.50000000e-01  6.26028644e-01  7.50000000e-01 
 2.49589522e-03  6.59343271e-01  7.50000000e-01  7.50000000e-01  6.26026195e-01  7.50000000e-01 
 2.49591481e-03  6.59343945e-01  7.50000000e-01  7.50000000e-01  6.26021297e-01  7.50000000e-01 
 2.49595400e-03  6.59343293e-01  7.50000000e-01  7.50000000e-01  6.26011501e-01  7.50000000e-01 
 2.49600000e-03  6.59343973e-01  7.50000000e-01  7.50000000e-01  6.26000000e-01  7.50000000e-01 
 2.49600000e-03  6.59346181e-01  7.50000000e-01  7.50000000e-01  6.26000000e-01  7.50000000e-01 
 2.49600000e-03  6.59350833e-01  7.50000000e-01  7.50000000e-01  6.25999999e-01  7.50000000e-01 
 2.49600001e-03  6.59358760e-01  7.50000000e-01  7.50000000e-01  6.25999998e-01  7.50000000e-01 
 2.49600001e-03  6.59375424e-01  7.50000000e-01  7.50000000e-01  6.25999998e-01  7.50000000e-01 
 2.49600001e-03  6.59376004e-01  7.50000000e-01  7.50000000e-01  6.25999998e-01  7.50000000e-01 
 2.49600001e-03  6.59375754e-01  7.50000000e-01  7.50000000e-01  6.25999997e-01  7.50000000e-01 
 2.49600001e-03  6.59374973e-01  7.50000000e-01  7.50000000e-01  6.25999997e-01  7.50000000e-01 
 2.49600001e-03  6.59373601e-01  7.50000000e-01  7.50000000e-01  6.25999997e-01  7.50000000e-01 
 2.49600001e-03  6.59371034e-01  7.50000000e-01  7.50000000e-01  6.25999997e-01  7.50000000e-01 
 2.49600001e-03  6.59366790e-01  7.50000000e-01  7.50000000e-01  6.25999996e-01  7.50000000e-01 
 2.49600002e-03  6.59358976e-01  7.50000000e-01  7.50000000e-01  6.25999995e-01  7.50000000e-01 
 2.49600003e-03  6.59345732e-01  7.50000000e-01  7.50000000e-01  6.25999993e-01  7.50000000e-01 
 2.49600005e-03  6.59331547e-01  7.50000000e-01  7.50000000e-01  6.25999988e-01  7.50000000e-01 
 2.49600008e-03  6.59326954e-01  7.50000000e-01  7.50000000e-01  6.25999979e-01  7.50000000e-01 
 2.49600013e-03  6.59333811e-01  7.50000000e-01  7.50000000e-01  6.25999969e-01  7.50000000e-01 
 2.49600018e-03  6.59339401e-01  7.50000000e-01  7.50000000e-01  6.25999955e-01  7.50000000e-01 
 2.49600026e-03  6.59342849e-01  7.50000000e-01  7.50000000e-01  6.25999934e-01  7.50000000e-01 
 2.49600037e-03  6.59343549e-01  7.50000000e-01  7.50000000e-01  6.25999907e-01  7.50000000e-01 
 2.49600052e-03  6.59343711e-01  7.50000000e-01  7.50000000e-01  6.25999869e-01  7.50000000e-01 
 2.49600079e-03  6.59343599e-01  7.50000000e-01  7.50000000e-01  6.25999803e-01  7.50000000e-01 
 2.49600132e-03  6.59343688e-01  7.50000000e-01  7.50000000e-01  6.25999670e-01  7.50000000e-01 
 2.49600238e-03  6.59343599e-01  7.50000000e-01  7.50000000e-01  6.25999405e-01  7.50000000e-01 
 2.49600392e-03  6.59343686e-01  7.50000000e-01  7.50000000e-01  6.25999020e-01  7.50000000e-01 
 2.49600652e-03  6.59343602e-01  7.50000000e-01  7.50000000e-01  6.25998370e-01  7.50000000e-01 
 2.49601172e-03  6.59343688e-01  7.50000000e-01  7.50000000e-01  6.25997070e-01  7.50000000e-01 
 2.49602212e-03  6.59343608e-01  7.50000000e-01  7.50000000e-01  6.25994470e-01  7.50000000e-01 
 2.49604292e-03  6.59343698e-01  7.50000000e-01  7.50000000e-01  6.25989269e-01  7.50000000e-01 
 2.49608453e-03  6.59343630e-01  7.50000000e-01  7.50000000e-01  6.25978868e-01  7.50000000e-01 
 2.49616774e-03  6.59343742e-01  7.50000000e-01  7.50000000e-01  6.25958066e-01  7.50000000e-01 
 2.49633415e-03  6.59343718e-01  7.50000000e-01  7.50000000e-01  6.25916462e-01  7.50000000e-01 
 2.49666699e-03  6.59343918e-01  7.50000000e-01  7.50000000e-01  6.25833254e-01  7.50000000e-01 
 2.49733265e-03  6.59344069e-01  7.50000000e-01  7.50000000e-01  6.25666837e-01  7.50000000e-01 
 2.49866399e-03  6.59344621e-01  7.50000000e-01  7.50000000e-01  6.25334003e-01  7.50000000e-01 
 2.50132666e-03  6.59345474e-01  7.50000000e-01  7.50000000e-01  6.24668335e-01  7.50000000e-01 
 2.50387501e-03  6.59346454e-01  7.50000000e-01  7.50000000e-01  6.24031248e-01  7.50000000e-01 
 2.50387501e-03  6.59340155e-01  7.50000000e-01  7.50000000e-01  6.24031247e-01  7.50000000e-01 
 2.50387501e-03  6.59328616e-01  7.50000000e-01  7.50000000e-01  6.24031247e-01  7.50000000e-01 
 2.50387502e-03  6.59311930e-01  7.50000000e-01  7.50000000e-01  6.24031246e-01  7.50000000e-01 
 2.50387502e-03  6.59306140e-01  7.50000000e-01  7.50000000e-01  6.24031245e-01  7.50000000e-01 
 2.50387502e-03  6.59306792e-01  7.50000000e-01  7.50000000e-01  6.24031245e-01  7.50000000e-01 
 2.50387502e-03  6.59307855e-01  7.50000000e-01  7.50000000e-01  6.24031245e-01  7.50000000e-01 
 2.50387502e-03  6.59309709e-01  7.50000000e-01  7.50000000e-01  6.24031244e-01  7.50000000e-01 
 2.50387503e-03  6.59313398e-01  7.50000000e-01  7.50000000e-01  6.24031243e-01  7.50000000e-01 
 2.50387504e-03  6.59319888e-01  7.50000000e-01  7.50000000e-01  6.24031241e-01  7.50000000e-01 
 2.50387505e-03  6.59330476e-01  7.50000000e-01  7.50000000e-01  6.24031237e-01  7.50000000e-01 
 2.50387508e-03  6.59343871e-01  7.50000000e-01  7.50000000e-01  6.24031229e-01  7.50000000e-01 
 2.50387514e-03  6.59354171e-01  7.50000000e-01  7.50000000e-01  6.24031214e-01  7.50000000e-01 
 2.50387527e-03  6.59353387e-01  7.50000000e-01  7.50000000e-01  6.24031182e-01  7.50000000e-01 
 2.50387545e-03  6.59348695e-01  7.50000000e-01  7.50000000e-01  6.24031136e-01  7.50000000e-01 
 2.50387569e-03  6.59346755e-01  7.50000000e-01  7.50000000e-01  6.24031077e-01  7.50000000e-01 
 2.50387600e-03  6.59346519e-01  7.50000000e-01  7.50000000e-01  6.24031001e-01  7.50000000e-01 
 2.50387639e-03  6.59346371e-01  7.50000000e-01  7.50000000e-01  6.24030902e-01  7.50000000e-01 
 2.50387699e-03  6.59346448e-01  7.50000000e-01  7.50000000e-01  6.24030751e-01  7.50000000e-01 
 2.50387817e-03  6.59346381e-01  7.50000000e-01  7.50000000e-01  6.24030456e-01  7.50000000e-01 
 2.50388054e-03  6.59346446e-01  7.50000000e-01  7.50000000e-01  6.24029866e-01  7.50000000e-01 
 2.50388526e-03  6.59346385e-01  7.50000000e-01  7.50000000e-01  6.24028686e-01  7.50000000e-01 
 2.50389470e-03  6.59346451e-01  7.50000000e-01  7.50000000e-01  6.24026325e-01  7.50000000e-01 
 2.50391359e-03  6.59346395e-01  7.50000000e-01  7.50000000e-01  6.24021603e-01  7.50000000e-01 
 2.50395137e-03  6.59346471e-01  7.50000000e-01  7.50000000e-01  6.24012158e-01  7.50000000e-01 
 2.50400000e-03  6.59346425e-01  7.50000000e-01  7.50000000e-01  6.24000000e-01  7.50000000e-01 
 2.50400000e-03  6.59455064e-01  7.50000000e-01  7.50000000e-01  6.24000000e-01  7.50000000e-01 
 2.50400000e-03  6.59687739e-01  7.50000000e-01  7.50000000e-01  6.23999999e-01  7.50000000e-01 
 2.50400001e-03  6.60223581e-01  7.50000000e-01  7.50000000e-01  6.23999998e-01  7.50000000e-01 
 2.50400001e-03  6.61495109e-01  7.50000000e-01  7.50000000e-01  6.23999998e-01  7.50000000e-01 
 2.50400001e-03  6.61608584e-01  7.50000000e-01  7.50000000e-01  6.23999997e-01  7.50000000e-01 
 2.50400001e-03  6.61727983e-01  7.50000000e-01  7.50000000e-01  6.23999997e-01  7.50000000e-01 
 2.50400002e-03  6.61916349e-01  7.50000000e-01  7.50000000e-01  6.23999996e-01  7.50000000e-01 
 2.50400002e-03  6.62191390e-01  7.50000000e-01  7.50000000e-01  6.23999995e-01  7.50000000e-01 
 2.50400003e-03  6.62659632e-01  7.50000000e-01  7.50000000e-01  6.23999993e-01  7.50000000e-01 
 2.50400005e-03  6.63193895e-01  7.50000000e-01  7.50000000e-01  6.23999988e-01  7.50000000e-01 
 2.50400008e-03  6.62860739e-01  7.50000000e-01  7.50000000e-01  6.23999980e-01  7.50000000e-01 
 2.50400012e-03  6.61853057e-01  7.50000000e-01  7.50000000e-01  6.23999970e-01  7.50000000e-01 
 2.50400018e-03  6.60741384e-01  7.50000000e-01  7.50000000e-01  6.23999955e-01  7.50000000e-01 
 2.50400025e-03  6.60010426e-01  7.50000000e-01  7.50000000e-01  6.23999936e-01  7.50000000e-01 
 2.50400037e-03  6.59218830e-01  7.50000000e-01  7.50000000e-01  6.23999906e-01  7.50000000e-01 
 2.50400055e-03  6.58491727e-01  7.50000000e-01  7.50000000e-01  6.23999862e-01  7.50000000e-01 
 2.50400090e-03  6.57674682e-01  7.50000000e-01  7.50000000e-01  6.23999775e-01  7.50000000e-01 
 2.50400160e-03  6.57173872e-01  7.50000000e-01  7.50000000e-01  6.23999600e-01  7.50000000e-01 
 2.50400251e-03  6.57109265e-01  7.50000000e-01  7.50000000e-01  6.23999372e-01  7.50000000e-01 
 2.50400390e-03  6.57123531e-01  7.50000000e-01  7.50000000e-01  6.23999025e-01  7.50000000e-01 
 2.50400621e-03  6.57111930e-01  7.50000000e-01  7.50000000e-01  6.23998448e-01  7.50000000e-01 
 2.50401083e-03  6.57123185e-01  7.50000000e-01  7.50000000e-01  6.23997293e-01  7.50000000e-01 
 2.50402007e-03  6.57112521e-01  7.50000000e-01  7.50000000e-01  6.23994983e-01  7.50000000e-01 
 2.50403855e-03  6.57123969e-01  7.50000000e-01  7.50000000e-01  6.23990363e-01  7.50000000e-01 
 2.50407551e-03  6.57114237e-01  7.50000000e-01  7.50000000e-01  6.23981123e-01  7.50000000e-01 
 2.50414942e-03  6.57127320e-01  7.50000000e-01  7.50000000e-01  6.23962644e-01  7.50000000e-01 
 2.50429726e-03  6.57120964e-01  7.50000000e-01  7.50000000e-01  6.23925686e-01  7.50000000e-01 
 2.50459293e-03  6.57140747e-01  7.50000000e-01  7.50000000e-01  6.23851769e-01  7.50000000e-01 
 2.50518426e-03  6.57147815e-01  7.50000000e-01  7.50000000e-01  6.23703935e-01  7.50000000e-01 
 2.50636693e-03  6.57194425e-01  7.50000000e-01  7.50000000e-01  6.23408267e-01  7.50000000e-01 
 2.50873227e-03  6.57255123e-01  7.50000000e-01  7.50000000e-01  6.22816932e-01  7.50000000e-01 
 2.51187501e-03  6.57360914e-01  7.50000000e-01  7.50000000e-01  6.22031247e-01  7.50000000e-01 
 2.51187501e-03  6.56879556e-01  7.50000000e-01  7.50000000e-01  6.22031247e-01  7.50000000e-01 
 2.51187501e-03  6.55936426e-01  7.50000000e-01  7.50000000e-01  6.22031247e-01  7.50000000e-01 
 2.51187502e-03  6.54745491e-01  7.50000000e-01  7.50000000e-01  6.22031246e-01  7.50000000e-01 
 2.51187502e-03  6.54231297e-01  7.50000000e-01  7.50000000e-01  6.22031245e-01  7.50000000e-01 
 2.51187502e-03  6.54221611e-01  7.50000000e-01  7.50000000e-01  6.22031245e-01  7.50000000e-01 
 2.51187502e-03  6.54214302e-01  7.50000000e-01  7.50000000e-01  6.22031245e-01  7.50000000e-01 
 2.51187502e-03  6.54204110e-01  7.50000000e-01  7.50000000e-01  6.22031244e-01  7.50000000e-01 
 2.51187503e-03  6.54184542e-01  7.50000000e-01  7.50000000e-01  6.22031243e-01  7.50000000e-01 
 2.51187504e-03  6.54162383e-01  7.50000000e-01  7.50000000e-01  6.22031241e-01  7.50000000e-01 
 2.51187505e-03  6.54166502e-01  7.50000000e-01  7.50000000e-01  6.22031237e-01  7.50000000e-01 
 2.51187509e-03  6.54317362e-01  7.50000000e-01  7.50000000e-01  6.22031228e-01  7.50000000e-01 
 2.51187515e-03  6.54734593e-01  7.50000000e-01  7.50000000e-01  6.22031211e-01  7.50000000e-01 
 2.51187529e-03  6.55183124e-01  7.50000000e-01  7.50000000e-01  6.22031178e-01  7.50000000e-01 
 2.51187544e-03  6.55373248e-01  7.50000000e-01  7.50000000e-01  6.22031139e-01  7.50000000e-01 
 2.51187565e-03  6.55396626e-01  7.50000000e-01  7.50000000e-01  6.22031087e-01  7.50000000e-01 
 2.51187593e-03  6.55392862e-01  7.50000000e-01  7.50000000e-01  6.22031017e-01  7.50000000e-01 
 2.51187624e-03  6.55394306e-01  7.50000000e-01  7.50000000e-01  6.22030941e-01  7.50000000e-01 
 2.51187685e-03  6.55393436e-01  7.50000000e-01  7.50000000e-01  6.22030789e-01  7.50000000e-01 
 2.51187806e-03  6.55394182e-01  7.50000000e-01  7.50000000e-01  6.22030484e-01  7.50000000e-01 
 2.51188050e-03  6.55393480e-01  7.50000000e-01  7.50000000e-01  6.22029875e-01  7.50000000e-01 
 2.51188537e-03  6.55394167e-01  7.50000000e-01  7.50000000e-01  6.22028657e-01  7.50000000e-01 
 2.51189512e-03  6.55393494e-01  7.50000000e-01  7.50000000e-01  6.22026221e-01  7.50000000e-01 
 2.51191461e-03  6.55394173e-01  7.50000000e-01  7.50000000e-01  6.22021349e-01  7.50000000e-01 
 2.51195358e-03  6.55393517e-01  7.50000000e-01  7.50000000e-01  6.22011604e-01  7.50000000e-01 
 2.51200000e-03  6.55394203e-01  7.50000000e-01  7.50000000e-01  6.22000000e-01  7.50000000e-01 
 2.51200000e-03  6.55396409e-01  7.50000000e-01  7.50000000e-01  6.22000000e-01  7.50000000e-01 
 2.51200000e-03  6.55401056e-01  7.50000000e-01  7.50000000e-01  6.21999999e-01  7.50000000e-01 
 2.51200001e-03  6.55409032e-01  7.50000000e-01  7.50000000e-01  6.21999998e-01  7.50000000e-01 
 2.51200001e-03  6.55425837e-01  7.50000000e-01  7.50000000e-01  6.21999998e-01  7.50000000e-01 
 2.51200001e-03  6.55426215e-01  7.50000000e-01  7.50000000e-01  6.21999998e-01  7.50000000e-01 
 2.51200001e-03  6.55426115e-01  7.50000000e-01  7.50000000e-01  6.21999997e-01  7.50000000e-01 
 2.51200001e-03  6.55425623e-01  7.50000000e-01  7.50000000e-01  6.21999997e-01  7.50000000e-01 
 2.51200001e-03  6.55424616e-01  7.50000000e-01  7.50000000e-01  6.21999997e-01  7.50000000e-01 
 2.51200001e-03  6.55422910e-01  7.50000000e-01  7.50000000e-01  6.21999997e-01  7.50000000e-01 
 2.51200001e-03  6.55419882e-01  7.50000000e-01  7.50000000e-01  6.21999997e-01  7.50000000e-01 
 2.51200002e-03  6.55414265e-01  7.50000000e-01  7.50000000e-01  6.21999996e-01  7.50000000e-01 
 2.51200002e-03  6.55403912e-01  7.50000000e-01  7.50000000e-01  6.21999994e-01  7.50000000e-01 
 2.51200004e-03  6.55389052e-01  7.50000000e-01  7.50000000e-01  6.21999991e-01  7.50000000e-01 
 2.51200006e-03  6.55377907e-01  7.50000000e-01  7.50000000e-01  6.21999985e-01  7.50000000e-01 
 2.51200010e-03  6.55380124e-01  7.50000000e-01  7.50000000e-01  6.21999975e-01  7.50000000e-01 
 2.51200015e-03  6.55386887e-01  7.50000000e-01  7.50000000e-01  6.21999963e-01  7.50000000e-01 
 2.51200021e-03  6.55391566e-01  7.50000000e-01  7.50000000e-01  6.21999947e-01  7.50000000e-01 
 2.51200030e-03  6.55393487e-01  7.50000000e-01  7.50000000e-01  6.21999924e-01  7.50000000e-01 
 2.51200041e-03  6.55393899e-01  7.50000000e-01  7.50000000e-01  6.21999897e-01  7.50000000e-01 
 2.51200062e-03  6.55393853e-01  7.50000000e-01  7.50000000e-01  6.21999846e-01  7.50000000e-01 
