 time            v(vind)         v(vout)         v(vinp)         v(vinn)         v(voutp)        v(voutn)       
 1.58280000e-03  4.19244005e-03  3.24354914e-01  3.47096220e-01  3.42903780e-01  9.13345906e-01  5.88990992e-01 
 1.59280000e-03  4.20947635e-03  3.25841717e-01  3.47104738e-01  3.42895262e-01  9.14103753e-01  5.88262035e-01 
 1.60280000e-03  4.22634647e-03  3.27315588e-01  3.47113173e-01  3.42886827e-01  9.14855159e-01  5.87539571e-01 
 1.61280000e-03  4.24304974e-03  3.28776638e-01  3.47121525e-01  3.42878475e-01  9.15600044e-01  5.86823406e-01 
 1.62280000e-03  4.25958550e-03  3.30224596e-01  3.47129793e-01  3.42870207e-01  9.16338322e-01  5.86113726e-01 
 1.63280000e-03  4.27595310e-03  3.31659395e-01  3.47137977e-01  3.42862023e-01  9.17069932e-01  5.85410537e-01 
 1.64280000e-03  4.29215189e-03  3.33081081e-01  3.47146076e-01  3.42853924e-01  9.17794944e-01  5.84713863e-01 
 1.65280000e-03  4.30818123e-03  3.34489676e-01  3.47154091e-01  3.42845909e-01  9.18513206e-01  5.84023530e-01 
 1.66280000e-03  4.32404050e-03  3.35884972e-01  3.47162020e-01  3.42837980e-01  9.19224665e-01  5.83339693e-01 
 1.67280000e-03  4.33972906e-03  3.37266992e-01  3.47169865e-01  3.42830135e-01  9.19929393e-01  5.82662400e-01 
 1.68280000e-03  4.35524629e-03  3.38635466e-01  3.47177623e-01  3.42822377e-01  9.20627233e-01  5.81991768e-01 
 1.69280000e-03  4.37059159e-03  3.39990641e-01  3.47185296e-01  3.42814704e-01  9.21318465e-01  5.81327823e-01 
 1.70280000e-03  4.38576434e-03  3.41332496e-01  3.47192882e-01  3.42807118e-01  9.22002927e-01  5.80670430e-01 
 1.71280000e-03  4.40076395e-03  3.42660757e-01  3.47200382e-01  3.42799618e-01  9.22680435e-01  5.80019678e-01 
 1.72280000e-03  4.41558983e-03  3.43975428e-01  3.47207795e-01  3.42792205e-01  9.23351150e-01  5.79375722e-01 
 1.73280000e-03  4.43024139e-03  3.45276441e-01  3.47215121e-01  3.42784879e-01  9.24014995e-01  5.78738554e-01 
 1.74280000e-03  4.44471805e-03  3.46563914e-01  3.47222359e-01  3.42777641e-01  9.24672003e-01  5.78108089e-01 
 1.75280000e-03  4.45901923e-03  3.47837639e-01  3.47229510e-01  3.42770490e-01  9.25322127e-01  5.77484488e-01 
 1.76280000e-03  4.47314439e-03  3.49097712e-01  3.47236572e-01  3.42763428e-01  9.25965334e-01  5.76867622e-01 
 1.77280000e-03  4.48709295e-03  3.50343876e-01  3.47243546e-01  3.42756454e-01  9.26601489e-01  5.76257613e-01 
 1.78280000e-03  4.50086437e-03  3.51576261e-01  3.47250432e-01  3.42749568e-01  9.27230757e-01  5.75654496e-01 
 1.79280000e-03  4.51445810e-03  3.52794864e-01  3.47257229e-01  3.42742771e-01  9.27853076e-01  5.75058211e-01 
 1.80280000e-03  4.52787361e-03  3.53999480e-01  3.47263937e-01  3.42736063e-01  9.28468243e-01  5.74468763e-01 
 1.81280000e-03  4.54111037e-03  3.55190099e-01  3.47270555e-01  3.42729445e-01  9.29076373e-01  5.73886274e-01 
 1.82280000e-03  4.55416785e-03  3.56366625e-01  3.47277084e-01  3.42722916e-01  9.29677342e-01  5.73310717e-01 
 1.83280000e-03  4.56704554e-03  3.57529039e-01  3.47283523e-01  3.42716477e-01  9.30271189e-01  5.72742150e-01 
 1.84280000e-03  4.57974293e-03  3.58677241e-01  3.47289871e-01  3.42710129e-01  9.30857869e-01  5.72180628e-01 
 1.85280000e-03  4.59225952e-03  3.59811297e-01  3.47296130e-01  3.42703870e-01  9.31437290e-01  5.71625993e-01 
 1.86280000e-03  4.60459482e-03  3.60931312e-01  3.47302297e-01  3.42697703e-01  9.32009681e-01  5.71078369e-01 
 1.87280000e-03  4.61674833e-03  3.62037132e-01  3.47308374e-01  3.42691626e-01  9.32574885e-01  5.70537753e-01 
 1.88280000e-03  4.62871959e-03  3.63128555e-01  3.47314360e-01  3.42685640e-01  9.33132791e-01  5.70004236e-01 
 1.89280000e-03  4.64050811e-03  3.64205677e-01  3.47320254e-01  3.42679746e-01  9.33683354e-01  5.69477677e-01 
 1.90280000e-03  4.65211343e-03  3.65268481e-01  3.47326057e-01  3.42673943e-01  9.34226610e-01  5.68958129e-01 
 1.91280000e-03  4.66353509e-03  3.66316896e-01  3.47331768e-01  3.42668232e-01  9.34762629e-01  5.68445733e-01 
 1.92280000e-03  4.67477264e-03  3.67350854e-01  3.47337386e-01  3.42662614e-01  9.35291380e-01  5.67940526e-01 
 1.93280000e-03  4.68582565e-03  3.68370324e-01  3.47342913e-01  3.42657087e-01  9.35812766e-01  5.67442442e-01 
