 time            v(VDD)          v(Vbias)        v(bias_en)      v(Vsu)         
 2.16250000e-05  3.09375000e-01  1.53863128e-03  3.09375000e-01  1.12329040e-01 
 2.18750000e-05  3.13125000e-01  1.57218156e-03  3.13125000e-01  1.13628305e-01 
 2.21250000e-05  3.16875000e-01  1.60658768e-03  3.16875000e-01  1.14922978e-01 
 2.23750000e-05  3.20625000e-01  1.64188222e-03  3.20625000e-01  1.16213049e-01 
 2.26250000e-05  3.24375000e-01  1.67809818e-03  3.24375000e-01  1.17498500e-01 
 2.28750000e-05  3.28125000e-01  1.71526907e-03  3.28125000e-01  1.18779308e-01 
 2.31250000e-05  3.31875000e-01  1.75342890e-03  3.31875000e-01  1.20055445e-01 
 2.33750000e-05  3.35625000e-01  1.79261216e-03  3.35625000e-01  1.21326878e-01 
 2.36250000e-05  3.39375000e-01  1.83285383e-03  3.39375000e-01  1.22593571e-01 
 2.38750000e-05  3.43125000e-01  1.87418948e-03  3.43125000e-01  1.23855484e-01 
 2.41250000e-05  3.46875000e-01  1.91665512e-03  3.46875000e-01  1.25112579e-01 
 2.43750000e-05  3.50625000e-01  1.96028735e-03  3.50625000e-01  1.26364812e-01 
 2.46250000e-05  3.54375000e-01  2.00512322e-03  3.54375000e-01  1.27612141e-01 
 2.48750000e-05  3.58125000e-01  2.05120035e-03  3.58125000e-01  1.28854525e-01 
 2.51250000e-05  3.61875000e-01  2.09855683e-03  3.61875000e-01  1.30091922e-01 
 2.53750000e-05  3.65625000e-01  2.14723124e-03  3.65625000e-01  1.31324290e-01 
 2.56250000e-05  3.69375000e-01  2.19726263e-03  3.69375000e-01  1.32551591e-01 
 2.58750000e-05  3.73125000e-01  2.24869055e-03  3.73125000e-01  1.33773787e-01 
 2.61250000e-05  3.76875000e-01  2.30155496e-03  3.76875000e-01  1.34990842e-01 
 2.63750000e-05  3.80625000e-01  2.35589630e-03  3.80625000e-01  1.36202725e-01 
 2.66250000e-05  3.84375000e-01  2.41175541e-03  3.84375000e-01  1.37409404e-01 
 2.68750000e-05  3.88125000e-01  2.46917350e-03  3.88125000e-01  1.38610854e-01 
 2.71250000e-05  3.91875000e-01  2.52819218e-03  3.91875000e-01  1.39807049e-01 
 2.73750000e-05  3.95625000e-01  2.58885340e-03  3.95625000e-01  1.40997971e-01 
 2.76250000e-05  3.99375000e-01  2.65119945e-03  3.99375000e-01  1.42183603e-01 
 2.78750000e-05  4.03125000e-01  2.71527294e-03  4.03125000e-01  1.43363931e-01 
 2.81250000e-05  4.06875000e-01  2.78111674e-03  4.06875000e-01  1.44538948e-01 
 2.83750000e-05  4.10625000e-01  2.84877399e-03  4.10625000e-01  1.45708648e-01 
 2.86250000e-05  4.14375000e-01  2.91828805e-03  4.14375000e-01  1.46873032e-01 
 2.88750000e-05  4.18125000e-01  2.98970252e-03  4.18125000e-01  1.48032103e-01 
 2.91250000e-05  4.21875000e-01  3.06306115e-03  4.21875000e-01  1.49185868e-01 
 2.93750000e-05  4.25625000e-01  3.13840787e-03  4.25625000e-01  1.50334341e-01 
 2.96250000e-05  4.29375000e-01  3.21578670e-03  4.29375000e-01  1.51477537e-01 
 2.98750000e-05  4.33125000e-01  3.29524180e-03  4.33125000e-01  1.52615478e-01 
 3.01250000e-05  4.36875000e-01  3.37681739e-03  4.36875000e-01  1.53748188e-01 
 3.03750000e-05  4.40625000e-01  3.46055774e-03  4.40625000e-01  1.54875696e-01 
 3.06250000e-05  4.44375000e-01  3.54650713e-03  4.44375000e-01  1.55998036e-01 
 3.08750000e-05  4.48125000e-01  3.63470987e-03  4.48125000e-01  1.57115246e-01 
 3.11250000e-05  4.51875000e-01  3.72521020e-03  4.51875000e-01  1.58227365e-01 
 3.13750000e-05  4.55625000e-01  3.81805234e-03  4.55625000e-01  1.59334440e-01 
 3.16250000e-05  4.59375000e-01  3.91328042e-03  4.59375000e-01  1.60436519e-01 
 3.18750000e-05  4.63125000e-01  4.01093845e-03  4.63125000e-01  1.61533654e-01 
 3.21250000e-05  4.66875000e-01  4.11107033e-03  4.66875000e-01  1.62625901e-01 
 3.23750000e-05  4.70625000e-01  4.21371978e-03  4.70625000e-01  1.63713319e-01 
 3.26250000e-05  4.74375000e-01  4.31893037e-03  4.74375000e-01  1.64795971e-01 
 3.28750000e-05  4.78125000e-01  4.42674550e-03  4.78125000e-01  1.65873921e-01 
 3.31250000e-05  4.81875000e-01  4.53720832e-03  4.81875000e-01  1.66947238e-01 
 3.33750000e-05  4.85625000e-01  4.65036170e-03  4.85625000e-01  1.68015993e-01 
 3.36250000e-05  4.89375000e-01  4.76624830e-03  4.89375000e-01  1.69080258e-01 
 3.38750000e-05  4.93125000e-01  4.88491049e-03  4.93125000e-01  1.70140110e-01 
 3.41250000e-05  4.96875000e-01  5.00639032e-03  4.96875000e-01  1.71195627e-01 
 3.43750000e-05  5.00625000e-01  5.13072954e-03  5.00625000e-01  1.72246887e-01 
 3.46250000e-05  5.04375000e-01  5.25796955e-03  5.04375000e-01  1.73293974e-01 
 3.48750000e-05  5.08125000e-01  5.38815142e-03  5.08125000e-01  1.74336970e-01 
 3.51250000e-05  5.11875000e-01  5.52131581e-03  5.11875000e-01  1.75375961e-01 
 3.53750000e-05  5.15625000e-01  5.65750299e-03  5.15625000e-01  1.76411034e-01 
 3.56250000e-05  5.19375000e-01  5.79675283e-03  5.19375000e-01  1.77442275e-01 
 3.58750000e-05  5.23125000e-01  5.93910479e-03  5.23125000e-01  1.78469774e-01 
 3.61250000e-05  5.26875000e-01  6.08459788e-03  5.26875000e-01  1.79493620e-01 
 3.63750000e-05  5.30625000e-01  6.23327066e-03  5.30625000e-01  1.80513905e-01 
 3.66250000e-05  5.34375000e-01  6.38516124e-03  5.34375000e-01  1.81530720e-01 
 3.68750000e-05  5.38125000e-01  6.54030725e-03  5.38125000e-01  1.82544156e-01 
 3.71250000e-05  5.41875000e-01  6.69874582e-03  5.41875000e-01  1.83554306e-01 
 3.73750000e-05  5.45625000e-01  6.86051356e-03  5.45625000e-01  1.84561262e-01 
 3.76250000e-05  5.49375000e-01  7.02564661e-03  5.49375000e-01  1.85565117e-01 
 3.78750000e-05  5.53125000e-01  7.19418052e-03  5.53125000e-01  1.86565965e-01 
 3.81250000e-05  5.56875000e-01  7.36615037e-03  5.56875000e-01  1.87563897e-01 
 3.83750000e-05  5.60625000e-01  7.54159067e-03  5.60625000e-01  1.88559006e-01 
 3.86250000e-05  5.64375000e-01  7.72053537e-03  5.64375000e-01  1.89551386e-01 
 3.88750000e-05  5.68125000e-01  7.90301785e-03  5.68125000e-01  1.90541127e-01 
 3.91250000e-05  5.71875000e-01  8.08907093e-03  5.71875000e-01  1.91528323e-01 
 3.93750000e-05  5.75625000e-01  8.27872684e-03  5.75625000e-01  1.92513063e-01 
 3.96250000e-05  5.79375000e-01  8.47201721e-03  5.79375000e-01  1.93495439e-01 
 3.98750000e-05  5.83125000e-01  8.66897308e-03  5.83125000e-01  1.94475541e-01 
 4.01250000e-05  5.86875000e-01  8.86962489e-03  5.86875000e-01  1.95453458e-01 
 4.03750000e-05  5.90625000e-01  9.07400248e-03  5.90625000e-01  1.96429278e-01 
 4.06250000e-05  5.94375000e-01  9.28213502e-03  5.94375000e-01  1.97403090e-01 
 4.08750000e-05  5.98125000e-01  9.49405108e-03  5.98125000e-01  1.98374979e-01 
 4.11250000e-05  6.01875000e-01  9.70977860e-03  6.01875000e-01  1.99345033e-01 
 4.13750000e-05  6.05625000e-01  9.92934487e-03  6.05625000e-01  2.00313335e-01 
 4.16250000e-05  6.09375000e-01  1.01527766e-02  6.09375000e-01  2.01279970e-01 
 4.18750000e-05  6.13125000e-01  1.03800997e-02  6.13125000e-01  2.02245020e-01 
 4.21250000e-05  6.16875000e-01  1.06113396e-02  6.16875000e-01  2.03208567e-01 
 4.23750000e-05  6.20625000e-01  1.08465209e-02  6.20625000e-01  2.04170691e-01 
 4.26250000e-05  6.24375000e-01  1.10856677e-02  6.24375000e-01  2.05131472e-01 
 4.28750000e-05  6.28125000e-01  1.13288033e-02  6.28125000e-01  2.06090987e-01 
 4.31250000e-05  6.31875000e-01  1.15759504e-02  6.31875000e-01  2.07049314e-01 
 4.33750000e-05  6.35625000e-01  1.18271309e-02  6.35625000e-01  2.08006527e-01 
 4.36250000e-05  6.39375000e-01  1.20823661e-02  6.39375000e-01  2.08962702e-01 
 4.38750000e-05  6.43125000e-01  1.23416768e-02  6.43125000e-01  2.09917911e-01 
 4.41250000e-05  6.46875000e-01  1.26050827e-02  6.46875000e-01  2.10872225e-01 
 4.43750000e-05  6.50625000e-01  1.28726031e-02  6.50625000e-01  2.11825714e-01 
 4.46250000e-05  6.54375000e-01  1.31442565e-02  6.54375000e-01  2.12778449e-01 
 4.48750000e-05  6.58125000e-01  1.34200608e-02  6.58125000e-01  2.13730494e-01 
 4.51250000e-05  6.61875000e-01  1.37000331e-02  6.61875000e-01  2.14681918e-01 
 4.53750000e-05  6.65625000e-01  1.39841896e-02  6.65625000e-01  2.15632784e-01 
 4.56250000e-05  6.69375000e-01  1.42725462e-02  6.69375000e-01  2.16583156e-01 
 4.58750000e-05  6.73125000e-01  1.45651178e-02  6.73125000e-01  2.17533095e-01 
 4.61250000e-05  6.76875000e-01  1.48619185e-02  6.76875000e-01  2.18482662e-01 
 4.63750000e-05  6.80625000e-01  1.51629620e-02  6.80625000e-01  2.19431915e-01 
 4.66250000e-05  6.84375000e-01  1.54682610e-02  6.84375000e-01  2.20380912e-01 
 4.68750000e-05  6.88125000e-01  1.57778275e-02  6.88125000e-01  2.21329708e-01 
 4.71250000e-05  6.91875000e-01  1.60916729e-02  6.91875000e-01  2.22278359e-01 
 4.73750000e-05  6.95625000e-01  1.64098076e-02  6.95625000e-01  2.23226917e-01 
 4.76250000e-05  6.99375000e-01  1.67322416e-02  6.99375000e-01  2.24175433e-01 
 4.78750000e-05  7.03125000e-01  1.70589839e-02  7.03125000e-01  2.25123959e-01 
 4.81250000e-05  7.06875000e-01  1.73900429e-02  7.06875000e-01  2.26072541e-01 
 4.83750000e-05  7.10625000e-01  1.77254261e-02  7.10625000e-01  2.27021228e-01 
 4.86250000e-05  7.14375000e-01  1.80651403e-02  7.14375000e-01  2.27970065e-01 
 4.88750000e-05  7.18125000e-01  1.84091915e-02  7.18125000e-01  2.28919096e-01 
 4.91250000e-05  7.21875000e-01  1.87575851e-02  7.21875000e-01  2.29868364e-01 
 4.93750000e-05  7.25625000e-01  1.91103256e-02  7.25625000e-01  2.30817910e-01 
 4.96250000e-05  7.29375000e-01  1.94674168e-02  7.29375000e-01  2.31767773e-01 
 4.98750000e-05  7.33125000e-01  1.98288615e-02  7.33125000e-01  2.32717993e-01 
 5.01250000e-05  7.36875000e-01  2.01946621e-02  7.36875000e-01  2.33668605e-01 
 5.03750000e-05  7.40625000e-01  2.05648198e-02  7.40625000e-01  2.34619645e-01 
 5.06250000e-05  7.44375000e-01  2.09393355e-02  7.44375000e-01  2.35571147e-01 
 5.08750000e-05  7.48125000e-01  2.13182088e-02  7.48125000e-01  2.36523143e-01 
 5.11250000e-05  7.51875000e-01  2.17014389e-02  7.51875000e-01  2.37475665e-01 
 5.13750000e-05  7.55625000e-01  2.20890238e-02  7.55625000e-01  2.38428740e-01 
 5.16250000e-05  7.59375000e-01  2.24809612e-02  7.59375000e-01  2.39382398e-01 
 5.18750000e-05  7.63125000e-01  2.28772476e-02  7.63125000e-01  2.40336664e-01 
 5.21250000e-05  7.66875000e-01  2.32778788e-02  7.66875000e-01  2.41291563e-01 
 5.23750000e-05  7.70625000e-01  2.36828497e-02  7.70625000e-01  2.42247120e-01 
 5.26250000e-05  7.74375000e-01  2.40921548e-02  7.74375000e-01  2.43203356e-01 
 5.28750000e-05  7.78125000e-01  2.45057871e-02  7.78125000e-01  2.44160291e-01 
 5.31250000e-05  7.81875000e-01  2.49237393e-02  7.81875000e-01  2.45117944e-01 
 5.33750000e-05  7.85625000e-01  2.53460030e-02  7.85625000e-01  2.46076334e-01 
 5.36250000e-05  7.89375000e-01  2.57725691e-02  7.89375000e-01  2.47035476e-01 
 5.38750000e-05  7.93125000e-01  2.62034275e-02  7.93125000e-01  2.47995384e-01 
 5.41250000e-05  7.96875000e-01  2.66385673e-02  7.96875000e-01  2.48956072e-01 
 5.43750000e-05  8.00625000e-01  2.70779769e-02  8.00625000e-01  2.49917551e-01 
 5.46250000e-05  8.04375000e-01  2.75216436e-02  8.04375000e-01  2.50879832e-01 
 5.48750000e-05  8.08125000e-01  2.79695539e-02  8.08125000e-01  2.51842922e-01 
 5.51250000e-05  8.11875000e-01  2.84216935e-02  8.11875000e-01  2.52806830e-01 
 5.53750000e-05  8.15625000e-01  2.88780472e-02  8.15625000e-01  2.53771560e-01 
 5.56250000e-05  8.19375000e-01  2.93385989e-02  8.19375000e-01  2.54737117e-01 
 5.58750000e-05  8.23125000e-01  2.98033315e-02  8.23125000e-01  2.55703503e-01 
 5.61250000e-05  8.26875000e-01  3.02722271e-02  8.26875000e-01  2.56670719e-01 
 5.63750000e-05  8.30625000e-01  3.07452668e-02  8.30625000e-01  2.57638765e-01 
 5.66250000e-05  8.34375000e-01  3.12224310e-02  8.34375000e-01  2.58607638e-01 
 5.68750000e-05  8.38125000e-01  3.17036988e-02  8.38125000e-01  2.59577336e-01 
 5.71250000e-05  8.41875000e-01  3.21890488e-02  8.41875000e-01  2.60547854e-01 
 5.73750000e-05  8.45625000e-01  3.26784582e-02  8.45625000e-01  2.61519183e-01 
 5.76250000e-05  8.49375000e-01  3.31719037e-02  8.49375000e-01  2.62491317e-01 
 5.78750000e-05  8.53125000e-01  3.36693608e-02  8.53125000e-01  2.63464245e-01 
 5.81250000e-05  8.56875000e-01  3.41708042e-02  8.56875000e-01  2.64437957e-01 
 5.83750000e-05  8.60625000e-01  3.46762073e-02  8.60625000e-01  2.65412439e-01 
 5.86250000e-05  8.64375000e-01  3.51855428e-02  8.64375000e-01  2.66387677e-01 
 5.88750000e-05  8.68125000e-01  3.56987824e-02  8.68125000e-01  2.67363654e-01 
 5.91250000e-05  8.71875000e-01  3.62158968e-02  8.71875000e-01  2.68340353e-01 
 5.93750000e-05  8.75625000e-01  3.67368556e-02  8.75625000e-01  2.69317756e-01 
 5.96250000e-05  8.79375000e-01  3.72616274e-02  8.79375000e-01  2.70295840e-01 
 5.98750000e-05  8.83125000e-01  3.77901799e-02  8.83125000e-01  2.71274583e-01 
 6.01250000e-05  8.86875000e-01  3.83224797e-02  8.86875000e-01  2.72253961e-01 
 6.03750000e-05  8.90625000e-01  3.88584924e-02  8.90625000e-01  2.73233948e-01 
 6.06250000e-05  8.94375000e-01  3.93981825e-02  8.94375000e-01  2.74214517e-01 
 6.08750000e-05  8.98125000e-01  3.99415133e-02  8.98125000e-01  2.75195637e-01 
 6.11250000e-05  9.01875000e-01  4.04884475e-02  9.01875000e-01  2.76177280e-01 
 6.13750000e-05  9.05625000e-01  4.10389464e-02  9.05625000e-01  2.77159411e-01 
 6.16250000e-05  9.09375000e-01  4.15929703e-02  9.09375000e-01  2.78141996e-01 
 6.18750000e-05  9.13125000e-01  4.21504784e-02  9.13125000e-01  2.79124999e-01 
 6.21250000e-05  9.16875000e-01  4.27114287e-02  9.16875000e-01  2.80108383e-01 
 6.23750000e-05  9.20625000e-01  4.32757784e-02  9.20625000e-01  2.81092108e-01 
 6.26250000e-05  9.24375000e-01  4.38434833e-02  9.24375000e-01  2.82076133e-01 
 6.28750000e-05  9.28125000e-01  4.44144984e-02  9.28125000e-01  2.83060414e-01 
 6.31250000e-05  9.31875000e-01  4.49887773e-02  9.31875000e-01  2.84044906e-01 
 6.33750000e-05  9.35625000e-01  4.55662725e-02  9.35625000e-01  2.85029563e-01 
 6.36250000e-05  9.39375000e-01  4.61469357e-02  9.39375000e-01  2.86014336e-01 
 6.38750000e-05  9.43125000e-01  4.67307171e-02  9.43125000e-01  2.86999176e-01 
 6.41250000e-05  9.46875000e-01  4.73175658e-02  9.46875000e-01  2.87984028e-01 
 6.43750000e-05  9.50625000e-01  4.79074300e-02  9.50625000e-01  2.88968840e-01 
 6.46250000e-05  9.54375000e-01  4.85002566e-02  9.54375000e-01  2.89953556e-01 
 6.48750000e-05  9.58125000e-01  4.90959913e-02  9.58125000e-01  2.90938118e-01 
 6.51250000e-05  9.61875000e-01  4.96945787e-02  9.61875000e-01  2.91922465e-01 
 6.53750000e-05  9.65625000e-01  5.02959623e-02  9.65625000e-01  2.92906537e-01 
 6.56250000e-05  9.69375000e-01  5.09000843e-02  9.69375000e-01  2.93890269e-01 
 6.58750000e-05  9.73125000e-01  5.15068861e-02  9.73125000e-01  2.94873597e-01 
 6.61250000e-05  9.76875000e-01  5.21163074e-02  9.76875000e-01  2.95856453e-01 
 6.63750000e-05  9.80625000e-01  5.27282871e-02  9.80625000e-01  2.96838767e-01 
 6.66250000e-05  9.84375000e-01  5.33427630e-02  9.84375000e-01  2.97820468e-01 
 6.68750000e-05  9.88125000e-01  5.39596714e-02  9.88125000e-01  2.98801484e-01 
 6.71250000e-05  9.91875000e-01  5.45789478e-02  9.91875000e-01  2.99781737e-01 
 6.73750000e-05  9.95625000e-01  5.52005263e-02  9.95625000e-01  3.00761152e-01 
 6.76250000e-05  9.99375000e-01  5.58243401e-02  9.99375000e-01  3.01739650e-01 
 6.78750000e-05  1.00312500e+00  5.64503208e-02  1.00312500e+00  3.02717147e-01 
 6.81250000e-05  1.00687500e+00  5.70783994e-02  1.00687500e+00  3.03693563e-01 
 6.83750000e-05  1.01062500e+00  5.77085055e-02  1.01062500e+00  3.04668810e-01 
 6.86250000e-05  1.01437500e+00  5.83405676e-02  1.01437500e+00  3.05642803e-01 
 6.88750000e-05  1.01812500e+00  5.89745132e-02  1.01812500e+00  3.06615452e-01 
 6.91250000e-05  1.02187500e+00  5.96102685e-02  1.02187500e+00  3.07586665e-01 
 6.93750000e-05  1.02562500e+00  6.02477587e-02  1.02562500e+00  3.08556350e-01 
 6.96250000e-05  1.02937500e+00  6.08869081e-02  1.02937500e+00  3.09524410e-01 
 6.98750000e-05  1.03312500e+00  6.15276398e-02  1.03312500e+00  3.10490750e-01 
 7.01250000e-05  1.03687500e+00  6.21698758e-02  1.03687500e+00  3.11455268e-01 
 7.03750000e-05  1.04062500e+00  6.28135370e-02  1.04062500e+00  3.12417865e-01 
 7.06250000e-05  1.04437500e+00  6.34585436e-02  1.04437500e+00  3.13378437e-01 
 7.08750000e-05  1.04812500e+00  6.41048146e-02  1.04812500e+00  3.14336879e-01 
 7.11250000e-05  1.05187500e+00  6.47522681e-02  1.05187500e+00  3.15293084e-01 
 7.13750000e-05  1.05562500e+00  6.54008211e-02  1.05562500e+00  3.16246943e-01 
