 frequency       v(CMRR_dB)      v(CMRR_arg)    
 1.65128404e+07  1.82523007e+00 -1.80751813e+02 
 1.68936220e+07  1.82483635e+00 -1.80735781e+02 
 1.72831844e+07  1.82445486e+00 -1.80720070e+02 
 1.76817299e+07  1.82408532e+00 -1.80704673e+02 
 1.80894658e+07  1.82372747e+00 -1.80689584e+02 
 1.85066040e+07  1.82338104e+00 -1.80674798e+02 
 1.89333613e+07  1.82304578e+00 -1.80660309e+02 
 1.93699595e+07  1.82272144e+00 -1.80646110e+02 
 1.98166255e+07  1.82240779e+00 -1.80632197e+02 
 2.02735916e+07  1.82210459e+00 -1.80618564e+02 
 2.07410951e+07  1.82181161e+00 -1.80605205e+02 
 2.12193792e+07  1.82152863e+00 -1.80592115e+02 
 2.17086923e+07  1.82125541e+00 -1.80579290e+02 
 2.22092889e+07  1.82099175e+00 -1.80566725e+02 
 2.27214291e+07  1.82073742e+00 -1.80554414e+02 
 2.32453791e+07  1.82049221e+00 -1.80542353e+02 
 2.37814113e+07  1.82025592e+00 -1.80530538e+02 
 2.43298042e+07  1.82002832e+00 -1.80518964e+02 
 2.48908429e+07  1.81980922e+00 -1.80507626e+02 
 2.54648190e+07  1.81959841e+00 -1.80496521e+02 
 2.60520309e+07  1.81939568e+00 -1.80485644e+02 
 2.66527837e+07  1.81920083e+00 -1.80474992e+02 
 2.72673897e+07  1.81901365e+00 -1.80464559e+02 
 2.78961683e+07  1.81883395e+00 -1.80454343e+02 
 2.85394464e+07  1.81866152e+00 -1.80444339e+02 
 2.91975583e+07  1.81849617e+00 -1.80434544e+02 
 2.98708461e+07  1.81833769e+00 -1.80424953e+02 
 3.05596598e+07  1.81818589e+00 -1.80415564e+02 
 3.12643573e+07  1.81804058e+00 -1.80406373e+02 
 3.19853049e+07  1.81790155e+00 -1.80397376e+02 
 3.27228774e+07  1.81776862e+00 -1.80388570e+02 
 3.34774581e+07  1.81764160e+00 -1.80379951e+02 
 3.42494392e+07  1.81752029e+00 -1.80371516e+02 
 3.50392221e+07  1.81740450e+00 -1.80363261e+02 
 3.58472171e+07  1.81729405e+00 -1.80355185e+02 
 3.66738442e+07  1.81718876e+00 -1.80347282e+02 
 3.75195331e+07  1.81708844e+00 -1.80339551e+02 
 3.83847234e+07  1.81699291e+00 -1.80331988e+02 
 3.92698648e+07  1.81690200e+00 -1.80324589e+02 
 4.01754173e+07  1.81681552e+00 -1.80317353e+02 
 4.11018515e+07  1.81673331e+00 -1.80310275e+02 
 4.20496491e+07  1.81665520e+00 -1.80303354e+02 
 4.30193027e+07  1.81658101e+00 -1.80296585e+02 
 4.40113162e+07  1.81651059e+00 -1.80289967e+02 
 4.50262052e+07  1.81644377e+00 -1.80283496e+02 
 4.60644974e+07  1.81638040e+00 -1.80277170e+02 
 4.71267322e+07  1.81632032e+00 -1.80270985e+02 
 4.82134619e+07  1.81626338e+00 -1.80264940e+02 
 4.93252513e+07  1.81620944e+00 -1.80259031e+02 
 5.04626783e+07  1.81615835e+00 -1.80253256e+02 
 5.16263340e+07  1.81610996e+00 -1.80247611e+02 
 5.28168234e+07  1.81606416e+00 -1.80242096e+02 
 5.40347650e+07  1.81602079e+00 -1.80236706e+02 
 5.52807921e+07  1.81597974e+00 -1.80231440e+02 
 5.65555523e+07  1.81594088e+00 -1.80226294e+02 
 5.78597080e+07  1.81590409e+00 -1.80221267e+02 
 5.91939372e+07  1.81586926e+00 -1.80216356e+02 
 6.05589334e+07  1.81583626e+00 -1.80211559e+02 
 6.19554061e+07  1.81580499e+00 -1.80206873e+02 
 6.33840810e+07  1.81577535e+00 -1.80202296e+02 
 6.48457008e+07  1.81574724e+00 -1.80197826e+02 
 6.63410251e+07  1.81572055e+00 -1.80193461e+02 
 6.78708313e+07  1.81569519e+00 -1.80189197e+02 
 6.94359143e+07  1.81567108e+00 -1.80185034e+02 
 7.10370877e+07  1.81564812e+00 -1.80180968e+02 
 7.26751838e+07  1.81562624e+00 -1.80176999e+02 
 7.43510539e+07  1.81560535e+00 -1.80173123e+02 
 7.60655691e+07  1.81558537e+00 -1.80169339e+02 
 7.78196206e+07  1.81556624e+00 -1.80165645e+02 
 7.96141200e+07  1.81554788e+00 -1.80162039e+02 
 8.14500001e+07  1.81553023e+00 -1.80158518e+02 
 8.33282151e+07  1.81551322e+00 -1.80155082e+02 
 8.52497412e+07  1.81549678e+00 -1.80151727e+02 
 8.72155772e+07  1.81548087e+00 -1.80148453e+02 
 8.92267449e+07  1.81546542e+00 -1.80145258e+02 
 9.12842895e+07  1.81545037e+00 -1.80142139e+02 
 9.33892805e+07  1.81543569e+00 -1.80139095e+02 
 9.55428121e+07  1.81542131e+00 -1.80136125e+02 
 9.77460036e+07  1.81540720e+00 -1.80133227e+02 
 1.00000000e+08  1.81539329e+00 -1.80130398e+02 
 1.02305973e+08  1.81537956e+00 -1.80127638e+02 
 1.04665121e+08  1.81536596e+00 -1.80124946e+02 
 1.07078670e+08  1.81535244e+00 -1.80122318e+02 
 1.09547876e+08  1.81533898e+00 -1.80119755e+02 
 1.12074020e+08  1.81532553e+00 -1.80117254e+02 
 1.14658417e+08  1.81531206e+00 -1.80114814e+02 
 1.17302409e+08  1.81529852e+00 -1.80112434e+02 
 1.20007371e+08  1.81528490e+00 -1.80110112e+02 
 1.22774708e+08  1.81527116e+00 -1.80107847e+02 
 1.25605860e+08  1.81525726e+00 -1.80105637e+02 
 1.28502297e+08  1.81524318e+00 -1.80103482e+02 
 1.31465525e+08  1.81522890e+00 -1.80101380e+02 
 1.34497085e+08  1.81521437e+00 -1.80099330e+02 
 1.37598551e+08  1.81519957e+00 -1.80097330e+02 
 1.40771537e+08  1.81518449e+00 -1.80095380e+02 
 1.44017690e+08  1.81516909e+00 -1.80093478e+02 
 1.47338699e+08  1.81515335e+00 -1.80091623e+02 
 1.50736290e+08  1.81513725e+00 -1.80089813e+02 
 1.54212228e+08  1.81512076e+00 -1.80088049e+02 
 1.57768320e+08  1.81510387e+00 -1.80086328e+02 
 1.61406415e+08  1.81508655e+00 -1.80084649e+02 
 1.65128404e+08  1.81506878e+00 -1.80083012e+02 
 1.68936220e+08  1.81505055e+00 -1.80081416e+02 
 1.72831844e+08  1.81503184e+00 -1.80079858e+02 
 1.76817299e+08  1.81501263e+00 -1.80078340e+02 
 1.80894658e+08  1.81499290e+00 -1.80076858e+02 
 1.85066040e+08  1.81497264e+00 -1.80075413e+02 
 1.89333613e+08  1.81495184e+00 -1.80074003e+02 
 1.93699595e+08  1.81493048e+00 -1.80072628e+02 
 1.98166255e+08  1.81490855e+00 -1.80071286e+02 
 2.02735916e+08  1.81488604e+00 -1.80069977e+02 
 2.07410951e+08  1.81486295e+00 -1.80068699e+02 
 2.12193792e+08  1.81483926e+00 -1.80067452e+02 
 2.17086923e+08  1.81481497e+00 -1.80066235e+02 
 2.22092889e+08  1.81479007e+00 -1.80065047e+02 
 2.27214291e+08  1.81476457e+00 -1.80063887e+02 
 2.32453791e+08  1.81473845e+00 -1.80062754e+02 
 2.37814113e+08  1.81471171e+00 -1.80061647e+02 
 2.43298042e+08  1.81468437e+00 -1.80060566e+02 
 2.48908429e+08  1.81465642e+00 -1.80059510e+02 
 2.54648190e+08  1.81462786e+00 -1.80058477e+02 
 2.60520309e+08  1.81459871e+00 -1.80057468e+02 
 2.66527837e+08  1.81456896e+00 -1.80056481e+02 
 2.72673897e+08  1.81453864e+00 -1.80055515e+02 
 2.78961683e+08  1.81450776e+00 -1.80054571e+02 
 2.85394464e+08  1.81447632e+00 -1.80053646e+02 
 2.91975583e+08  1.81444434e+00 -1.80052740e+02 
 2.98708461e+08  1.81441184e+00 -1.80051854e+02 
 3.05596598e+08  1.81437884e+00 -1.80050985e+02 
 3.12643573e+08  1.81434537e+00 -1.80050133e+02 
 3.19853049e+08  1.81431144e+00 -1.80049298e+02 
 3.27228774e+08  1.81427708e+00 -1.80048479e+02 
 3.34774581e+08  1.81424231e+00 -1.80047675e+02 
 3.42494392e+08  1.81420717e+00 -1.80046886e+02 
 3.50392221e+08  1.81417168e+00 -1.80046111e+02 
 3.58472171e+08  1.81413588e+00 -1.80045350e+02 
 3.66738442e+08  1.81409979e+00 -1.80044602e+02 
 3.75195331e+08  1.81406345e+00 -1.80043866e+02 
 3.83847234e+08  1.81402690e+00 -1.80043142e+02 
 3.92698648e+08  1.81399017e+00 -1.80042430e+02 
 4.01754173e+08  1.81395330e+00 -1.80041730e+02 
 4.11018515e+08  1.81391632e+00 -1.80041039e+02 
 4.20496491e+08  1.81387928e+00 -1.80040359e+02 
 4.30193027e+08  1.81384220e+00 -1.80039689e+02 
 4.40113162e+08  1.81380513e+00 -1.80039029e+02 
 4.50262052e+08  1.81376811e+00 -1.80038378e+02 
 4.60644974e+08  1.81373117e+00 -1.80037735e+02 
 4.71267322e+08  1.81369435e+00 -1.80037102e+02 
 4.82134619e+08  1.81365769e+00 -1.80036476e+02 
 4.93252513e+08  1.81362123e+00 -1.80035859e+02 
 5.04626783e+08  1.81358499e+00 -1.80035250e+02 
 5.16263340e+08  1.81354902e+00 -1.80034648e+02 
 5.28168234e+08  1.81351335e+00 -1.80034054e+02 
 5.40347650e+08  1.81347801e+00 -1.80033467e+02 
 5.52807921e+08  1.81344304e+00 -1.80032887e+02 
 5.65555523e+08  1.81340846e+00 -1.80032314e+02 
 5.78597080e+08  1.81337430e+00 -1.80031748e+02 
 5.91939372e+08  1.81334059e+00 -1.80031189e+02 
 6.05589334e+08  1.81330735e+00 -1.80030636e+02 
 6.19554061e+08  1.81327461e+00 -1.80030090e+02 
 6.33840810e+08  1.81324240e+00 -1.80029551e+02 
 6.48457008e+08  1.81321072e+00 -1.80029018e+02 
 6.63410251e+08  1.81317960e+00 -1.80028491e+02 
 6.78708313e+08  1.81314906e+00 -1.80027971e+02 
 6.94359143e+08  1.81311911e+00 -1.80027457e+02 
 7.10370877e+08  1.81308976e+00 -1.80026949e+02 
 7.26751838e+08  1.81306103e+00 -1.80026448e+02 
 7.43510539e+08  1.81303292e+00 -1.80025953e+02 
 7.60655691e+08  1.81300544e+00 -1.80025464e+02 
 7.78196206e+08  1.81297861e+00 -1.80024982e+02 
 7.96141200e+08  1.81295242e+00 -1.80024505e+02 
 8.14500001e+08  1.81292688e+00 -1.80024035e+02 
 8.33282151e+08  1.81290198e+00 -1.80023572e+02 
 8.52497412e+08  1.81287774e+00 -1.80023114e+02 
 8.72155772e+08  1.81285414e+00 -1.80022663e+02 
 8.92267449e+08  1.81283120e+00 -1.80022218e+02 
 9.12842895e+08  1.81280889e+00 -1.80021779e+02 
 9.33892805e+08  1.81278723e+00 -1.80021347e+02 
 9.55428121e+08  1.81276619e+00 -1.80020920e+02 
 9.77460036e+08  1.81274579e+00 -1.80020500e+02 
 1.00000000e+09  1.81272600e+00 -1.80020086e+02 
 frequency       v(CMRR_dB)      v(CMRR_arg)    
 1.00000000e-02  9.27072408e+01  6.48933181e+01 
 1.02305973e-02  9.28776794e+01  6.52718850e+01 
 1.04665121e-02  9.30491573e+01  6.56413786e+01 
 1.07078670e-02  9.32216392e+01  6.60017797e+01 
 1.09547876e-02  9.33950901e+01  6.63530752e+01 
 1.12074020e-02  9.35694760e+01  6.66952568e+01 
 1.14658417e-02  9.37448469e+01  6.70283093e+01 
 1.17302409e-02  9.39210031e+01  6.73522589e+01 
 1.20007371e-02  9.40979960e+01  6.76670990e+01 
 1.22774708e-02  9.42757944e+01  6.79728392e+01 
 1.25605860e-02  9.44543678e+01  6.82694928e+01 
 1.28502297e-02  9.46336863e+01  6.85570759e+01 
 1.31465525e-02  9.48137208e+01  6.88356077e+01 
 1.34497085e-02  9.49945265e+01  6.91050946e+01 
 1.37598551e-02  9.51759088e+01  6.93655897e+01 
 1.40771537e-02  9.53579242e+01  6.96171041e+01 
 1.44017690e-02  9.55405466e+01  6.98596648e+01 
 1.47338699e-02  9.57237504e+01  7.00933002e+01 
 1.50736290e-02  9.59075945e+01  7.03180228e+01 
 1.54212228e-02  9.60918877e+01  7.05338957e+01 
 1.57768320e-02  9.62766901e+01  7.07409334e+01 
 1.61406415e-02  9.64619788e+01  7.09391665e+01 
 1.65128404e-02  9.66478153e+01  7.11286073e+01 
 1.68936220e-02  9.68340110e+01  7.13093230e+01 
 1.72831844e-02  9.70206284e+01  7.14813258e+01 
 1.76817299e-02  9.72076473e+01  7.16446453e+01 
 1.80894658e-02  9.73951313e+01  7.17992899e+01 
 1.85066040e-02  9.75828942e+01  7.19453277e+01 
 1.89333613e-02  9.77710008e+01  7.20827655e+01 
 1.93699595e-02  9.79595163e+01  7.22116068e+01 
 1.98166255e-02  9.81482562e+01  7.23319189e+01 
 2.02735916e-02  9.83373699e+01  7.24436796e+01 
 2.07410951e-02  9.85266739e+01  7.25469551e+01 
 2.12193792e-02  9.87162351e+01  7.26417417e+01 
 2.17086923e-02  9.89062044e+01  7.27280064e+01 
 2.22092889e-02  9.90962325e+01  7.28058621e+01 
 2.27214291e-02  9.92865543e+01  7.28752467e+01 
 2.32453791e-02  9.94769881e+01  7.29362216e+01 
 2.37814113e-02  9.96676861e+01  7.29887422e+01 
 2.43298042e-02  9.98584671e+01  7.30328674e+01 
 2.48908429e-02  1.00049484e+02  7.30685450e+01 
 2.54648190e-02  1.00240639e+02  7.30958020e+01 
 2.60520309e-02  1.00431836e+02  7.31146658e+01 
 2.66527837e-02  1.00623227e+02  7.31250718e+01 
 2.72673897e-02  1.00814717e+02  7.31270408e+01 
 2.78961683e-02  1.01006209e+02  7.31205935e+01 
 2.85394464e-02  1.01197856e+02  7.31056525e+01 
 2.91975583e-02  1.01389563e+02  7.30822319e+01 
 2.98708461e-02  1.01581316e+02  7.30503114e+01 
 3.05596598e-02  1.01773104e+02  7.30098674e+01 
 3.12643573e-02  1.01964913e+02  7.29608736e+01 
 3.19853049e-02  1.02156731e+02  7.29033001e+01 
 3.27228774e-02  1.02348545e+02  7.28371140e+01 
 3.34774581e-02  1.02540426e+02  7.27622406e+01 
 3.42494392e-02  1.02732195e+02  7.26787165e+01 
 3.50392221e-02  1.02923923e+02  7.25864615e+01 
 3.58472171e-02  1.03115596e+02  7.24854294e+01 
 3.66738442e-02  1.03307202e+02  7.23755708e+01 
 3.75195331e-02  1.03498811e+02  7.22567899e+01 
 3.83847234e-02  1.03690243e+02  7.21291160e+01 
 3.92698648e-02  1.03881568e+02  7.19924473e+01 
 4.01754173e-02  1.04072856e+02  7.18466750e+01 
 4.11018515e-02  1.04264010e+02  7.16917771e+01 
 4.20496491e-02  1.04455016e+02  7.15276840e+01 
 4.30193027e-02  1.04645859e+02  7.13543229e+01 
 4.40113162e-02  1.04836525e+02  7.11716176e+01 
 4.50262052e-02  1.05026917e+02  7.09795405e+01 
 4.60644974e-02  1.05217184e+02  7.07779063e+01 
 4.71267322e-02  1.05407228e+02  7.05666798e+01 
 4.82134619e-02  1.05597116e+02  7.03457164e+01 
 4.93252513e-02  1.05786749e+02  7.01149766e+01 
 5.04626783e-02  1.05976026e+02  6.98744227e+01 
 5.16263340e-02  1.06165097e+02  6.96238414e+01 
 5.28168234e-02  1.06353777e+02  6.93632485e+01 
 5.40347650e-02  1.06542214e+02  6.90924193e+01 
 5.52807921e-02  1.06730306e+02  6.88113056e+01 
 5.65555523e-02  1.06918033e+02  6.85197970e+01 
 5.78597080e-02  1.07105376e+02  6.82177806e+01 
 5.91939372e-02  1.07292312e+02  6.79051404e+01 
 6.05589334e-02  1.07478904e+02  6.75816890e+01 
 6.19554061e-02  1.07665046e+02  6.72473718e+01 
 6.33840810e-02  1.07850715e+02  6.69020658e+01 
 6.48457008e-02  1.08035805e+02  6.65457196e+01 
 6.63410251e-02  1.08220457e+02  6.61780596e+01 
 6.78708313e-02  1.08404645e+02  6.57989515e+01 
 6.94359143e-02  1.08588177e+02  6.54084174e+01 
 7.10370877e-02  1.08771192e+02  6.50061684e+01 
 7.26751838e-02  1.08953578e+02  6.45921478e+01 
 7.43510539e-02  1.09135308e+02  6.41662204e+01 
 7.60655691e-02  1.09316350e+02  6.37282501e+01 
 7.78196206e-02  1.09496756e+02  6.32780121e+01 
 7.96141200e-02  1.09676411e+02  6.28154530e+01 
 8.14500001e-02  1.09855282e+02  6.23404355e+01 
 8.33282151e-02  1.10033336e+02  6.18528217e+01 
 8.52497412e-02  1.10210617e+02  6.13523783e+01 
 8.72155772e-02  1.10386928e+02  6.08391587e+01 
 8.92267449e-02  1.10562472e+02  6.03127326e+01 
 9.12842895e-02  1.10736889e+02  5.97733623e+01 
 9.33892805e-02  1.10910460e+02  5.92205093e+01 
 9.55428121e-02  1.11082982e+02  5.86542433e+01 
 9.77460036e-02  1.11254413e+02  5.80744357e+01 
 1.00000000e-01  1.11424709e+02  5.74809605e+01 
 1.02305973e-01  1.11593904e+02  5.68735814e+01 
 1.04665121e-01  1.11761872e+02  5.62522886e+01 
 1.07078670e-01  1.11928644e+02  5.56168485e+01 
 1.09547876e-01  1.12094092e+02  5.49672646e+01 
 1.12074020e-01  1.12258085e+02  5.43035550e+01 
 1.14658417e-01  1.12420809e+02  5.36252496e+01 
 1.17302409e-01  1.12582052e+02  5.29324967e+01 
 1.20007371e-01  1.12741760e+02  5.22252094e+01 
 1.22774708e-01  1.12899955e+02  5.15031741e+01 
 1.25605860e-01  1.13056345e+02  5.07667207e+01 
 1.28502297e-01  1.13211262e+02  5.00151051e+01 
 1.31465525e-01  1.13364334e+02  4.92488165e+01 
 1.34497085e-01  1.13515733e+02  4.84673833e+01 
 1.37598551e-01  1.13665164e+02  4.76711967e+01 
 1.40771537e-01  1.13812719e+02  4.68599398e+01 
 1.44017690e-01  1.13958331e+02  4.60335908e+01 
 1.47338699e-01  1.14101860e+02  4.51922964e+01 
 1.50736290e-01  1.14243238e+02  4.43360678e+01 
 1.54212228e-01  1.14382398e+02  4.34649297e+01 
 1.57768320e-01  1.14519348e+02  4.25787548e+01 
 1.61406415e-01  1.14654018e+02  4.16775864e+01 
 1.65128404e-01  1.14786264e+02  4.07616543e+01 
 1.68936220e-01  1.14916088e+02  3.98308665e+01 
 1.72831844e-01  1.15043272e+02  3.88856674e+01 
 1.76817299e-01  1.15167894e+02  3.79258195e+01 
 1.80894658e-01  1.15289808e+02  3.69516290e+01 
 1.85066040e-01  1.15409088e+02  3.59628708e+01 
 1.89333613e-01  1.15525444e+02  3.49602628e+01 
 1.93699595e-01  1.15639022e+02  3.39434189e+01 
 1.98166255e-01  1.15749534e+02  3.29131120e+01 
 2.02735916e-01  1.15856982e+02  3.18693729e+01 
 2.07410951e-01  1.15961366e+02  3.08122388e+01 
 2.12193792e-01  1.16062547e+02  2.97421647e+01 
 2.17086923e-01  1.16160524e+02  2.86592188e+01 
 2.22092889e-01  1.16255161e+02  2.75639005e+01 
 2.27214291e-01  1.16346460e+02  2.64563101e+01 
 2.32453791e-01  1.16434219e+02  2.53372089e+01 
 2.37814113e-01  1.16518510e+02  2.42065164e+01 
 2.43298042e-01  1.16599203e+02  2.30648191e+01 
 2.48908429e-01  1.16676239e+02  2.19125066e+01 
 2.54648190e-01  1.16749623e+02  2.07497557e+01 
 2.60520309e-01  1.16819171e+02  1.95774489e+01 
 2.66527837e-01  1.16884957e+02  1.83955644e+01 
 2.72673897e-01  1.16946928e+02  1.72045519e+01 
 2.78961683e-01  1.17004846e+02  1.60056005e+01 
 2.85394464e-01  1.17058915e+02  1.47982395e+01 
 2.91975583e-01  1.17108906e+02  1.35836955e+01 
 2.98708461e-01  1.17154839e+02  1.23622441e+01 
 3.05596598e-01  1.17196737e+02  1.11341625e+01 
 3.12643573e-01  1.17234446e+02  9.90049212e+00 
 3.19853049e-01  1.17268052e+02  8.66127980e+00 
 3.27228774e-01  1.17297412e+02  7.41759621e+00 
 3.34774581e-01  1.17322560e+02  6.16975777e+00 
 3.42494392e-01  1.17343528e+02  4.91808046e+00 
 3.50392221e-01  1.17360136e+02  3.66393401e+00 
 3.58472171e-01  1.17372534e+02  2.40712241e+00 
 3.66738442e-01  1.17380657e+02  1.14850109e+00 
 3.75195331e-01  1.17384447e+02 -1.11064447e-01 
 3.83847234e-01  1.17384005e+02 -1.37151126e+00 
 3.92698648e-01  1.17379179e+02 -2.63143113e+00 
 4.01754173e-01  1.17370127e+02 -3.89103506e+00 
 4.11018515e-01  1.17356757e+02 -5.14918388e+00 
 4.20496491e-01  1.17339178e+02 -6.40582919e+00 
 4.30193027e-01  1.17317311e+02 -7.65983545e+00 
 4.40113162e-01  1.17291179e+02 -8.91061729e+00 
 4.50262052e-01  1.17260849e+02 -1.01578719e+01 
 4.60644974e-01  1.17226348e+02 -1.14010307e+01 
 4.71267322e-01  1.17187664e+02 -1.26392579e+01 
 4.82134619e-01  1.17144914e+02 -1.38725554e+01 
 4.93252513e-01  1.17098010e+02 -1.50995569e+01 
 5.04626783e-01  1.17047076e+02 -1.63202879e+01 
 5.16263340e-01  1.16992192e+02 -1.75345092e+01 
 5.28168234e-01  1.16933287e+02 -1.87408969e+01 
 5.40347650e-01  1.16870488e+02 -1.99395165e+01 
 5.52807921e-01  1.16803810e+02 -2.11296258e+01 
 5.65555523e-01  1.16733375e+02 -2.23113172e+01 
 5.78597080e-01  1.16659171e+02 -2.34836100e+01 
 5.91939372e-01  1.16581255e+02 -2.46460881e+01 
 6.05589334e-01  1.16499722e+02 -2.57986219e+01 
 6.19554061e-01  1.16414602e+02 -2.69405621e+01 
 6.33840810e-01  1.16325989e+02 -2.80718136e+01 
 6.48457008e-01  1.16233948e+02 -2.91920310e+01 
 6.63410251e-01  1.16138517e+02 -3.03006274e+01 
 6.78708313e-01  1.16039790e+02 -3.13975603e+01 
 6.94359143e-01  1.15937811e+02 -3.24822859e+01 
 7.10370877e-01  1.15832676e+02 -3.35547971e+01 
 7.26751838e-01  1.15724453e+02 -3.46148462e+01 
 7.43510539e-01  1.15613190e+02 -3.56619537e+01 
 7.60655691e-01  1.15498958e+02 -3.66959175e+01 
 7.78196206e-01  1.15381876e+02 -3.77170446e+01 
 7.96141200e-01  1.15261969e+02 -3.87246707e+01 
 8.14500001e-01  1.15139331e+02 -3.97188900e+01 
 8.33282151e-01  1.15014013e+02 -4.06993306e+01 
 8.52497412e-01  1.14886107e+02 -4.16661174e+01 
 8.72155772e-01  1.14755683e+02 -4.26191503e+01 
 8.92267449e-01  1.14622793e+02 -4.35581178e+01 
 9.12842895e-01  1.14487525e+02 -4.44831874e+01 
 9.33892805e-01  1.14349950e+02 -4.53943080e+01 
 9.55428121e-01  1.14210117e+02 -4.62912244e+01 
 9.77460036e-01  1.14068112e+02 -4.71741414e+01 
 1.00000000e+00  1.13923985e+02 -4.80428388e+01 
 1.02305973e+00  1.13777834e+02 -4.88977533e+01 
 1.04665121e+00  1.13629692e+02 -4.97384814e+01 
 1.07078670e+00  1.13479638e+02 -5.05652684e+01 
 1.09547876e+00  1.13327721e+02 -5.13779577e+01 
 1.12074020e+00  1.13174027e+02 -5.21770095e+01 
 1.14658417e+00  1.13018592e+02 -5.29620909e+01 
 1.17302409e+00  1.12861486e+02 -5.37334787e+01 
 1.20007371e+00  1.12702767e+02 -5.44912581e+01 
 1.22774708e+00  1.12542478e+02 -5.52353381e+01 
 1.25605860e+00  1.12380698e+02 -5.59661943e+01 
 1.28502297e+00  1.12217448e+02 -5.66833906e+01 
 1.31465525e+00  1.12052810e+02 -5.73875904e+01 
 1.34497085e+00  1.11886824e+02 -5.80787351e+01 
 1.37598551e+00  1.11719531e+02 -5.87567850e+01 
 1.40771537e+00  1.11550988e+02 -5.94220514e+01 
 1.44017690e+00  1.11381249e+02 -6.00748382e+01 
 1.47338699e+00  1.11210334e+02 -6.07147998e+01 
 1.50736290e+00  1.11038305e+02 -6.13424185e+01 
 1.54212228e+00  1.10865203e+02 -6.19578477e+01 
 1.57768320e+00  1.10691083e+02 -6.25615471e+01 
 1.61406415e+00  1.10515956e+02 -6.31530632e+01 
 1.65128404e+00  1.10339876e+02 -6.37328672e+01 
 1.68936220e+00  1.10162872e+02 -6.43009801e+01 
 1.72831844e+00  1.09984994e+02 -6.48578573e+01 
 1.76817299e+00  1.09806275e+02 -6.54036581e+01 
 1.80894658e+00  1.09626733e+02 -6.59381380e+01 
 1.85066040e+00  1.09446410e+02 -6.64617479e+01 
 1.89333613e+00  1.09265343e+02 -6.69747881e+01 
 1.93699595e+00  1.09083553e+02 -6.74771672e+01 
 1.98166255e+00  1.08901072e+02 -6.79691890e+01 
 2.02735916e+00  1.08717934e+02 -6.84511466e+01 
 2.07410951e+00  1.08534157e+02 -6.89229642e+01 
 2.12193792e+00  1.08349771e+02 -6.93849371e+01 
 2.17086923e+00  1.08164801e+02 -6.98372352e+01 
 2.22092889e+00  1.07979267e+02 -7.02799152e+01 
 2.27214291e+00  1.07793200e+02 -7.07133726e+01 
 2.32453791e+00  1.07606615e+02 -7.11375517e+01 
 2.37814113e+00  1.07419541e+02 -7.15528368e+01 
 2.43298042e+00  1.07231993e+02 -7.19592822e+01 
 2.48908429e+00  1.07043993e+02 -7.23570514e+01 
 2.54648190e+00  1.06855557e+02 -7.27462067e+01 
 2.60520309e+00  1.06666705e+02 -7.31270119e+01 
 2.66527837e+00  1.06477455e+02 -7.34996249e+01 
 2.72673897e+00  1.06287824e+02 -7.38642025e+01 
 2.78961683e+00  1.06097831e+02 -7.42209902e+01 
 2.85394464e+00  1.05907488e+02 -7.45700460e+01 
 2.91975583e+00  1.05716808e+02 -7.49114336e+01 
 2.98708461e+00  1.05525806e+02 -7.52453075e+01 
 3.05596598e+00  1.05334499e+02 -7.55719868e+01 
 3.12643573e+00  1.05142899e+02 -7.58915291e+01 
 3.19853049e+00  1.04951020e+02 -7.62041567e+01 
 3.27228774e+00  1.04758872e+02 -7.65099269e+01 
 3.34774581e+00  1.04566465e+02 -7.68089015e+01 
 3.42494392e+00  1.04373809e+02 -7.71011468e+01 
 3.50392221e+00  1.04180921e+02 -7.73870991e+01 
 3.58472171e+00  1.03987807e+02 -7.76667374e+01 
 3.66738442e+00  1.03794476e+02 -7.79401210e+01 
 3.75195331e+00  1.03600941e+02 -7.82075190e+01 
 3.83847234e+00  1.03407208e+02 -7.84689848e+01 
 3.92698648e+00  1.03213285e+02 -7.87245758e+01 
 4.01754173e+00  1.03019183e+02 -7.89745452e+01 
 4.11018515e+00  1.02824908e+02 -7.92188821e+01 
 4.20496491e+00  1.02630468e+02 -7.94578295e+01 
 4.30193027e+00  1.02435869e+02 -7.96913778e+01 
 4.40113162e+00  1.02241121e+02 -7.99197602e+01 
 4.50262052e+00  1.02046227e+02 -8.01429681e+01 
 4.60644974e+00  1.01851194e+02 -8.03611134e+01 
 4.71267322e+00  1.01656031e+02 -8.05744700e+01 
 4.82134619e+00  1.01460741e+02 -8.07829733e+01 
 4.93252513e+00  1.01265331e+02 -8.09867813e+01 
 5.04626783e+00  1.01069805e+02 -8.11859936e+01 
 5.16263340e+00  1.00874169e+02 -8.13807078e+01 
 5.28168234e+00  1.00678428e+02 -8.15710689e+01 
 5.40347650e+00  1.00482585e+02 -8.17570714e+01 
 5.52807921e+00  1.00286646e+02 -8.19388105e+01 
 5.65555523e+00  1.00090615e+02 -8.21164712e+01 
 5.78597080e+00  9.98944969e+01 -8.22901831e+01 
 5.91939372e+00  9.96982938e+01 -8.24598515e+01 
 6.05589334e+00  9.95020102e+01 -8.26256525e+01 
 6.19554061e+00  9.93056497e+01 -8.27876689e+01 
 6.33840810e+00  9.91092158e+01 -8.29459819e+01 
 6.48457008e+00  9.89127116e+01 -8.31006706e+01 
 6.63410251e+00  9.87161406e+01 -8.32518518e+01 
 6.78708313e+00  9.85195051e+01 -8.33995224e+01 
 6.94359143e+00  9.83228079e+01 -8.35437593e+01 
 7.10370877e+00  9.81260528e+01 -8.36847474e+01 
