 frequency       v(CMRR_dB)      v(CMRR_arg)    
 7.26751838e+00  9.79292414e+01 -8.38224458e+01 
 7.43510539e+00  9.77323764e+01 -8.39569613e+01 
 7.60655691e+00  9.75354600e+01 -8.40883279e+01 
 7.78196206e+00  9.73384951e+01 -8.42166813e+01 
 7.96141200e+00  9.71414837e+01 -8.43420843e+01 
 8.14500001e+00  9.69444271e+01 -8.44645025e+01 
 8.33282151e+00  9.67473282e+01 -8.45840961e+01 
 8.52497412e+00  9.65501884e+01 -8.47008629e+01 
 8.72155772e+00  9.63530096e+01 -8.48148942e+01 
 8.92267449e+00  9.61557938e+01 -8.49262773e+01 
 9.12842895e+00  9.59585430e+01 -8.50350954e+01 
 9.33892805e+00  9.57612578e+01 -8.51412889e+01 
 9.55428121e+00  9.55639402e+01 -8.52449702e+01 
 9.77460036e+00  9.53665914e+01 -8.53461657e+01 
 1.00000000e+01  9.51692134e+01 -8.54450073e+01 
 1.02305973e+01  9.49718068e+01 -8.55414400e+01 
 1.04665121e+01  9.47743734e+01 -8.56355914e+01 
 1.07078670e+01  9.45769140e+01 -8.57274595e+01 
 1.09547876e+01  9.43794301e+01 -8.58171168e+01 
 1.12074020e+01  9.41819228e+01 -8.59046325e+01 
 1.14658417e+01  9.39843929e+01 -8.59900046e+01 
 1.17302409e+01  9.37868417e+01 -8.60733228e+01 
 1.20007371e+01  9.35892700e+01 -8.61545851e+01 
 1.22774708e+01  9.33916787e+01 -8.62338560e+01 
 1.25605860e+01  9.31940690e+01 -8.63112176e+01 
 1.28502297e+01  9.29964413e+01 -8.63866259e+01 
 1.31465525e+01  9.27987967e+01 -8.64601820e+01 
 1.34497085e+01  9.26011359e+01 -8.65319030e+01 
 1.37598551e+01  9.24034596e+01 -8.66018069e+01 
 1.40771537e+01  9.22057685e+01 -8.66699495e+01 
 1.44017690e+01  9.20080633e+01 -8.67363661e+01 
 1.47338699e+01  9.18103447e+01 -8.68010731e+01 
 1.50736290e+01  9.16126134e+01 -8.68641397e+01 
 1.54212228e+01  9.14148700e+01 -8.69256142e+01 
 1.57768320e+01  9.12171148e+01 -8.69854434e+01 
 1.61406415e+01  9.10193486e+01 -8.70437262e+01 
 1.65128404e+01  9.08215718e+01 -8.71004757e+01 
 1.68936220e+01  9.06237850e+01 -8.71557059e+01 
 1.72831844e+01  9.04259887e+01 -8.72094916e+01 
 1.76817299e+01  9.02281833e+01 -8.72618142e+01 
 1.80894658e+01  9.00303692e+01 -8.73127163e+01 
 1.85066040e+01  8.98325469e+01 -8.73622101e+01 
 1.89333613e+01  8.96347168e+01 -8.74103358e+01 
 1.93699595e+01  8.94368794e+01 -8.74571589e+01 
 1.98166255e+01  8.92390348e+01 -8.75026217e+01 
 2.02735916e+01  8.90411836e+01 -8.75467891e+01 
 2.07410951e+01  8.88433260e+01 -8.75896839e+01 
 2.12193792e+01  8.86454625e+01 -8.76313529e+01 
 2.17086923e+01  8.84475934e+01 -8.76717680e+01 
 2.22092889e+01  8.82497188e+01 -8.77109634e+01 
 2.27214291e+01  8.80518392e+01 -8.77489832e+01 
 2.32453791e+01  8.78539549e+01 -8.77858462e+01 
 2.37814113e+01  8.76560661e+01 -8.78215599e+01 
 2.43298042e+01  8.74581731e+01 -8.78561212e+01 
 2.48908429e+01  8.72602762e+01 -8.78895915e+01 
 2.54648190e+01  8.70623755e+01 -8.79219456e+01 
 2.60520309e+01  8.68644714e+01 -8.79532218e+01 
 2.66527837e+01  8.66665642e+01 -8.79834461e+01 
 2.72673897e+01  8.64686540e+01 -8.80126238e+01 
 2.78961683e+01  8.62707410e+01 -8.80407514e+01 
 2.85394464e+01  8.60728255e+01 -8.80678721e+01 
 2.91975583e+01  8.58749078e+01 -8.80939904e+01 
 2.98708461e+01  8.56769880e+01 -8.81191373e+01 
 3.05596598e+01  8.54790661e+01 -8.81432649e+01 
 3.12643573e+01  8.52811428e+01 -8.81664638e+01 
 3.19853049e+01  8.50832179e+01 -8.81886860e+01 
 3.27228774e+01  8.48852917e+01 -8.82099855e+01 
 3.34774581e+01  8.46873645e+01 -8.82303563e+01 
 3.42494392e+01  8.44894364e+01 -8.82497784e+01 
 3.50392221e+01  8.42915076e+01 -8.82683086e+01 
 3.58472171e+01  8.40935784e+01 -8.82859556e+01 
 3.66738442e+01  8.38956488e+01 -8.83026989e+01 
 3.75195331e+01  8.36977190e+01 -8.83185553e+01 
 3.83847234e+01  8.34997893e+01 -8.83335469e+01 
 3.92698648e+01  8.33018599e+01 -8.83476678e+01 
 4.01754173e+01  8.31039309e+01 -8.83609388e+01 
 4.11018515e+01  8.29060025e+01 -8.83733472e+01 
 4.20496491e+01  8.27080750e+01 -8.83849190e+01 
 4.30193027e+01  8.25101484e+01 -8.83956475e+01 
 4.40113162e+01  8.23122230e+01 -8.84055507e+01 
 4.50262052e+01  8.21142990e+01 -8.84146159e+01 
 4.60644974e+01  8.19163766e+01 -8.84228541e+01 
 4.71267322e+01  8.17184559e+01 -8.84302868e+01 
 4.82134619e+01  8.15205373e+01 -8.84369061e+01 
 4.93252513e+01  8.13226209e+01 -8.84427101e+01 
 5.04626783e+01  8.11247070e+01 -8.84476921e+01 
 5.16263340e+01  8.09267957e+01 -8.84518808e+01 
 5.28168234e+01  8.07288872e+01 -8.84552679e+01 
 5.40347650e+01  8.05309819e+01 -8.84578358e+01 
 5.52807921e+01  8.03330799e+01 -8.84596155e+01 
 5.65555523e+01  8.01351814e+01 -8.84605935e+01 
 5.78597080e+01  7.99372869e+01 -8.84607705e+01 
 5.91939372e+01  7.97393964e+01 -8.84601559e+01 
 6.05589334e+01  7.95415102e+01 -8.84587447e+01 
 6.19554061e+01  7.93436287e+01 -8.84565236e+01 
 6.33840810e+01  7.91457522e+01 -8.84535046e+01 
 6.48457008e+01  7.89478808e+01 -8.84496945e+01 
 6.63410251e+01  7.87500150e+01 -8.84450709e+01 
 6.78708313e+01  7.85521549e+01 -8.84396361e+01 
 6.94359143e+01  7.83543012e+01 -8.84333993e+01 
 7.10370877e+01  7.81564539e+01 -8.84263459e+01 
 7.26751838e+01  7.79586136e+01 -8.84184765e+01 
 7.43510539e+01  7.77607805e+01 -8.84097944e+01 
 7.60655691e+01  7.75629550e+01 -8.84002879e+01 
 7.78196206e+01  7.73651376e+01 -8.83899459e+01 
 7.96141200e+01  7.71673286e+01 -8.83787768e+01 
 8.14500001e+01  7.69695285e+01 -8.83667651e+01 
 8.33282151e+01  7.67717378e+01 -8.83539084e+01 
 8.52497412e+01  7.65739570e+01 -8.83402004e+01 
 8.72155772e+01  7.63761865e+01 -8.83256372e+01 
 8.92267449e+01  7.61784268e+01 -8.83101969e+01 
 9.12842895e+01  7.59806785e+01 -8.82938983e+01 
 9.33892805e+01  7.57829422e+01 -8.82767074e+01 
 9.55428121e+01  7.55852183e+01 -8.82586246e+01 
 9.77460036e+01  7.53875077e+01 -8.82396465e+01 
 1.00000000e+02  7.51898108e+01 -8.82197557e+01 
 1.02305973e+02  7.49921282e+01 -8.81989579e+01 
 1.04665121e+02  7.47944608e+01 -8.81772149e+01 
 1.07078670e+02  7.45968095e+01 -8.81545438e+01 
 1.09547876e+02  7.43991747e+01 -8.81309185e+01 
 1.12074020e+02  7.42015573e+01 -8.81063277e+01 
 1.14658417e+02  7.40039583e+01 -8.80807640e+01 
 1.17302409e+02  7.38063783e+01 -8.80542105e+01 
 1.20007371e+02  7.36088184e+01 -8.80266609e+01 
 1.22774708e+02  7.34112793e+01 -8.79980907e+01 
 1.25605860e+02  7.32137624e+01 -8.79684908e+01 
 1.28502297e+02  7.30162684e+01 -8.79378530e+01 
 1.31465525e+02  7.28187985e+01 -8.79061561e+01 
 1.34497085e+02  7.26213539e+01 -8.78733810e+01 
 1.37598551e+02  7.24239355e+01 -8.78395218e+01 
 1.40771537e+02  7.22265450e+01 -8.78045506e+01 
 1.44017690e+02  7.20291833e+01 -8.77684584e+01 
 1.47338699e+02  7.18318520e+01 -8.77312296e+01 
 1.50736290e+02  7.16345523e+01 -8.76928356e+01 
 1.54212228e+02  7.14372855e+01 -8.76532671e+01 
 1.57768320e+02  7.12400538e+01 -8.76125020e+01 
 1.61406415e+02  7.10428584e+01 -8.75705225e+01 
 1.65128404e+02  7.08457010e+01 -8.75273040e+01 
 1.68936220e+02  7.06485834e+01 -8.74828295e+01 
 1.72831844e+02  7.04515073e+01 -8.74370812e+01 
 1.76817299e+02  7.02544748e+01 -8.73900346e+01 
 1.80894658e+02  7.00574878e+01 -8.73416634e+01 
 1.85066040e+02  6.98605486e+01 -8.72919497e+01 
 1.89333613e+02  6.96636592e+01 -8.72408692e+01 
 1.93699595e+02  6.94668222e+01 -8.71883998e+01 
 1.98166255e+02  6.92700396e+01 -8.71345134e+01 
 2.02735916e+02  6.90733140e+01 -8.70791870e+01 
 2.07410951e+02  6.88766483e+01 -8.70223958e+01 
 2.12193792e+02  6.86800450e+01 -8.69641141e+01 
 2.17086923e+02  6.84835071e+01 -8.69043172e+01 
 2.22092889e+02  6.82870374e+01 -8.68429724e+01 
 2.27214291e+02  6.80906390e+01 -8.67800578e+01 
 2.32453791e+02  6.78943155e+01 -8.67155481e+01 
 2.37814113e+02  6.76980701e+01 -8.66494084e+01 
 2.43298042e+02  6.75019064e+01 -8.65816136e+01 
 2.48908429e+02  6.73058281e+01 -8.65121358e+01 
 2.54648190e+02  6.71098390e+01 -8.64409392e+01 
 2.60520309e+02  6.69139433e+01 -8.63680013e+01 
 2.66527837e+02  6.67181453e+01 -8.62932847e+01 
 2.72673897e+02  6.65224490e+01 -8.62167665e+01 
 2.78961683e+02  6.63268596e+01 -8.61384043e+01 
 2.85394464e+02  6.61313814e+01 -8.60581751e+01 
 2.91975583e+02  6.59360198e+01 -8.59760426e+01 
 2.98708461e+02  6.57407799e+01 -8.58919807e+01 
 3.05596598e+02  6.55456671e+01 -8.58059472e+01 
 3.12643573e+02  6.53506868e+01 -8.57179172e+01 
 3.19853049e+02  6.51558455e+01 -8.56278512e+01 
 3.27228774e+02  6.49611494e+01 -8.55357211e+01 
 3.34774581e+02  6.47666044e+01 -8.54414890e+01 
 3.42494392e+02  6.45722178e+01 -8.53451276e+01 
 3.50392221e+02  6.43779962e+01 -8.52465951e+01 
 3.58472171e+02  6.41839473e+01 -8.51458607e+01 
 3.66738442e+02  6.39900785e+01 -8.50428929e+01 
 3.75195331e+02  6.37963973e+01 -8.49376568e+01 
 3.83847234e+02  6.36029127e+01 -8.48301188e+01 
 3.92698648e+02  6.34096327e+01 -8.47202459e+01 
 4.01754173e+02  6.32165665e+01 -8.46080042e+01 
 4.11018515e+02  6.30237230e+01 -8.44933630e+01 
 4.20496491e+02  6.28311123e+01 -8.43762907e+01 
 4.30193027e+02  6.26387443e+01 -8.42567530e+01 
 4.40113162e+02  6.24466293e+01 -8.41347206e+01 
 4.50262052e+02  6.22547782e+01 -8.40101640e+01 
 4.60644974e+02  6.20632022e+01 -8.38830546e+01 
 4.71267322e+02  6.18719128e+01 -8.37533642e+01 
 4.82134619e+02  6.16809220e+01 -8.36210646e+01 
 4.93252513e+02  6.14902425e+01 -8.34861317e+01 
 5.04626783e+02  6.12998873e+01 -8.33485409e+01 
 5.16263340e+02  6.11098698e+01 -8.32082681e+01 
 5.28168234e+02  6.09202037e+01 -8.30652957e+01 
 5.40347650e+02  6.07309035e+01 -8.29196011e+01 
 5.52807921e+02  6.05419840e+01 -8.27711715e+01 
 5.65555523e+02  6.03534609e+01 -8.26199921e+01 
 5.78597080e+02  6.01653495e+01 -8.24660469e+01 
 5.91939372e+02  5.99776665e+01 -8.23093322e+01 
 6.05589334e+02  5.97904282e+01 -8.21498367e+01 
 6.19554061e+02  5.96036528e+01 -8.19875596e+01 
 6.33840810e+02  5.94173574e+01 -8.18225013e+01 
 6.48457008e+02  5.92315610e+01 -8.16546668e+01 
 6.63410251e+02  5.90462817e+01 -8.14840630e+01 
 6.78708313e+02  5.88615396e+01 -8.13107032e+01 
 6.94359143e+02  5.86773542e+01 -8.11346026e+01 
 7.10370877e+02  5.84937461e+01 -8.09557813e+01 
 7.26751838e+02  5.83107356e+01 -8.07742701e+01 
 7.43510539e+02  5.81283441e+01 -8.05900980e+01 
 7.60655691e+02  5.79465935e+01 -8.04033039e+01 
 7.78196206e+02  5.77655062e+01 -8.02139308e+01 
 7.96141200e+02  5.75851036e+01 -8.00220284e+01 
 8.14500001e+02  5.74054099e+01 -7.98276555e+01 
 8.33282151e+02  5.72264473e+01 -7.96308725e+01 
 8.52497412e+02  5.70482396e+01 -7.94317532e+01 
 8.72155772e+02  5.68708106e+01 -7.92303757e+01 
 8.92267449e+02  5.66941840e+01 -7.90268266e+01 
 9.12842895e+02  5.65183841e+01 -7.88212012e+01 
 9.33892805e+02  5.63434351e+01 -7.86136034e+01 
 9.55428121e+02  5.61693612e+01 -7.84041449e+01 
 9.77460036e+02  5.59961867e+01 -7.81929484e+01 
 1.00000000e+03  5.58239356e+01 -7.79801467e+01 
 1.02305973e+03  5.56526320e+01 -7.77658783e+01 
 1.04665121e+03  5.54822998e+01 -7.75502965e+01 
 1.07078670e+03  5.53129624e+01 -7.73335620e+01 
 1.09547876e+03  5.51446427e+01 -7.71158488e+01 
 1.12074020e+03  5.49773638e+01 -7.68973383e+01 
 1.14658417e+03  5.48111469e+01 -7.66782232e+01 
 1.17302409e+03  5.46460144e+01 -7.64587100e+01 
 1.20007371e+03  5.44819860e+01 -7.62390116e+01 
 1.22774708e+03  5.43190816e+01 -7.60193556e+01 
 1.25605860e+03  5.41573202e+01 -7.57999805e+01 
 1.28502297e+03  5.39967189e+01 -7.55811325e+01 
 1.31465525e+03  5.38372941e+01 -7.53630712e+01 
 1.34497085e+03  5.36790611e+01 -7.51460659e+01 
 1.37598551e+03  5.35220334e+01 -7.49303967e+01 
 1.40771537e+03  5.33662224e+01 -7.47163521e+01 
 1.44017690e+03  5.32116389e+01 -7.45042328e+01 
 1.47338699e+03  5.30582912e+01 -7.42943477e+01 
 1.50736290e+03  5.29061855e+01 -7.40870126e+01 
 1.54212228e+03  5.27553263e+01 -7.38825540e+01 
 1.57768320e+03  5.26057163e+01 -7.36813056e+01 
 1.61406415e+03  5.24573550e+01 -7.34836059e+01 
 1.65128404e+03  5.23102400e+01 -7.32898021e+01 
 1.68936220e+03  5.21643668e+01 -7.31002463e+01 
 1.72831844e+03  5.20197278e+01 -7.29152932e+01 
 1.76817299e+03  5.18763130e+01 -7.27353030e+01 
 1.80894658e+03  5.17341098e+01 -7.25606373e+01 
 1.85066040e+03  5.15931026e+01 -7.23916608e+01 
 1.89333613e+03  5.14532731e+01 -7.22287374e+01 
 1.93699595e+03  5.13146001e+01 -7.20722297e+01 
 1.98166255e+03  5.11770595e+01 -7.19224998e+01 
 2.02735916e+03  5.10406244e+01 -7.17799066e+01 
 2.07410951e+03  5.09052650e+01 -7.16448036e+01 
 2.12193792e+03  5.07709484e+01 -7.15175405e+01 
 2.17086923e+03  5.06376390e+01 -7.13984585e+01 
 2.22092889e+03  5.05052984e+01 -7.12878933e+01 
 2.27214291e+03  5.03738855e+01 -7.11861697e+01 
 2.32453791e+03  5.02433560e+01 -7.10936012e+01 
 2.37814113e+03  5.01136634e+01 -7.10104917e+01 
 2.43298042e+03  4.99847589e+01 -7.09371325e+01 
 2.48908429e+03  4.98565904e+01 -7.08737977e+01 
 2.54648190e+03  4.97291048e+01 -7.08207519e+01 
 2.60520309e+03  4.96022454e+01 -7.07782371e+01 
 2.66527837e+03  4.94759546e+01 -7.07464854e+01 
 2.72673897e+03  4.93501724e+01 -7.07257053e+01 
 2.78961683e+03  4.92248372e+01 -7.07160892e+01 
 2.85394464e+03  4.90998861e+01 -7.07178110e+01 
 2.91975583e+03  4.89752544e+01 -7.07310208e+01 
 2.98708461e+03  4.88508771e+01 -7.07558529e+01 
 3.05596598e+03  4.87266875e+01 -7.07924179e+01 
 3.12643573e+03  4.86026184e+01 -7.08408031e+01 
 3.19853049e+03  4.84786024e+01 -7.09010783e+01 
 3.27228774e+03  4.83545717e+01 -7.09732888e+01 
 3.34774581e+03  4.82304581e+01 -7.10574575e+01 
 3.42494392e+03  4.81061941e+01 -7.11535875e+01 
 3.50392221e+03  4.79817121e+01 -7.12616583e+01 
 3.58472171e+03  4.78569455e+01 -7.13816291e+01 
 3.66738442e+03  4.77318282e+01 -7.15134382e+01 
 3.75195331e+03  4.76062951e+01 -7.16570004e+01 
 3.83847234e+03  4.74802827e+01 -7.18122155e+01 
 3.92698648e+03  4.73537282e+01 -7.19789585e+01 
 4.01754173e+03  4.72265710e+01 -7.21570900e+01 
 4.11018515e+03  4.70987519e+01 -7.23464509e+01 
 4.20496491e+03  4.69702138e+01 -7.25468645e+01 
 4.30193027e+03  4.68409015e+01 -7.27581400e+01 
 4.40113162e+03  4.67107619e+01 -7.29800694e+01 
 4.50262052e+03  4.65797444e+01 -7.32124312e+01 
 4.60644974e+03  4.64478010e+01 -7.34549941e+01 
 4.71267322e+03  4.63148856e+01 -7.37075106e+01 
 4.82134619e+03  4.61809555e+01 -7.39697261e+01 
 4.93252513e+03  4.60459701e+01 -7.42413766e+01 
 5.04626783e+03  4.59098914e+01 -7.45221874e+01 
 5.16263340e+03  4.57726849e+01 -7.48118804e+01 
 5.28168234e+03  4.56343182e+01 -7.51101697e+01 
 5.40347650e+03  4.54947619e+01 -7.54167666e+01 
 5.52807921e+03  4.53539895e+01 -7.57313776e+01 
 5.65555523e+03  4.52119772e+01 -7.60537094e+01 
 5.78597080e+03  4.50687041e+01 -7.63834653e+01 
 5.91939372e+03  4.49241517e+01 -7.67203522e+01 
 6.05589334e+03  4.47783046e+01 -7.70640749e+01 
 6.19554061e+03  4.46311496e+01 -7.74143437e+01 
 6.33840810e+03  4.44826764e+01 -7.77708701e+01 
 6.48457008e+03  4.43328768e+01 -7.81333707e+01 
 6.63410251e+03  4.41817455e+01 -7.85015676e+01 
 6.78708313e+03  4.40292789e+01 -7.88751877e+01 
 6.94359143e+03  4.38754759e+01 -7.92539649e+01 
 7.10370877e+03  4.37203377e+01 -7.96376417e+01 
 7.26751838e+03  4.35638669e+01 -8.00259659e+01 
 7.43510539e+03  4.34060686e+01 -8.04186960e+01 
 7.60655691e+03  4.32469494e+01 -8.08155984e+01 
 7.78196206e+03  4.30865175e+01 -8.12164482e+01 
 7.96141200e+03  4.29247827e+01 -8.16210301e+01 
 8.14500001e+03  4.27617564e+01 -8.20291405e+01 
 8.33282151e+03  4.25974512e+01 -8.24405822e+01 
 8.52497412e+03  4.24318808e+01 -8.28551707e+01 
 8.72155772e+03  4.22650605e+01 -8.32727319e+01 
 8.92267449e+03  4.20970060e+01 -8.36931001e+01 
 9.12842895e+03  4.19277344e+01 -8.41161214e+01 
 9.33892805e+03  4.17572635e+01 -8.45416504e+01 
 9.55428121e+03  4.15856119e+01 -8.49695533e+01 
 9.77460036e+03  4.14127989e+01 -8.53997055e+01 
 1.00000000e+04  4.12388443e+01 -8.58319924e+01 
 1.02305973e+04  4.10637687e+01 -8.62663095e+01 
 1.04665121e+04  4.08875928e+01 -8.67025592e+01 
 1.07078670e+04  4.07103382e+01 -8.71406552e+01 
 1.09547876e+04  4.05320265e+01 -8.75805200e+01 
 1.12074020e+04  4.03526800e+01 -8.80220838e+01 
 1.14658417e+04  4.01723209e+01 -8.84652841e+01 
 1.17302409e+04  3.99909723e+01 -8.89100686e+01 
 1.20007371e+04  3.98086569e+01 -8.93563914e+01 
 1.22774708e+04  3.96253982e+01 -8.98042134e+01 
 1.25605860e+04  3.94412195e+01 -9.02535037e+01 
 1.28502297e+04  3.92561451e+01 -9.07042389e+01 
 1.31465525e+04  3.90701987e+01 -9.11564001e+01 
 1.34497085e+04  3.88834049e+01 -9.16099770e+01 
 1.37598551e+04  3.86957884e+01 -9.20649633e+01 
 1.40771537e+04  3.85073742e+01 -9.25213603e+01 
 1.44017690e+04  3.83181879e+01 -9.29791763e+01 
 1.47338699e+04  3.81282553e+01 -9.34384221e+01 
 1.50736290e+04  3.79376028e+01 -9.38991184e+01 
 1.54212228e+04  3.77462571e+01 -9.43612883e+01 
 1.57768320e+04  3.75542457e+01 -9.48249633e+01 
 1.61406415e+04  3.73615966e+01 -9.52901786e+01 
 1.65128404e+04  3.71683385e+01 -9.57569772e+01 
 1.68936220e+04  3.69745007e+01 -9.62254089e+01 
 1.72831844e+04  3.67801134e+01 -9.66955282e+01 
 1.76817299e+04  3.65852077e+01 -9.71673981e+01 
 1.80894658e+04  3.63898154e+01 -9.76410884e+01 
 1.85066040e+04  3.61939693e+01 -9.81166772e+01 
 1.89333613e+04  3.59977033e+01 -9.85942509e+01 
 1.93699595e+04  3.58010524e+01 -9.90739046e+01 
 1.98166255e+04  3.56040523e+01 -9.95557440e+01 
 2.02735916e+04  3.54067402e+01 -1.00039884e+02 
 2.07410951e+04  3.52091543e+01 -1.00526453e+02 
 2.12193792e+04  3.50113339e+01 -1.01015589e+02 
 2.17086923e+04  3.48133196e+01 -1.01507444e+02 
 2.22092889e+04  3.46151529e+01 -1.02002187e+02 
 2.27214291e+04  3.44168768e+01 -1.02499999e+02 
 2.32453791e+04  3.42185350e+01 -1.03001080e+02 
 2.37814113e+04  3.40201724e+01 -1.03505645e+02 
 2.43298042e+04  3.38218349e+01 -1.04013931e+02 
 2.48908429e+04  3.36235692e+01 -1.04526193e+02 
 2.54648190e+04  3.34254229e+01 -1.05042710e+02 
 2.60520309e+04  3.32274439e+01 -1.05563781e+02 
 2.66527837e+04  3.30296808e+01 -1.06089731e+02 
 2.72673897e+04  3.28321825e+01 -1.06620912e+02 
 2.78961683e+04  3.26349976e+01 -1.07157700e+02 
 2.85394464e+04  3.24381748e+01 -1.07700502e+02 
 2.91975583e+04  3.22417622e+01 -1.08249752e+02 
 2.98708461e+04  3.20458073e+01 -1.08805917e+02 
 3.05596598e+04  3.18503560e+01 -1.09369494e+02 
 3.12643573e+04  3.16554529e+01 -1.09941015e+02 
 3.19853049e+04  3.14611410e+01 -1.10521043e+02 
 3.27228774e+04  3.12674604e+01 -1.11110177e+02 
 3.34774581e+04  3.10744485e+01 -1.11709051e+02 
 3.42494392e+04  3.08821393e+01 -1.12318333e+02 
 3.50392221e+04  3.06905628e+01 -1.12938729e+02 
 3.58472171e+04  3.04997443e+01 -1.13570977e+02 
 3.66738442e+04  3.03097040e+01 -1.14215852e+02 
 3.75195331e+04  3.01204558e+01 -1.14874163e+02 
 3.83847234e+04  2.99320073e+01 -1.15546751e+02 
 3.92698648e+04  2.97443581e+01 -1.16234490e+02 
 4.01754173e+04  2.95574997e+01 -1.16938281e+02 
 4.11018515e+04  2.93714141e+01 -1.17659053e+02 
 4.20496491e+04  2.91860735e+01 -1.18397756e+02 
 4.30193027e+04  2.90014384e+01 -1.19155361e+02 
 4.40113162e+04  2.88174576e+01 -1.19932852e+02 
 4.50262052e+04  2.86340662e+01 -1.20731221e+02 
 4.60644974e+04  2.84511854e+01 -1.21551459e+02 
 4.71267322e+04  2.82687208e+01 -1.22394554e+02 
 4.82134619e+04  2.80865619e+01 -1.23261471e+02 
 4.93252513e+04  2.79045805e+01 -1.24153152e+02 
 5.04626783e+04  2.77226301e+01 -1.25070496e+02 
 5.16263340e+04  2.75405449e+01 -1.26014345e+02 
 5.28168234e+04  2.73581393e+01 -1.26985472e+02 
 5.40347650e+04  2.71752069e+01 -1.27984559e+02 
 5.52807921e+04  2.69915203e+01 -1.29012175e+02 
 5.65555523e+04  2.68068315e+01 -1.30068757e+02 
 5.78597080e+04  2.66208713e+01 -1.31154583e+02 
 5.91939372e+04  2.64333511e+01 -1.32269743e+02 
 6.05589334e+04  2.62439635e+01 -1.33414114e+02 
 6.19554061e+04  2.60523841e+01 -1.34587326e+02 
 6.33840810e+04  2.58582749e+01 -1.35788727e+02 
 6.48457008e+04  2.56612875e+01 -1.37017354e+02 
 6.63410251e+04  2.54610669e+01 -1.38271899e+02 
 6.78708313e+04  2.52572580e+01 -1.39550668e+02 
 6.94359143e+04  2.50495114e+01 -1.40851557e+02 
 7.10370877e+04  2.48374920e+01 -1.42172016e+02 
 7.26751838e+04  2.46208874e+01 -1.43509022e+02 
 7.43510539e+04  2.43994190e+01 -1.44859053e+02 
 7.60655691e+04  2.41728539e+01 -1.46218073e+02 
 7.78196206e+04  2.39410185e+01 -1.47581518e+02 
 7.96141200e+04  2.37038142e+01 -1.48944286e+02 
 8.14500001e+04  2.34612344e+01 -1.50300748e+02 
 8.33282151e+04  2.32133844e+01 -1.51644751e+02 
 8.52497412e+04  2.29605045e+01 -1.52969653e+02 
 8.72155772e+04  2.27029956e+01 -1.54268355e+02 
 8.92267449e+04  2.24414511e+01 -1.55533372e+02 
 9.12842895e+04  2.21766933e+01 -1.56756915e+02 
 9.33892805e+04  2.19098189e+01 -1.57931040e+02 
 9.55428121e+04  2.16422552e+01 -1.59047858e+02 
 9.77460036e+04  2.13758259e+01 -1.60099852e+02 
 1.00000000e+05  2.11128337e+01 -1.61080386e+02 
 1.02305973e+05  2.08561529e+01 -1.61984474e+02 
 1.04665121e+05  2.06093298e+01 -1.62809964e+02 
 1.07078670e+05  2.03766707e+01 -1.63559320e+02 
 1.09547876e+05  2.01632814e+01 -1.64242250e+02 
 1.12074020e+05  1.99749809e+01 -1.64879403e+02 
 1.14658417e+05  1.98179611e+01 -1.65507215e+02 
 1.17302409e+05  1.96979885e+01 -1.66183524e+02 
 1.20007371e+05  1.96188938e+01 -1.66992458e+02 
 1.22774708e+05  1.95801524e+01 -1.68045224e+02 
 1.25605860e+05  1.95737093e+01 -1.69471031e+02 
 1.28502297e+05  1.95810440e+01 -1.71391568e+02 
 1.31465525e+05  1.95726527e+01 -1.73877416e+02 
 1.34497085e+05  1.95125889e+01 -1.76899290e+02 
 1.37598551e+05  1.93685661e+01 -1.80304703e+02 
 1.40771537e+05  1.91233065e+01 -1.83848667e+02 
 1.44017690e+05  1.87798935e+01 -1.87270958e+02 
 1.47338699e+05  1.83577978e+01 -1.90372924e+02 
 1.50736290e+05  1.78834919e+01 -1.93051553e+02 
 1.54212228e+05  1.73820332e+01 -1.95288433e+02 
 1.57768320e+05  1.68727781e+01 -1.97118213e+02 
 1.61406415e+05  1.63686940e+01 -1.98598773e+02 
 1.65128404e+05  1.58774787e+01 -1.99791778e+02 
 1.68936220e+05  1.54031151e+01 -2.00752984e+02 
 1.72831844e+05  1.49472193e+01 -2.01528851e+02 
 1.76817299e+05  1.45100159e+01 -2.02156418e+02 
 1.80894658e+05  1.40909767e+01 -2.02664513e+02 
 1.85066040e+05  1.36892116e+01 -2.03075312e+02 
 1.89333613e+05  1.33036971e+01 -2.03405816e+02 
 1.93699595e+05  1.29334007e+01 -2.03669080e+02 
 1.98166255e+05  1.25773453e+01 -2.03875190e+02 
 2.02735916e+05  1.22346369e+01 -2.04032007e+02 
 2.07410951e+05  1.19044737e+01 -2.04145734e+02 
 2.12193792e+05  1.15861433e+01 -2.04221328e+02 
 2.17086923e+05  1.12790158e+01 -2.04262811e+02 
 2.22092889e+05  1.09825351e+01 -2.04273504e+02 
 2.27214291e+05  1.06962084e+01 -2.04256193e+02 
 2.32453791e+05  1.04195977e+01 -2.04213255e+02 
 2.37814113e+05  1.01523113e+01 -2.04146756e+02 
 2.43298042e+05  9.89399635e+00 -2.04058518e+02 
 2.48908429e+05  9.64433295e+00 -2.03950172e+02 
 2.54648190e+05  9.40302835e+00 -2.03823198e+02 
 2.60520309e+05  9.16981262e+00 -2.03678954e+02 
 2.66527837e+05  8.94443481e+00 -2.03518700e+02 
 2.72673897e+05  8.72665975e+00 -2.03343613e+02 
 2.78961683e+05  8.51626538e+00 -2.03154800e+02 
 2.85394464e+05  8.31304059e+00 -2.02953308e+02 
