 frequency       v(inoise_spectrum) v(onoise_spectrum)
 1.09012776e+02  3.84281479e-07  3.09979903e-05 
 1.11526581e+02  3.80753799e-07  3.07106371e-05 
 1.14098354e+02  3.77273755e-07  3.04270493e-05 
 1.16729431e+02  3.73840845e-07  3.01471829e-05 
 1.19421180e+02  3.70454569e-07  2.98709939e-05 
 1.22175000e+02  3.67114434e-07  2.95984392e-05 
 1.24992323e+02  3.63819951e-07  2.93294753e-05 
 1.27874612e+02  3.60570636e-07  2.90640593e-05 
 1.30823366e+02  3.57366009e-07  2.88021484e-05 
 1.33840117e+02  3.54205593e-07  2.85436996e-05 
 1.36926434e+02  3.51088921e-07  2.82886712e-05 
 1.40083921e+02  3.48015524e-07  2.80370206e-05 
 1.43314218e+02  3.44984942e-07  2.77887059e-05 
 1.46619005e+02  3.41996716e-07  2.75436850e-05 
 1.50000000e+02  3.39050392e-07  2.73019162e-05 
 1.53458959e+02  3.36145521e-07  2.70633579e-05 
 1.56997682e+02  3.33281658e-07  2.68279686e-05 
 1.60618006e+02  3.30458360e-07  2.65957067e-05 
 1.64321814e+02  3.27675191e-07  2.63665311e-05 
 1.68111030e+02  3.24931716e-07  2.61404004e-05 
 1.71987625e+02  3.22227506e-07  2.59172735e-05 
 1.75953613e+02  3.19562133e-07  2.56971091e-05 
 1.80011056e+02  3.16935176e-07  2.54798661e-05 
 1.84162062e+02  3.14346214e-07  2.52655034e-05 
 1.88408790e+02  3.11794833e-07  2.50539798e-05 
 1.92753446e+02  3.09280619e-07  2.48452541e-05 
 1.97198288e+02  3.06803163e-07  2.46392851e-05 
 2.01745627e+02  3.04362061e-07  2.44360319e-05 
 2.06397827e+02  3.01956909e-07  2.42354528e-05 
 2.11157305e+02  2.99587310e-07  2.40375067e-05 
 2.16026535e+02  2.97252866e-07  2.38421519e-05 
 2.21008049e+02  2.94953184e-07  2.36493469e-05 
 2.26104435e+02  2.92687876e-07  2.34590500e-05 
 2.31318342e+02  2.90456553e-07  2.32712191e-05 
 2.36652481e+02  2.88258833e-07  2.30858125e-05 
 2.42109623e+02  2.86094334e-07  2.29027878e-05 
 2.47692605e+02  2.83962677e-07  2.27221022e-05 
 2.53404330e+02  2.81863489e-07  2.25437138e-05 
 2.59247765e+02  2.79796397e-07  2.23675793e-05 
 2.65225949e+02  2.77761030e-07  2.21936556e-05 
 2.71341987e+02  2.75757022e-07  2.20218994e-05 
 2.77599060e+02  2.73784009e-07  2.18522669e-05 
 2.84000420e+02  2.71841628e-07  2.16847142e-05 
 2.90549393e+02  2.69929520e-07  2.15191969e-05 
 2.97249383e+02  2.68047330e-07  2.13556705e-05 
 3.04103874e+02  2.66194702e-07  2.11940899e-05 
 3.11116427e+02  2.64371286e-07  2.10344098e-05 
 3.18290688e+02  2.62576734e-07  2.08765846e-05 
 3.25630385e+02  2.60810696e-07  2.07205676e-05 
 3.33139333e+02  2.59072832e-07  2.05663130e-05 
 3.40821437e+02  2.57362799e-07  2.04137737e-05 
 3.48680687e+02  2.55680256e-07  2.02629020e-05 
 3.56721169e+02  2.54024868e-07  2.01136499e-05 
 3.64947063e+02  2.52396300e-07  1.99659695e-05 
 3.73362644e+02  2.50794220e-07  1.98198119e-05 
 3.81972285e+02  2.49218298e-07  1.96751278e-05 
 3.90780463e+02  2.47668207e-07  1.95318673e-05 
 3.99791755e+02  2.46143621e-07  1.93899803e-05 
 4.09010845e+02  2.44644218e-07  1.92494159e-05 
 4.18442524e+02  2.43169675e-07  1.91101228e-05 
 4.28091696e+02  2.41719676e-07  1.89720492e-05 
 4.37963375e+02  2.40293905e-07  1.88351433e-05 
 4.48062692e+02  2.38892047e-07  1.86993518e-05 
 4.58394897e+02  2.37513791e-07  1.85646218e-05 
 4.68965359e+02  2.36158828e-07  1.84308995e-05 
 4.79779574e+02  2.34826851e-07  1.82981307e-05 
 4.90843161e+02  2.33517553e-07  1.81662606e-05 
 5.02161872e+02  2.32230634e-07  1.80352343e-05 
 frequency       v(inoise_spectrum) v(onoise_spectrum)
 1.50000000e-01  9.32978351e-06  7.54056958e-04 
 1.53458959e-01  9.22407188e-06  7.45513074e-04 
 1.56997682e-01  9.11955880e-06  7.37066059e-04 
 1.60618006e-01  9.01623069e-06  7.28714817e-04 
 1.64321814e-01  8.91407412e-06  7.20458262e-04 
 1.68111030e-01  8.81307582e-06  7.12295321e-04 
 1.71987625e-01  8.71322266e-06  7.04224933e-04 
 1.75953613e-01  8.61450168e-06  6.96246051e-04 
 1.80011056e-01  8.51690004e-06  6.88357637e-04 
 1.84162062e-01  8.42040506e-06  6.80558666e-04 
 1.88408790e-01  8.32500421e-06  6.72848124e-04 
 1.92753446e-01  8.23068508e-06  6.65225011e-04 
 1.97198288e-01  8.13743542e-06  6.57688335e-04 
 2.01745627e-01  8.04524312e-06  6.50237118e-04 
 2.06397827e-01  7.95409620e-06  6.42870390e-04 
 2.11157305e-01  7.86398280e-06  6.35587195e-04 
 2.16026535e-01  7.77489123e-06  6.28386586e-04 
 2.21008049e-01  7.68680991e-06  6.21267629e-04 
 2.26104435e-01  7.59972739e-06  6.14229396e-04 
 2.31318342e-01  7.51363236e-06  6.07270975e-04 
 2.36652481e-01  7.42851362e-06  6.00391461e-04 
 2.42109623e-01  7.34436013e-06  5.93589961e-04 
 2.47692605e-01  7.26116094e-06  5.86865589e-04 
 2.53404330e-01  7.17890524e-06  5.80217473e-04 
 2.59247765e-01  7.09758235e-06  5.73644749e-04 
 2.65225949e-01  7.01718170e-06  5.67146563e-04 
 2.71341987e-01  6.93769285e-06  5.60722070e-04 
 2.77599060e-01  6.85910545e-06  5.54370436e-04 
 2.84000420e-01  6.78140931e-06  5.48090835e-04 
