 v-sweep         v(Ileak_lv_w_dummy) v(Ileak_hv_w_dummy) v(Ileak_lv_wo_dummy) v(Ileak_hv_wo_dummy)
 1.33000000e+00 -1.08694157e-12  8.21335190e-16  3.02106827e-13  1.04723228e-15 
 1.34000000e+00 -1.03618826e-12  8.41446010e-16  3.52860134e-13  1.06734310e-15 
 1.35000000e+00 -9.66657364e-13  8.61623557e-16  4.22391034e-13  1.08752064e-15 
 1.36000000e+00 -8.71409052e-13  8.81907271e-16  5.17639346e-13  1.10780436e-15 
 1.37000000e+00 -7.40942484e-13  9.02359467e-16  6.48105914e-13  1.12825655e-15 
 1.38000000e+00 -5.62252034e-13  9.23078323e-16  8.26796364e-13  1.14897541e-15 
 1.39000000e+00 -3.17536393e-13  9.44218122e-16  1.07151200e-12  1.17011521e-15 
 1.40000000e+00  1.75672232e-14  9.66020656e-16  1.40661562e-12  1.19191774e-15 
 1.41000000e+00  4.76398016e-13  9.88863842e-16  1.86544641e-12  1.21476093e-15 
 1.42000000e+00  1.10457403e-12  1.01333677e-15  2.49362243e-12  1.23923386e-15 
 1.43000000e+00  1.96450777e-12  1.04035524e-15  3.35355617e-12  1.26625232e-15 
 1.44000000e+00  3.14157990e-12  1.07133908e-15  4.53062830e-12  1.29723616e-15 
 1.45000000e+00  4.75257922e-12  1.10848365e-15  6.14162762e-12  1.33438074e-15 
 1.46000000e+00  6.95723907e-12  1.15517425e-15  8.34628747e-12  1.38107134e-15 
 1.47000000e+00  9.97400509e-12  1.21661690e-15  1.13630535e-11  1.44251398e-15 
 1.48000000e+00  1.47402389e-11  1.31475435e-15  1.61292873e-11  1.54065144e-15 
 1.49000000e+00  2.06218038e-11  1.44134531e-15  2.20108522e-11  1.66724240e-15 
 1.50000000e+00  2.86671062e-11  1.62541496e-15  3.00561546e-11  1.85131204e-15 
