 frequency       v(Tmb_dB)       v(Tmb_arg)     
 1.54212228e+07 -5.00276575e+01 -3.49027884e+02 
 1.57768320e+07 -5.00331574e+01 -3.49274186e+02 
 1.61406415e+07 -5.00384511e+01 -3.49515133e+02 
 1.65128404e+07 -5.00435461e+01 -3.49750822e+02 
 1.68936220e+07 -5.00484497e+01 -3.49981340e+02 
 1.72831844e+07 -5.00531689e+01 -3.50206788e+02 
 1.76817299e+07 -5.00577103e+01 -3.50427258e+02 
 1.80894658e+07 -5.00620802e+01 -3.50642844e+02 
 1.85066040e+07 -5.00662844e+01 -3.50853635e+02 
 1.89333613e+07 -5.00703289e+01 -3.51059727e+02 
 1.93699595e+07 -5.00742190e+01 -3.51261211e+02 
 1.98166255e+07 -5.00779600e+01 -3.51458178e+02 
 2.02735916e+07 -5.00815570e+01 -3.51650722e+02 
 2.07410951e+07 -5.00850147e+01 -3.51838923e+02 
 2.12193792e+07 -5.00883377e+01 -3.52022881e+02 
 2.17086923e+07 -5.00915306e+01 -3.52202678e+02 
 2.22092889e+07 -5.00945975e+01 -3.52378402e+02 
 2.27214291e+07 -5.00975426e+01 -3.52550139e+02 
 2.32453791e+07 -5.01003700e+01 -3.52717974e+02 
 2.37814113e+07 -5.01030833e+01 -3.52881992e+02 
 2.43298042e+07 -5.01056864e+01 -3.53042275e+02 
 2.48908429e+07 -5.01081828e+01 -3.53198905e+02 
 2.54648190e+07 -5.01105761e+01 -3.53351964e+02 
 2.60520309e+07 -5.01128695e+01 -3.53501527e+02 
 2.66527837e+07 -5.01150665e+01 -3.53647676e+02 
 2.72673897e+07 -5.01171701e+01 -3.53790488e+02 
 2.78961683e+07 -5.01191835e+01 -3.53930037e+02 
 2.85394464e+07 -5.01211098e+01 -3.54066398e+02 
 2.91975583e+07 -5.01229519e+01 -3.54199645e+02 
 2.98708461e+07 -5.01247126e+01 -3.54329846e+02 
 3.05596598e+07 -5.01263947e+01 -3.54457075e+02 
 3.12643573e+07 -5.01280011e+01 -3.54581401e+02 
 3.19853049e+07 -5.01295343e+01 -3.54702889e+02 
 3.27228774e+07 -5.01309970e+01 -3.54821609e+02 
 3.34774581e+07 -5.01323916e+01 -3.54937621e+02 
 3.42494392e+07 -5.01337208e+01 -3.55050993e+02 
 3.50392221e+07 -5.01349869e+01 -3.55161785e+02 
 3.58472171e+07 -5.01361923e+01 -3.55270059e+02 
 3.66738442e+07 -5.01373393e+01 -3.55375872e+02 
 3.75195331e+07 -5.01384302e+01 -3.55479285e+02 
 3.83847234e+07 -5.01394672e+01 -3.55580353e+02 
 3.92698648e+07 -5.01404523e+01 -3.55679133e+02 
 4.01754173e+07 -5.01413878e+01 -3.55775678e+02 
 4.11018515e+07 -5.01422756e+01 -3.55870041e+02 
 4.20496491e+07 -5.01431178e+01 -3.55962274e+02 
 4.30193027e+07 -5.01439163e+01 -3.56052427e+02 
 4.40113162e+07 -5.01446729e+01 -3.56140549e+02 
 4.50262052e+07 -5.01453895e+01 -3.56226689e+02 
 4.60644974e+07 -5.01460678e+01 -3.56310892e+02 
 4.71267322e+07 -5.01467096e+01 -3.56393205e+02 
 4.82134619e+07 -5.01473166e+01 -3.56473671e+02 
 4.93252513e+07 -5.01478903e+01 -3.56552335e+02 
 5.04626783e+07 -5.01484324e+01 -3.56629237e+02 
 5.16263340e+07 -5.01489443e+01 -3.56704419e+02 
 5.28168234e+07 -5.01494276e+01 -3.56777922e+02 
 5.40347650e+07 -5.01498835e+01 -3.56849784e+02 
 5.52807921e+07 -5.01503136e+01 -3.56920043e+02 
 5.65555523e+07 -5.01507190e+01 -3.56988736e+02 
 5.78597080e+07 -5.01511011e+01 -3.57055898e+02 
 5.91939372e+07 -5.01514610e+01 -3.57121567e+02 
 6.05589334e+07 -5.01517999e+01 -3.57185774e+02 
 6.19554061e+07 -5.01521190e+01 -3.57248554e+02 
 6.33840810e+07 -5.01524193e+01 -3.57309940e+02 
 6.48457008e+07 -5.01527018e+01 -3.57369962e+02 
 6.63410251e+07 -5.01529675e+01 -3.57428652e+02 
 6.78708313e+07 -5.01532174e+01 -3.57486039e+02 
 6.94359143e+07 -5.01534522e+01 -3.57542153e+02 
 7.10370877e+07 -5.01536730e+01 -3.57597024e+02 
 7.26751838e+07 -5.01538804e+01 -3.57650677e+02 
 7.43510539e+07 -5.01540752e+01 -3.57703141e+02 
 7.60655691e+07 -5.01542583e+01 -3.57754443e+02 
 7.78196206e+07 -5.01544302e+01 -3.57804607e+02 
 7.96141200e+07 -5.01545916e+01 -3.57853661e+02 
 8.14500001e+07 -5.01547432e+01 -3.57901626e+02 
 8.33282151e+07 -5.01548855e+01 -3.57948529e+02 
 8.52497412e+07 -5.01550191e+01 -3.57994393e+02 
 8.72155772e+07 -5.01551445e+01 -3.58039240e+02 
 8.92267449e+07 -5.01552623e+01 -3.58083093e+02 
 9.12842895e+07 -5.01553728e+01 -3.58125974e+02 
 9.33892805e+07 -5.01554766e+01 -3.58167904e+02 
 9.55428121e+07 -5.01555740e+01 -3.58208904e+02 
 9.77460036e+07 -5.01556655e+01 -3.58248995e+02 
 1.00000000e+08 -5.01557514e+01 -3.58288196e+02 
 1.02305973e+08 -5.01558320e+01 -3.58326528e+02 
 1.04665121e+08 -5.01559078e+01 -3.58364008e+02 
 1.07078670e+08 -5.01559789e+01 -3.58400656e+02 
 1.09547876e+08 -5.01560457e+01 -3.58436490e+02 
 1.12074020e+08 -5.01561085e+01 -3.58471528e+02 
 1.14658417e+08 -5.01561675e+01 -3.58505787e+02 
 1.17302409e+08 -5.01562230e+01 -3.58539285e+02 
 1.20007371e+08 -5.01562751e+01 -3.58572037e+02 
 1.22774708e+08 -5.01563241e+01 -3.58604061e+02 
 1.25605860e+08 -5.01563702e+01 -3.58635372e+02 
 1.28502297e+08 -5.01564136e+01 -3.58665986e+02 
 1.31465525e+08 -5.01564544e+01 -3.58695919e+02 
 1.34497085e+08 -5.01564928e+01 -3.58725184e+02 
 1.37598551e+08 -5.01565289e+01 -3.58753798e+02 
 1.40771537e+08 -5.01565629e+01 -3.58781773e+02 
 1.44017690e+08 -5.01565950e+01 -3.58809125e+02 
 1.47338699e+08 -5.01566252e+01 -3.58835867e+02 
 1.50736290e+08 -5.01566537e+01 -3.58862011e+02 
 1.54212228e+08 -5.01566805e+01 -3.58887573e+02 
 1.57768320e+08 -5.01567058e+01 -3.58912563e+02 
 1.61406415e+08 -5.01567297e+01 -3.58936996e+02 
 1.65128404e+08 -5.01567522e+01 -3.58960882e+02 
 1.68936220e+08 -5.01567734e+01 -3.58984235e+02 
 1.72831844e+08 -5.01567935e+01 -3.59007066e+02 
 1.76817299e+08 -5.01568124e+01 -3.59029386e+02 
 1.80894658e+08 -5.01568303e+01 -3.59051206e+02 
 1.85066040e+08 -5.01568473e+01 -3.59072539e+02 
 1.89333613e+08 -5.01568632e+01 -3.59093395e+02 
 1.93699595e+08 -5.01568784e+01 -3.59113783e+02 
 1.98166255e+08 -5.01568927e+01 -3.59133715e+02 
 2.02735916e+08 -5.01569062e+01 -3.59153201e+02 
 2.07410951e+08 -5.01569190e+01 -3.59172250e+02 
 2.12193792e+08 -5.01569311e+01 -3.59190872e+02 
 2.17086923e+08 -5.01569426e+01 -3.59209077e+02 
 2.22092889e+08 -5.01569534e+01 -3.59226874e+02 
 2.27214291e+08 -5.01569637e+01 -3.59244272e+02 
 2.32453791e+08 -5.01569735e+01 -3.59261279e+02 
 2.37814113e+08 -5.01569827e+01 -3.59277906e+02 
 2.43298042e+08 -5.01569915e+01 -3.59294159e+02 
 2.48908429e+08 -5.01569998e+01 -3.59310047e+02 
 2.54648190e+08 -5.01570077e+01 -3.59325579e+02 
 2.60520309e+08 -5.01570152e+01 -3.59340763e+02 
 2.66527837e+08 -5.01570223e+01 -3.59355606e+02 
 2.72673897e+08 -5.01570290e+01 -3.59370115e+02 
 2.78961683e+08 -5.01570354e+01 -3.59384299e+02 
 2.85394464e+08 -5.01570415e+01 -3.59398164e+02 
 2.91975583e+08 -5.01570473e+01 -3.59411717e+02 
 2.98708461e+08 -5.01570527e+01 -3.59424967e+02 
 3.05596598e+08 -5.01570580e+01 -3.59437918e+02 
 3.12643573e+08 -5.01570629e+01 -3.59450579e+02 
 3.19853049e+08 -5.01570676e+01 -3.59462955e+02 
 3.27228774e+08 -5.01570721e+01 -3.59475053e+02 
 3.34774581e+08 -5.01570764e+01 -3.59486879e+02 
 3.42494392e+08 -5.01570804e+01 -3.59498439e+02 
 3.50392221e+08 -5.01570843e+01 -3.59509739e+02 
 3.58472171e+08 -5.01570879e+01 -3.59520786e+02 
 3.66738442e+08 -5.01570914e+01 -3.59531584e+02 
 3.75195331e+08 -5.01570948e+01 -3.59542139e+02 
 3.83847234e+08 -5.01570979e+01 -3.59552457e+02 
 3.92698648e+08 -5.01571009e+01 -3.59562543e+02 
 4.01754173e+08 -5.01571038e+01 -3.59572402e+02 
 4.11018515e+08 -5.01571065e+01 -3.59582039e+02 
 4.20496491e+08 -5.01571091e+01 -3.59591459e+02 
 4.30193027e+08 -5.01571116e+01 -3.59600668e+02 
 4.40113162e+08 -5.01571140e+01 -3.59609669e+02 
 4.50262052e+08 -5.01571162e+01 -3.59618468e+02 
 4.60644974e+08 -5.01571184e+01 -3.59627069e+02 
 4.71267322e+08 -5.01571204e+01 -3.59635477e+02 
 4.82134619e+08 -5.01571224e+01 -3.59643696e+02 
 4.93252513e+08 -5.01571242e+01 -3.59651729e+02 
 5.04626783e+08 -5.01571260e+01 -3.59659582e+02 
 5.16263340e+08 -5.01571277e+01 -3.59667258e+02 
 5.28168234e+08 -5.01571293e+01 -3.59674762e+02 
 5.40347650e+08 -5.01571308e+01 -3.59682096e+02 
 5.52807921e+08 -5.01571323e+01 -3.59689266e+02 
 5.65555523e+08 -5.01571337e+01 -3.59696274e+02 
 5.78597080e+08 -5.01571350e+01 -3.59703125e+02 
 5.91939372e+08 -5.01571363e+01 -3.59709821e+02 
 6.05589334e+08 -5.01571375e+01 -3.59716367e+02 
 6.19554061e+08 -5.01571386e+01 -3.59722766e+02 
 6.33840810e+08 -5.01571397e+01 -3.59729021e+02 
 6.48457008e+08 -5.01571408e+01 -3.59735134e+02 
 6.63410251e+08 -5.01571418e+01 -3.59741111e+02 
 6.78708313e+08 -5.01571427e+01 -3.59746953e+02 
 6.94359143e+08 -5.01571437e+01 -3.59752663e+02 
 7.10370877e+08 -5.01571445e+01 -3.59758245e+02 
 7.26751838e+08 -5.01571454e+01 -3.59763702e+02 
 7.43510539e+08 -5.01571462e+01 -3.59769036e+02 
 7.60655691e+08 -5.01571469e+01 -3.59774250e+02 
 7.78196206e+08 -5.01571476e+01 -3.59779346e+02 
 7.96141200e+08 -5.01571483e+01 -3.59784328e+02 
 8.14500001e+08 -5.01571490e+01 -3.59789198e+02 
 8.33282151e+08 -5.01571496e+01 -3.59793958e+02 
 8.52497412e+08 -5.01571502e+01 -3.59798612e+02 
 8.72155772e+08 -5.01571508e+01 -3.59803161e+02 
 8.92267449e+08 -5.01571513e+01 -3.59807607e+02 
 9.12842895e+08 -5.01571519e+01 -3.59811954e+02 
 9.33892805e+08 -5.01571524e+01 -3.59816203e+02 
 9.55428121e+08 -5.01571528e+01 -3.59820356e+02 
 9.77460036e+08 -5.01571533e+01 -3.59824416e+02 
 1.00000000e+09 -5.01571537e+01 -3.59828385e+02 
