 time            v(vind)         v(vout)         v(vinp)         v(vinn)         v(voutp)        v(voutn)       
 1.73030000e-04  5.17211655e-05  1.26814355e-02  7.50025861e-01  7.49974139e-01  7.43186725e-01  7.30505289e-01 
 1.74030000e-04  5.19897854e-05  1.28247446e-02  7.50025995e-01  7.49974005e-01  7.43258404e-01  7.30433659e-01 
 1.75030000e-04  5.22578922e-05  1.29687696e-02  7.50026129e-01  7.49973871e-01  7.43330442e-01  7.30361673e-01 
 1.76030000e-04  5.25254832e-05  1.31135080e-02  7.50026263e-01  7.49973737e-01  7.43402836e-01  7.30289328e-01 
 1.77030000e-04  5.27925558e-05  1.32589578e-02  7.50026396e-01  7.49973604e-01  7.43475589e-01  7.30216632e-01 
 1.78030000e-04  5.30591074e-05  1.34051192e-02  7.50026530e-01  7.49973470e-01  7.43548700e-01  7.30143581e-01 
 1.79030000e-04  5.33251353e-05  1.35519912e-02  7.50026663e-01  7.49973337e-01  7.43622172e-01  7.30070181e-01 
 1.80030000e-04  5.35906369e-05  1.36995749e-02  7.50026795e-01  7.49973205e-01  7.43695991e-01  7.29996416e-01 
 1.81030000e-04  5.38556095e-05  1.38478667e-02  7.50026928e-01  7.49973072e-01  7.43770162e-01  7.29922296e-01 
 1.82030000e-04  5.41200507e-05  1.39968633e-02  7.50027060e-01  7.49972940e-01  7.43844674e-01  7.29847811e-01 
 1.83030000e-04  5.43839577e-05  1.41465668e-02  7.50027192e-01  7.49972808e-01  7.43919538e-01  7.29772971e-01 
 1.84030000e-04  5.46473279e-05  1.42969742e-02  7.50027324e-01  7.49972676e-01  7.43994754e-01  7.29697780e-01 
 1.85030000e-04  5.49101589e-05  1.44480786e-02  7.50027455e-01  7.49972545e-01  7.44070318e-01  7.29622239e-01 
 1.86030000e-04  5.51724478e-05  1.45998801e-02  7.50027586e-01  7.49972414e-01  7.44146234e-01  7.29546354e-01 
 1.87030000e-04  5.54341923e-05  1.47523776e-02  7.50027717e-01  7.49972283e-01  7.44222507e-01  7.29470130e-01 
 1.88030000e-04  5.56953896e-05  1.49055673e-02  7.50027848e-01  7.49972152e-01  7.44299139e-01  7.29393572e-01 
 1.89030000e-04  5.59560372e-05  1.50594465e-02  7.50027978e-01  7.49972022e-01  7.44376125e-01  7.29316678e-01 
 1.90030000e-04  5.62161326e-05  1.52140139e-02  7.50028108e-01  7.49971892e-01  7.44453452e-01  7.29239438e-01 
 1.91030000e-04  5.64756731e-05  1.53692694e-02  7.50028238e-01  7.49971762e-01  7.44531117e-01  7.29161848e-01 
 1.92030000e-04  5.67346563e-05  1.55252169e-02  7.50028367e-01  7.49971633e-01  7.44609120e-01  7.29083903e-01 
 1.93030000e-04  5.69930795e-05  1.56818532e-02  7.50028497e-01  7.49971503e-01  7.44687458e-01  7.29005605e-01 
 1.94030000e-04  5.72509402e-05  1.58391733e-02  7.50028625e-01  7.49971375e-01  7.44766133e-01  7.28926960e-01 
 1.95030000e-04  5.75082358e-05  1.59971749e-02  7.50028754e-01  7.49971246e-01  7.44845150e-01  7.28847975e-01 
 1.96030000e-04  5.77649639e-05  1.61558574e-02  7.50028882e-01  7.49971118e-01  7.44924505e-01  7.28768647e-01 
 1.97030000e-04  5.80211219e-05  1.63152153e-02  7.50029011e-01  7.49970989e-01  7.45004204e-01  7.28688988e-01 
 1.98030000e-04  5.82767072e-05  1.64752471e-02  7.50029138e-01  7.49970862e-01  7.45084242e-01  7.28608995e-01 
 1.99030000e-04  5.85317173e-05  1.66359522e-02  7.50029266e-01  7.49970734e-01  7.45164630e-01  7.28528678e-01 
