 time            v(vind)         v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)         v(Vbias)        v(Vbiasc)      
 2.23241040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729363e+00  7.10244529e-03  1.49019119e+00  1.28461959e-01  2.75286460e-01 
 2.23253540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729363e+00  7.10247050e-03  1.49019116e+00  1.28461960e-01  2.75286463e-01 
 2.23266040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729362e+00  7.10249587e-03  1.49019113e+00  1.28461961e-01  2.75286466e-01 
 2.23278540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729361e+00  7.10252074e-03  1.49019109e+00  1.28461963e-01  2.75286469e-01 
 2.23291040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729361e+00  7.10254582e-03  1.49019106e+00  1.28461964e-01  2.75286472e-01 
 2.23303540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729360e+00  7.10257094e-03  1.49019103e+00  1.28461965e-01  2.75286475e-01 
 2.23316040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729360e+00  7.10259630e-03  1.49019100e+00  1.28461967e-01  2.75286478e-01 
 2.23328540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729359e+00  7.10262135e-03  1.49019097e+00  1.28461968e-01  2.75286481e-01 
 2.23341040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729359e+00  7.10264605e-03  1.49019094e+00  1.28461969e-01  2.75286484e-01 
 2.23353540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729358e+00  7.10267107e-03  1.49019091e+00  1.28461971e-01  2.75286488e-01 
 2.23366040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729358e+00  7.10269581e-03  1.49019088e+00  1.28461972e-01  2.75286491e-01 
 2.23378540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729357e+00  7.10272026e-03  1.49019085e+00  1.28461974e-01  2.75286494e-01 
 2.23391040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729357e+00  7.10274502e-03  1.49019082e+00  1.28461975e-01  2.75286498e-01 
 2.23403540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729356e+00  7.10276920e-03  1.49019079e+00  1.28461976e-01  2.75286501e-01 
 2.23416040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729355e+00  7.10279328e-03  1.49019076e+00  1.28461978e-01  2.75286504e-01 
 2.23428540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729355e+00  7.10281815e-03  1.49019073e+00  1.28461979e-01  2.75286508e-01 
 2.23441040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729354e+00  7.10284235e-03  1.49019070e+00  1.28461980e-01  2.75286511e-01 
 2.23453540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729354e+00  7.10286656e-03  1.49019067e+00  1.28461982e-01  2.75286515e-01 
 2.23466040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729353e+00  7.10289057e-03  1.49019064e+00  1.28461983e-01  2.75286518e-01 
 2.23478540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729353e+00  7.10291524e-03  1.49019061e+00  1.28461985e-01  2.75286522e-01 
 2.23491040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729352e+00  7.10293877e-03  1.49019058e+00  1.28461986e-01  2.75286526e-01 
 2.23503540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729351e+00  7.10296283e-03  1.49019055e+00  1.28461987e-01  2.75286529e-01 
 2.23516040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729351e+00  7.10298676e-03  1.49019052e+00  1.28461989e-01  2.75286533e-01 
 2.23528540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729350e+00  7.10301112e-03  1.49019049e+00  1.28461990e-01  2.75286536e-01 
 2.23541040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729350e+00  7.10303512e-03  1.49019046e+00  1.28461992e-01  2.75286540e-01 
 2.23553540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729349e+00  7.10305943e-03  1.49019043e+00  1.28461993e-01  2.75286544e-01 
 2.23566040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729349e+00  7.10308331e-03  1.49019040e+00  1.28461994e-01  2.75286548e-01 
 2.23578540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729348e+00  7.10310695e-03  1.49019038e+00  1.28461996e-01  2.75286553e-01 
 2.23591040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729348e+00  7.10313097e-03  1.49019035e+00  1.28461997e-01  2.75286557e-01 
 2.23603540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729347e+00  7.10315458e-03  1.49019032e+00  1.28461999e-01  2.75286561e-01 
 2.23616040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729347e+00  7.10317837e-03  1.49019029e+00  1.28462000e-01  2.75286565e-01 
 2.23628540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729346e+00  7.10320216e-03  1.49019026e+00  1.28462001e-01  2.75286570e-01 
 2.23641040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729346e+00  7.10322627e-03  1.49019023e+00  1.28462003e-01  2.75286574e-01 
 2.23653540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729345e+00  7.10324991e-03  1.49019020e+00  1.28462004e-01  2.75286579e-01 
 2.23666040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729345e+00  7.10327354e-03  1.49019017e+00  1.28462006e-01  2.75286584e-01 
 2.23678540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729344e+00  7.10329686e-03  1.49019014e+00  1.28462007e-01  2.75286588e-01 
 2.23691040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729344e+00  7.10332034e-03  1.49019012e+00  1.28462009e-01  2.75286593e-01 
 2.23703540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729343e+00  7.10334367e-03  1.49019009e+00  1.28462010e-01  2.75286597e-01 
 2.23716040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729343e+00  7.10336705e-03  1.49019006e+00  1.28462011e-01  2.75286602e-01 
 2.23728540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729342e+00  7.10339015e-03  1.49019003e+00  1.28462013e-01  2.75286607e-01 
 2.23741040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729342e+00  7.10341306e-03  1.49019000e+00  1.28462014e-01  2.75286611e-01 
 2.23753540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729341e+00  7.10343615e-03  1.49018998e+00  1.28462016e-01  2.75286616e-01 
 2.23766040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729341e+00  7.10345905e-03  1.49018995e+00  1.28462017e-01  2.75286622e-01 
 2.23778540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729340e+00  7.10348165e-03  1.49018992e+00  1.28462019e-01  2.75286627e-01 
 2.23791040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729339e+00  7.10350423e-03  1.49018989e+00  1.28462020e-01  2.75286632e-01 
 2.23803540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729339e+00  7.10352708e-03  1.49018986e+00  1.28462021e-01  2.75286637e-01 
 2.23816040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729338e+00  7.10354929e-03  1.49018983e+00  1.28462023e-01  2.75286642e-01 
 2.23828540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729338e+00  7.10357228e-03  1.49018980e+00  1.28462024e-01  2.75286647e-01 
 2.23841040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729337e+00  7.10359496e-03  1.49018978e+00  1.28462026e-01  2.75286652e-01 
 2.23853540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729337e+00  7.10361797e-03  1.49018975e+00  1.28462027e-01  2.75286656e-01 
 2.23866040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729336e+00  7.10364074e-03  1.49018972e+00  1.28462029e-01  2.75286661e-01 
 2.23878540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729336e+00  7.10366340e-03  1.49018969e+00  1.28462030e-01  2.75286666e-01 
 2.23891040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729335e+00  7.10368582e-03  1.49018967e+00  1.28462032e-01  2.75286671e-01 
 2.23903540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729335e+00  7.10370820e-03  1.49018964e+00  1.28462033e-01  2.75286675e-01 
 2.23916040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729334e+00  7.10373039e-03  1.49018961e+00  1.28462035e-01  2.75286680e-01 
 2.23928540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729334e+00  7.10375252e-03  1.49018958e+00  1.28462036e-01  2.75286685e-01 
 2.23941040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729333e+00  7.10377454e-03  1.49018956e+00  1.28462038e-01  2.75286689e-01 
 2.23953540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729332e+00  7.10379637e-03  1.49018953e+00  1.28462039e-01  2.75286694e-01 
 2.23966040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729332e+00  7.10381851e-03  1.49018950e+00  1.28462041e-01  2.75286698e-01 
 2.23978540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729332e+00  7.10384099e-03  1.49018947e+00  1.28462042e-01  2.75286703e-01 
 2.23991040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729331e+00  7.10386284e-03  1.49018945e+00  1.28462044e-01  2.75286708e-01 
 2.24003540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729330e+00  7.10388434e-03  1.49018942e+00  1.28462045e-01  2.75286712e-01 
 2.24016040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729330e+00  7.10390638e-03  1.49018939e+00  1.28462047e-01  2.75286717e-01 
 2.24028540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729329e+00  7.10392846e-03  1.49018937e+00  1.28462048e-01  2.75286722e-01 
 2.24041040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729329e+00  7.10395062e-03  1.49018934e+00  1.28462050e-01  2.75286727e-01 
 2.24053540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729328e+00  7.10397249e-03  1.49018931e+00  1.28462052e-01  2.75286732e-01 
 2.24066040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729328e+00  7.10399364e-03  1.49018928e+00  1.28462053e-01  2.75286737e-01 
 2.24078540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729327e+00  7.10401491e-03  1.49018926e+00  1.28462055e-01  2.75286741e-01 
 2.24091040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729327e+00  7.10403577e-03  1.49018923e+00  1.28462056e-01  2.75286746e-01 
 2.24103540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729326e+00  7.10405743e-03  1.49018920e+00  1.28462058e-01  2.75286751e-01 
 2.24116040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729326e+00  7.10407935e-03  1.49018918e+00  1.28462059e-01  2.75286756e-01 
 2.24128540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729325e+00  7.10410068e-03  1.49018915e+00  1.28462061e-01  2.75286761e-01 
 2.24141040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729325e+00  7.10412154e-03  1.49018912e+00  1.28462063e-01  2.75286765e-01 
 2.24153540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729324e+00  7.10414333e-03  1.49018910e+00  1.28462064e-01  2.75286770e-01 
 2.24166040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729324e+00  7.10416471e-03  1.49018907e+00  1.28462066e-01  2.75286774e-01 
 2.24178540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729323e+00  7.10418618e-03  1.49018905e+00  1.28462067e-01  2.75286779e-01 
 2.24191040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729323e+00  7.10420752e-03  1.49018902e+00  1.28462069e-01  2.75286783e-01 
 2.24203540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729322e+00  7.10422826e-03  1.49018899e+00  1.28462070e-01  2.75286787e-01 
 2.24216040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729322e+00  7.10424929e-03  1.49018897e+00  1.28462072e-01  2.75286792e-01 
 2.24228540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729321e+00  7.10427032e-03  1.49018894e+00  1.28462074e-01  2.75286796e-01 
 2.24241040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729321e+00  7.10429084e-03  1.49018892e+00  1.28462075e-01  2.75286800e-01 
 2.24253540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729320e+00  7.10431123e-03  1.49018889e+00  1.28462077e-01  2.75286804e-01 
 2.24266040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729320e+00  7.10433171e-03  1.49018886e+00  1.28462079e-01  2.75286808e-01 
 2.24278540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729319e+00  7.10435267e-03  1.49018884e+00  1.28462080e-01  2.75286812e-01 
 2.24291040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729319e+00  7.10437325e-03  1.49018881e+00  1.28462082e-01  2.75286816e-01 
 2.24303540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729318e+00  7.10439402e-03  1.49018879e+00  1.28462083e-01  2.75286819e-01 
 2.24316040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729318e+00  7.10441473e-03  1.49018876e+00  1.28462085e-01  2.75286823e-01 
 2.24328540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729317e+00  7.10443538e-03  1.49018874e+00  1.28462087e-01  2.75286827e-01 
 2.24341040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729317e+00  7.10445589e-03  1.49018871e+00  1.28462088e-01  2.75286830e-01 
 2.24353540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729316e+00  7.10447652e-03  1.49018869e+00  1.28462090e-01  2.75286834e-01 
 2.24366040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729316e+00  7.10449677e-03  1.49018866e+00  1.28462091e-01  2.75286838e-01 
 2.24378540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729315e+00  7.10451663e-03  1.49018864e+00  1.28462093e-01  2.75286842e-01 
 2.24391040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729315e+00  7.10453663e-03  1.49018861e+00  1.28462094e-01  2.75286845e-01 
 2.24403540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729314e+00  7.10455660e-03  1.49018859e+00  1.28462096e-01  2.75286849e-01 
 2.24416040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729314e+00  7.10457720e-03  1.49018856e+00  1.28462098e-01  2.75286853e-01 
 2.24428540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729313e+00  7.10459709e-03  1.49018854e+00  1.28462099e-01  2.75286857e-01 
 2.24441040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729313e+00  7.10461727e-03  1.49018851e+00  1.28462101e-01  2.75286861e-01 
 2.24453540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729313e+00  7.10463731e-03  1.49018849e+00  1.28462103e-01  2.75286865e-01 
 2.24466040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729312e+00  7.10465697e-03  1.49018846e+00  1.28462104e-01  2.75286870e-01 
 2.24478540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729311e+00  7.10467655e-03  1.49018844e+00  1.28462106e-01  2.75286874e-01 
 2.24491040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729311e+00  7.10469634e-03  1.49018841e+00  1.28462108e-01  2.75286878e-01 
 2.24503540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729310e+00  7.10471536e-03  1.49018839e+00  1.28462109e-01  2.75286882e-01 
 2.24516040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729310e+00  7.10473449e-03  1.49018836e+00  1.28462111e-01  2.75286886e-01 
 2.24528540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729309e+00  7.10475419e-03  1.49018834e+00  1.28462112e-01  2.75286891e-01 
 2.24541040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729309e+00  7.10477354e-03  1.49018832e+00  1.28462114e-01  2.75286895e-01 
 2.24553540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729308e+00  7.10479335e-03  1.49018829e+00  1.28462116e-01  2.75286899e-01 
 2.24566040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729308e+00  7.10481259e-03  1.49018827e+00  1.28462117e-01  2.75286903e-01 
 2.24578540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729308e+00  7.10483169e-03  1.49018824e+00  1.28462119e-01  2.75286907e-01 
 2.24591040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729307e+00  7.10485096e-03  1.49018822e+00  1.28462121e-01  2.75286912e-01 
 2.24603540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729307e+00  7.10487001e-03  1.49018820e+00  1.28462122e-01  2.75286916e-01 
 2.24616040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729306e+00  7.10488903e-03  1.49018817e+00  1.28462124e-01  2.75286920e-01 
 2.24628540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729306e+00  7.10490790e-03  1.49018815e+00  1.28462125e-01  2.75286924e-01 
 2.24641040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729305e+00  7.10492672e-03  1.49018812e+00  1.28462127e-01  2.75286929e-01 
 2.24653540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729305e+00  7.10494571e-03  1.49018810e+00  1.28462129e-01  2.75286932e-01 
 2.24666040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729304e+00  7.10496444e-03  1.49018808e+00  1.28462131e-01  2.75286936e-01 
 2.24678540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729304e+00  7.10498372e-03  1.49018805e+00  1.28462132e-01  2.75286940e-01 
 2.24691040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729303e+00  7.10500245e-03  1.49018803e+00  1.28462134e-01  2.75286944e-01 
 2.24703540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729303e+00  7.10502123e-03  1.49018801e+00  1.28462136e-01  2.75286948e-01 
 2.24716040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729302e+00  7.10503965e-03  1.49018798e+00  1.28462137e-01  2.75286952e-01 
 2.24728540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729302e+00  7.10505795e-03  1.49018796e+00  1.28462139e-01  2.75286956e-01 
 2.24741040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729301e+00  7.10507659e-03  1.49018794e+00  1.28462141e-01  2.75286960e-01 
 2.24753540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729301e+00  7.10509509e-03  1.49018791e+00  1.28462142e-01  2.75286964e-01 
 2.24766040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729300e+00  7.10511343e-03  1.49018789e+00  1.28462144e-01  2.75286967e-01 
 2.24778540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729300e+00  7.10513180e-03  1.49018787e+00  1.28462145e-01  2.75286971e-01 
 2.24791040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729299e+00  7.10514988e-03  1.49018784e+00  1.28462147e-01  2.75286975e-01 
 2.24803540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729299e+00  7.10516762e-03  1.49018782e+00  1.28462149e-01  2.75286980e-01 
 2.24816040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729298e+00  7.10518543e-03  1.49018780e+00  1.28462150e-01  2.75286984e-01 
 2.24828540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729298e+00  7.10520376e-03  1.49018778e+00  1.28462152e-01  2.75286988e-01 
 2.24841040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729297e+00  7.10522181e-03  1.49018775e+00  1.28462154e-01  2.75286992e-01 
 2.24853540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729297e+00  7.10523947e-03  1.49018773e+00  1.28462155e-01  2.75286997e-01 
 2.24866040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729296e+00  7.10525706e-03  1.49018771e+00  1.28462157e-01  2.75287001e-01 
 2.24878540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729296e+00  7.10527487e-03  1.49018769e+00  1.28462159e-01  2.75287005e-01 
 2.24891040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729295e+00  7.10529253e-03  1.49018766e+00  1.28462160e-01  2.75287009e-01 
 2.24903540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729295e+00  7.10531027e-03  1.49018764e+00  1.28462162e-01  2.75287013e-01 
 2.24916040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729295e+00  7.10532839e-03  1.49018762e+00  1.28462164e-01  2.75287017e-01 
 2.24928540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729294e+00  7.10534596e-03  1.49018760e+00  1.28462165e-01  2.75287021e-01 
 2.24941040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729294e+00  7.10536325e-03  1.49018757e+00  1.28462167e-01  2.75287024e-01 
 2.24953540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729293e+00  7.10538021e-03  1.49018755e+00  1.28462168e-01  2.75287028e-01 
 2.24966040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729293e+00  7.10539769e-03  1.49018753e+00  1.28462170e-01  2.75287032e-01 
 2.24978540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729292e+00  7.10541474e-03  1.49018751e+00  1.28462172e-01  2.75287036e-01 
 2.24991040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729292e+00  7.10543223e-03  1.49018748e+00  1.28462174e-01  2.75287040e-01 
 2.25003540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729291e+00  7.10545001e-03  1.49018746e+00  1.28462175e-01  2.75287044e-01 
 2.25016040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729291e+00  7.10546736e-03  1.49018744e+00  1.28462177e-01  2.75287048e-01 
 2.25028540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729290e+00  7.10548440e-03  1.49018742e+00  1.28462179e-01  2.75287052e-01 
 2.25041040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729290e+00  7.10550169e-03  1.49018740e+00  1.28462180e-01  2.75287056e-01 
 2.25053540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729290e+00  7.10551838e-03  1.49018738e+00  1.28462182e-01  2.75287060e-01 
 2.25066040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729289e+00  7.10553550e-03  1.49018736e+00  1.28462184e-01  2.75287064e-01 
 2.25078540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729289e+00  7.10555196e-03  1.49018733e+00  1.28462185e-01  2.75287068e-01 
 2.25091040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729288e+00  7.10556874e-03  1.49018731e+00  1.28462187e-01  2.75287072e-01 
 2.25103540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729288e+00  7.10558564e-03  1.49018729e+00  1.28462189e-01  2.75287076e-01 
 2.25116040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729287e+00  7.10560273e-03  1.49018727e+00  1.28462191e-01  2.75287081e-01 
 2.25128540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729287e+00  7.10561954e-03  1.49018725e+00  1.28462192e-01  2.75287085e-01 
 2.25141040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729286e+00  7.10563577e-03  1.49018723e+00  1.28462194e-01  2.75287089e-01 
 2.25153540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729286e+00  7.10565204e-03  1.49018721e+00  1.28462196e-01  2.75287094e-01 
 2.25166040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729285e+00  7.10566884e-03  1.49018719e+00  1.28462197e-01  2.75287098e-01 
 2.25178540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729285e+00  7.10568500e-03  1.49018716e+00  1.28462199e-01  2.75287102e-01 
 2.25191040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729285e+00  7.10570150e-03  1.49018714e+00  1.28462201e-01  2.75287106e-01 
 2.25203540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729284e+00  7.10571816e-03  1.49018712e+00  1.28462203e-01  2.75287111e-01 
 2.25216040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729284e+00  7.10573458e-03  1.49018710e+00  1.28462204e-01  2.75287115e-01 
 2.25228540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729283e+00  7.10575065e-03  1.49018708e+00  1.28462206e-01  2.75287119e-01 
 2.25241040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729283e+00  7.10576673e-03  1.49018706e+00  1.28462208e-01  2.75287122e-01 
 2.25253540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729282e+00  7.10578244e-03  1.49018704e+00  1.28462209e-01  2.75287126e-01 
 2.25266040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729282e+00  7.10579759e-03  1.49018702e+00  1.28462211e-01  2.75287130e-01 
 2.25278540e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729281e+00  7.10581286e-03  1.49018700e+00  1.28462213e-01  2.75287134e-01 
 2.25291040e-03  1.50000000e+00  1.50000000e+00 -0.00000000e+00  1.49729281e+00  7.10582872e-03  1.49018698e+00  1.28462214e-01  2.75287137e-01 
