 frequency       v(Amag_dB)      v(Aarg)        
 6.19554061e+01  3.98680611e+01 -5.02213128e-01 
 6.33840810e+01  3.98680316e+01 -5.26560222e-01 
 6.48457008e+01  3.98680003e+01 -5.51180826e-01 
 6.63410251e+01  3.98679672e+01 -5.76087723e-01 
 6.78708313e+01  3.98679321e+01 -6.01293844e-01 
 6.94359143e+01  3.98678950e+01 -6.26812274e-01 
 7.10370877e+01  3.98678559e+01 -6.52656261e-01 
 7.26751838e+01  3.98678145e+01 -6.78839219e-01 
 7.43510539e+01  3.98677710e+01 -7.05374739e-01 
 7.60655691e+01  3.98677250e+01 -7.32276592e-01 
 7.78196206e+01  3.98676767e+01 -7.59558740e-01 
 7.96141200e+01  3.98676258e+01 -7.87235339e-01 
 8.14500001e+01  3.98675723e+01 -8.15320750e-01 
 8.33282151e+01  3.98675160e+01 -8.43829545e-01 
 8.52497412e+01  3.98674569e+01 -8.72776513e-01 
 8.72155772e+01  3.98673947e+01 -9.02176670e-01 
 8.92267449e+01  3.98673295e+01 -9.32045263e-01 
 9.12842895e+01  3.98672610e+01 -9.62397784e-01 
 9.33892805e+01  3.98671891e+01 -9.93249971e-01 
 9.55428121e+01  3.98671136e+01 -1.02461782e+00 
 9.77460036e+01  3.98670344e+01 -1.05651759e+00 
 1.00000000e+02  3.98669514e+01 -1.08896583e+00 
 1.02305973e+02  3.98668643e+01 -1.12197934e+00 
 1.04665121e+02  3.98667730e+01 -1.15557523e+00 
 1.07078670e+02  3.98666773e+01 -1.18977091e+00 
 1.09547876e+02  3.98665770e+01 -1.22458410e+00 
 1.12074020e+02  3.98664719e+01 -1.26003282e+00 
 1.14658417e+02  3.98663617e+01 -1.29613543e+00 
 1.17302409e+02  3.98662463e+01 -1.33291063e+00 
 1.20007371e+02  3.98661254e+01 -1.37037744e+00 
 1.22774708e+02  3.98659987e+01 -1.40855527e+00 
 1.25605860e+02  3.98658660e+01 -1.44746386e+00 
 1.28502297e+02  3.98657269e+01 -1.48712334e+00 
 1.31465525e+02  3.98655814e+01 -1.52755422e+00 
 1.34497085e+02  3.98654289e+01 -1.56877740e+00 
 1.37598551e+02  3.98652692e+01 -1.61081421e+00 
 1.40771537e+02  3.98651020e+01 -1.65368635e+00 
 1.44017690e+02  3.98649269e+01 -1.69741598e+00 
 1.47338699e+02  3.98647436e+01 -1.74202568e+00 
 1.50736290e+02  3.98645516e+01 -1.78753848e+00 
 1.54212228e+02  3.98643507e+01 -1.83397787e+00 
 1.57768320e+02  3.98641403e+01 -1.88136782e+00 
 1.61406415e+02  3.98639200e+01 -1.92973277e+00 
 1.65128404e+02  3.98636894e+01 -1.97909764e+00 
 1.68936220e+02  3.98634479e+01 -2.02948789e+00 
 1.72831844e+02  3.98631952e+01 -2.08092947e+00 
 1.76817299e+02  3.98629307e+01 -2.13344886e+00 
 1.80894658e+02  3.98626537e+01 -2.18707310e+00 
 1.85066040e+02  3.98623638e+01 -2.24182978e+00 
 1.89333613e+02  3.98620604e+01 -2.29774704e+00 
 1.93699595e+02  3.98617428e+01 -2.35485363e+00 
 1.98166255e+02  3.98614103e+01 -2.41317888e+00 
 2.02735916e+02  3.98610624e+01 -2.47275272e+00 
 2.07410951e+02  3.98606981e+01 -2.53360573e+00 
 2.12193792e+02  3.98603169e+01 -2.59576909e+00 
 2.17086923e+02  3.98599179e+01 -2.65927465e+00 
 2.22092889e+02  3.98595003e+01 -2.72415494e+00 
 2.27214291e+02  3.98590632e+01 -2.79044315e+00 
 2.32453791e+02  3.98586057e+01 -2.85817316e+00 
 2.37814113e+02  3.98581269e+01 -2.92737958e+00 
 2.43298042e+02  3.98576258e+01 -2.99809773e+00 
 2.48908429e+02  3.98571014e+01 -3.07036367e+00 
 2.54648190e+02  3.98565525e+01 -3.14421422e+00 
 2.60520309e+02  3.98559781e+01 -3.21968697e+00 
 2.66527837e+02  3.98553769e+01 -3.29682031e+00 
 2.72673897e+02  3.98547478e+01 -3.37565340e+00 
 2.78961683e+02  3.98540894e+01 -3.45622626e+00 
 2.85394464e+02  3.98534003e+01 -3.53857972e+00 
 2.91975583e+02  3.98526793e+01 -3.62275547e+00 
 2.98708461e+02  3.98519246e+01 -3.70879607e+00 
 3.05596598e+02  3.98511349e+01 -3.79674495e+00 
 3.12643573e+02  3.98503085e+01 -3.88664647e+00 
 3.19853049e+02  3.98494437e+01 -3.97854589e+00 
 3.27228774e+02  3.98485387e+01 -4.07248941e+00 
 3.34774581e+02  3.98475917e+01 -4.16852418e+00 
 3.42494392e+02  3.98466007e+01 -4.26669833e+00 
 3.50392221e+02  3.98455637e+01 -4.36706096e+00 
 3.58472171e+02  3.98444786e+01 -4.46966218e+00 
 3.66738442e+02  3.98433431e+01 -4.57455313e+00 
 3.75195331e+02  3.98421550e+01 -4.68178597e+00 
 3.83847234e+02  3.98409118e+01 -4.79141393e+00 
 3.92698648e+02  3.98396110e+01 -4.90349129e+00 
 4.01754173e+02  3.98382499e+01 -5.01807343e+00 
 4.11018515e+02  3.98368257e+01 -5.13521683e+00 
 4.20496491e+02  3.98353356e+01 -5.25497906e+00 
 4.30193027e+02  3.98337765e+01 -5.37741887e+00 
 4.40113162e+02  3.98321453e+01 -5.50259612e+00 
 4.50262052e+02  3.98304387e+01 -5.63057185e+00 
 4.60644974e+02  3.98286531e+01 -5.76140824e+00 
 4.71267322e+02  3.98267850e+01 -5.89516871e+00 
 4.82134619e+02  3.98248306e+01 -6.03191783e+00 
